orthogroup	D_carinulata	D_sublineata	A_obtectus	B_siliquastri	C_maculatus	C_chinensis
N0.HOG0006120	0	1	1	1	1	1
N0.HOG0006121	0	1	1	1	1	1
N0.HOG0006122	0	1	1	1	1	1
N0.HOG0006123	0	1	1	1	1	1
N0.HOG0006124	0	1	1	1	1	1
N0.HOG0006125	0	1	1	1	1	1
N0.HOG0006126	0	1	1	1	1	1
N0.HOG0006127	1	0	1	1	1	1
N0.HOG0006128	0	1	1	1	1	1
N0.HOG0006129	0	1	1	1	1	1
N0.HOG0006130	0	1	1	1	1	1
N0.HOG0006133	0	1	1	1	1	1
N0.HOG0006134	0	1	1	1	1	1
N0.HOG0006135	0	1	1	1	1	1
N0.HOG0006136	0	1	1	1	1	1
N0.HOG0006137	0	1	1	1	1	1
N0.HOG0006138	0	1	1	1	1	1
N0.HOG0006139	0	1	1	1	1	1
N0.HOG0006140	0	1	1	1	1	1
N0.HOG0006142	0	1	1	1	1	1
N0.HOG0006143	0	1	1	1	1	1
N0.HOG0006144	0	1	1	1	1	1
N0.HOG0006145	0	1	1	1	1	1
N0.HOG0006146	0	1	1	1	1	1
N0.HOG0006147	0	1	1	1	1	1
N0.HOG0006148	0	1	1	1	1	1
N0.HOG0006149	0	1	1	1	1	1
N0.HOG0006150	0	1	1	1	1	1
N0.HOG0006151	0	1	1	1	1	1
N0.HOG0006152	0	1	1	1	1	1
N0.HOG0006153	0	1	1	1	1	0
N0.HOG0006154	0	1	1	1	1	1
N0.HOG0006155	0	1	1	1	1	1
N0.HOG0006156	0	1	1	1	1	1
N0.HOG0006157	0	1	1	1	1	1
N0.HOG0006158	0	1	1	1	1	1
N0.HOG0006159	0	1	1	1	1	1
N0.HOG0006160	0	1	1	1	0	1
N0.HOG0006161	0	1	1	1	1	1
N0.HOG0006162	0	1	1	1	1	1
N0.HOG0006163	0	1	1	1	1	1
N0.HOG0006164	0	1	1	1	1	1
N0.HOG0006165	0	1	1	1	1	1
N0.HOG0006166	0	1	1	1	1	1
N0.HOG0006167	0	1	1	1	1	1
N0.HOG0006168	0	1	1	1	1	1
N0.HOG0006169	0	1	1	1	1	1
N0.HOG0006170	0	1	1	1	1	1
N0.HOG0006171	0	1	1	1	1	1
N0.HOG0006172	0	1	1	1	1	1
N0.HOG0006173	0	1	1	1	1	1
N0.HOG0006174	0	1	1	1	1	1
N0.HOG0006175	0	1	1	1	1	1
N0.HOG0006176	0	1	1	1	1	1
N0.HOG0006177	0	1	1	1	1	1
N0.HOG0006178	0	1	1	1	1	1
N0.HOG0006179	0	1	1	1	1	1
N0.HOG0006180	0	0	1	1	1	1
N0.HOG0006181	0	1	1	1	1	1
N0.HOG0006182	0	1	1	1	1	1
N0.HOG0006183	0	1	1	1	1	0
N0.HOG0006184	0	1	1	1	1	1
N0.HOG0006185	0	1	1	1	1	1
N0.HOG0006186	0	0	1	1	1	1
N0.HOG0006187	0	1	1	1	1	0
N0.HOG0006188	0	1	1	1	1	0
N0.HOG0006189	0	1	1	1	1	1
N0.HOG0006190	0	1	1	1	1	1
N0.HOG0006191	0	1	1	1	1	1
N0.HOG0006192	0	1	1	1	1	1
N0.HOG0006193	0	1	1	1	1	1
N0.HOG0006194	0	1	1	1	1	1
N0.HOG0006195	0	1	1	1	1	1
N0.HOG0006196	0	1	1	1	1	1
N0.HOG0006197	0	1	1	1	1	0
N0.HOG0006198	0	1	1	1	1	1
N0.HOG0006199	0	1	1	1	1	1
N0.HOG0006200	0	1	1	1	1	1
N0.HOG0006202	0	1	1	1	1	1
N0.HOG0006203	0	1	1	1	1	0
N0.HOG0006204	0	1	1	1	1	0
N0.HOG0006205	0	1	1	1	1	0
N0.HOG0006206	0	1	1	1	1	1
N0.HOG0006207	0	1	1	1	1	1
N0.HOG0006208	0	1	1	1	1	0
N0.HOG0006209	0	1	1	1	1	1
N0.HOG0006210	0	1	1	1	1	1
N0.HOG0006211	0	1	1	1	1	1
N0.HOG0006213	0	1	1	1	1	1
N0.HOG0006214	0	1	1	1	1	1
N0.HOG0006215	0	1	1	1	1	1
N0.HOG0006216	0	1	1	1	1	1
N0.HOG0006217	0	1	1	1	1	1
N0.HOG0006218	0	1	1	1	1	1
N0.HOG0006219	0	1	1	1	1	1
N0.HOG0006220	0	1	1	1	1	1
N0.HOG0006221	0	1	1	1	1	1
N0.HOG0006222	0	1	1	1	1	1
N0.HOG0006223	0	1	1	1	1	1
N0.HOG0006224	0	1	1	1	1	1
N0.HOG0006225	0	1	1	1	1	1
N0.HOG0006226	0	1	1	1	1	1
N0.HOG0006227	0	1	1	1	1	1
N0.HOG0006228	0	1	1	1	1	1
N0.HOG0006229	0	1	1	1	1	1
N0.HOG0006230	0	1	1	1	1	1
N0.HOG0006231	0	1	1	1	1	1
N0.HOG0006232	0	1	1	1	1	1
N0.HOG0006233	0	1	1	1	1	1
N0.HOG0006234	0	1	1	1	1	1
N0.HOG0006235	0	1	1	1	1	1
N0.HOG0006236	0	1	1	1	1	1
N0.HOG0006237	0	1	1	1	1	1
N0.HOG0006238	0	1	1	1	1	1
N0.HOG0006239	0	1	1	1	1	1
N0.HOG0006240	0	1	1	1	1	1
N0.HOG0006241	0	0	0	0	0	0
N0.HOG0006243	0	0	0	0	0	0
N0.HOG0006244	0	0	0	0	0	0
N0.HOG0006245	0	0	0	0	0	0
N0.HOG0006246	0	0	0	0	0	0
N0.HOG0006247	0	0	0	0	0	0
N0.HOG0006248	0	0	0	0	0	0
N0.HOG0006249	0	0	0	0	0	0
N0.HOG0006250	0	0	0	0	0	0
N0.HOG0006251	0	0	0	0	0	0
N0.HOG0006252	0	0	0	0	0	0
N0.HOG0006254	0	0	0	0	0	0
N0.HOG0006260	0	0	0	0	0	0
N0.HOG0006261	0	0	0	0	0	0
N0.HOG0006263	0	0	0	0	0	0
N0.HOG0006264	0	0	0	0	0	0
N0.HOG0006265	0	0	0	0	0	0
N0.HOG0006266	0	0	0	0	0	0
N0.HOG0006267	0	0	0	0	0	0
N0.HOG0006268	0	0	0	0	0	0
N0.HOG0006271	0	0	0	0	0	0
N0.HOG0006272	0	0	0	0	0	0
N0.HOG0006273	0	0	0	0	0	0
N0.HOG0006274	0	0	0	0	0	0
N0.HOG0006275	1	0	0	0	0	0
N0.HOG0006276	1	0	0	0	0	0
N0.HOG0006277	0	0	0	0	0	0
N0.HOG0006278	0	0	0	0	0	0
N0.HOG0006279	0	1	0	0	0	0
N0.HOG0006280	0	0	0	0	0	0
N0.HOG0006281	0	0	0	0	0	0
N0.HOG0006282	0	0	0	0	0	0
N0.HOG0006283	0	0	0	0	0	0
N0.HOG0006284	0	0	0	0	0	0
N0.HOG0006285	1	0	0	0	0	0
N0.HOG0006286	0	0	0	0	0	0
N0.HOG0006288	1	0	0	0	0	0
N0.HOG0006289	1	0	0	0	0	0
N0.HOG0006290	0	0	0	0	0	0
N0.HOG0006291	0	0	0	0	0	0
N0.HOG0006292	0	0	0	0	0	0
N0.HOG0006293	0	0	0	0	0	0
N0.HOG0006294	0	0	0	0	0	0
N0.HOG0006295	0	0	0	0	0	0
N0.HOG0006296	0	0	0	0	0	0
N0.HOG0006297	0	0	0	0	0	0
N0.HOG0006298	0	0	0	0	0	0
N0.HOG0006299	0	0	0	0	0	0
N0.HOG0006300	0	0	0	0	0	0
N0.HOG0006301	1	0	0	0	0	0
N0.HOG0006302	0	0	0	0	0	0
N0.HOG0006303	1	0	0	0	0	0
N0.HOG0006304	0	0	0	0	0	0
N0.HOG0006305	1	0	0	0	0	0
N0.HOG0006306	1	0	0	0	0	0
N0.HOG0006307	1	0	0	0	0	0
N0.HOG0006308	0	0	0	0	0	0
N0.HOG0006309	0	0	0	0	0	0
N0.HOG0006310	0	1	0	0	0	0
N0.HOG0006311	0	0	0	0	0	0
N0.HOG0006312	0	0	0	0	0	0
N0.HOG0006313	0	0	0	0	0	0
N0.HOG0006316	0	0	0	0	0	0
N0.HOG0006317	0	0	0	0	0	0
N0.HOG0006318	0	0	0	0	0	0
N0.HOG0006319	0	0	0	0	0	0
N0.HOG0006320	1	0	0	0	0	0
N0.HOG0006321	1	0	0	0	0	0
N0.HOG0006323	0	0	0	0	0	0
N0.HOG0006324	0	0	0	0	0	0
N0.HOG0006325	0	0	0	0	0	0
N0.HOG0006326	0	0	0	0	0	0
N0.HOG0006327	1	0	0	0	0	0
N0.HOG0006328	1	0	0	0	0	0
N0.HOG0006329	1	0	0	0	0	0
N0.HOG0006330	0	0	0	0	0	0
N0.HOG0006331	0	0	0	0	0	0
N0.HOG0006332	0	0	0	0	0	0
N0.HOG0006333	0	0	0	0	0	0
N0.HOG0006334	0	0	0	0	0	0
N0.HOG0006335	0	0	0	0	0	0
N0.HOG0006336	0	0	0	0	0	0
N0.HOG0006337	0	0	0	0	0	0
N0.HOG0006338	0	0	0	0	0	0
N0.HOG0006339	0	0	0	0	0	0
N0.HOG0006340	0	0	0	0	0	0
N0.HOG0006341	0	0	0	0	0	0
N0.HOG0006342	0	0	0	0	0	0
N0.HOG0006344	0	0	0	0	0	0
N0.HOG0006345	0	1	0	0	0	0
N0.HOG0006346	0	0	0	0	0	0
N0.HOG0006349	0	0	0	0	0	0
N0.HOG0006350	0	0	0	0	0	0
N0.HOG0006351	0	0	0	0	0	0
N0.HOG0006353	0	1	0	0	0	0
N0.HOG0006354	1	0	0	0	0	0
N0.HOG0006355	0	0	0	0	0	0
N0.HOG0006356	0	0	0	0	0	0
N0.HOG0006357	0	0	0	0	0	0
N0.HOG0006358	0	0	0	0	0	0
N0.HOG0006359	0	0	0	0	0	0
N0.HOG0006360	0	0	0	0	0	0
N0.HOG0006361	0	0	0	0	0	0
N0.HOG0006362	0	0	0	0	0	0
N0.HOG0006363	0	0	0	0	0	0
N0.HOG0006364	0	0	0	0	0	0
N0.HOG0006365	0	0	0	0	0	0
N0.HOG0006366	0	0	0	0	0	0
N0.HOG0006367	0	0	0	0	0	0
N0.HOG0006368	0	0	0	0	0	0
N0.HOG0006370	0	1	0	0	0	0
N0.HOG0006371	0	1	0	0	0	0
N0.HOG0006372	0	1	0	0	0	0
N0.HOG0006374	0	0	0	0	0	0
N0.HOG0006375	0	0	0	0	0	0
N0.HOG0006376	0	0	0	0	0	0
N0.HOG0006378	0	0	0	0	0	0
N0.HOG0006379	0	0	0	0	0	0
N0.HOG0006380	0	0	0	0	0	0
N0.HOG0006383	1	0	0	0	0	0
N0.HOG0006384	1	0	0	0	0	0
N0.HOG0006385	1	0	0	0	0	0
N0.HOG0006386	0	0	0	0	0	0
N0.HOG0006388	1	0	0	0	0	0
N0.HOG0006389	0	0	0	0	0	0
N0.HOG0006393	0	0	0	0	0	0
N0.HOG0006395	0	0	0	0	0	0
N0.HOG0006397	0	0	0	0	0	0
N0.HOG0006398	0	0	0	0	0	0
N0.HOG0006399	1	0	0	0	0	0
N0.HOG0006400	0	0	0	0	0	0
N0.HOG0006401	0	0	0	0	0	0
N0.HOG0006403	0	0	0	0	0	0
N0.HOG0006404	0	0	0	0	0	0
N0.HOG0006405	0	0	0	0	0	0
N0.HOG0006406	0	0	0	0	0	0
N0.HOG0006407	0	0	0	0	0	0
N0.HOG0006408	1	0	0	0	0	0
N0.HOG0006409	0	0	0	0	0	0
N0.HOG0006410	0	0	0	0	0	0
N0.HOG0006411	0	0	0	0	0	0
N0.HOG0006412	0	0	0	0	0	0
N0.HOG0006413	0	0	0	0	0	0
N0.HOG0006414	0	0	0	0	0	0
N0.HOG0006415	0	0	0	0	0	0
N0.HOG0006416	0	0	0	0	0	0
N0.HOG0006417	0	0	0	0	0	0
N0.HOG0006418	0	0	0	0	0	0
N0.HOG0006419	0	0	0	0	0	0
N0.HOG0006420	0	0	0	0	0	0
N0.HOG0006421	0	0	0	0	0	0
N0.HOG0006422	0	0	0	0	0	0
N0.HOG0006423	0	0	0	0	0	0
N0.HOG0006425	0	0	0	0	0	0
N0.HOG0006426	0	0	0	0	0	0
N0.HOG0006427	0	0	0	0	0	0
N0.HOG0006429	0	0	0	0	0	0
N0.HOG0006430	0	1	0	0	0	0
N0.HOG0006431	1	0	0	0	0	0
N0.HOG0006433	0	1	0	0	0	0
N0.HOG0006435	1	0	0	0	0	0
N0.HOG0006436	1	0	0	0	0	0
N0.HOG0006437	1	0	0	0	0	0
N0.HOG0006438	1	0	0	0	0	0
N0.HOG0006439	1	0	0	0	0	0
N0.HOG0006441	0	0	0	0	0	0
N0.HOG0006442	0	0	0	0	0	0
N0.HOG0006443	1	0	0	0	0	0
N0.HOG0006444	0	0	0	0	0	0
N0.HOG0006445	0	0	0	0	0	0
N0.HOG0006446	0	0	0	0	0	0
N0.HOG0006447	0	0	0	0	0	0
N0.HOG0006448	1	0	0	0	0	0
N0.HOG0006450	0	0	0	0	0	0
N0.HOG0006451	0	0	0	0	0	0
N0.HOG0006452	0	0	0	0	0	0
N0.HOG0006453	0	0	0	0	0	0
N0.HOG0006454	0	0	0	0	0	0
N0.HOG0006455	1	0	0	0	0	0
N0.HOG0006456	1	0	0	0	0	0
N0.HOG0006457	1	0	0	0	0	0
N0.HOG0006458	1	0	0	0	0	0
N0.HOG0006459	1	0	0	0	0	0
N0.HOG0006460	0	1	0	0	0	0
N0.HOG0006462	1	0	0	0	0	0
N0.HOG0006464	0	0	0	0	0	0
N0.HOG0006466	0	0	0	0	0	0
N0.HOG0006467	0	0	0	0	0	0
N0.HOG0006468	0	0	0	0	0	0
N0.HOG0006469	0	0	0	0	0	0
N0.HOG0006470	0	0	0	0	0	0
N0.HOG0006471	0	0	0	0	0	0
N0.HOG0006472	0	0	0	0	0	0
N0.HOG0006473	0	0	0	0	0	0
N0.HOG0006474	0	0	0	0	0	0
N0.HOG0006475	0	0	0	0	0	0
N0.HOG0006476	0	0	0	0	0	0
N0.HOG0006478	0	0	0	0	0	0
N0.HOG0006479	0	0	0	0	0	0
N0.HOG0006481	0	0	0	0	0	0
N0.HOG0006482	0	0	0	0	0	0
N0.HOG0006483	0	0	0	0	0	0
N0.HOG0006484	0	0	0	0	0	0
N0.HOG0006485	0	1	0	0	0	0
N0.HOG0006486	0	0	0	0	0	0
N0.HOG0006487	0	1	0	0	0	0
N0.HOG0006488	0	0	0	0	0	0
N0.HOG0006489	0	0	0	0	0	0
N0.HOG0006490	0	0	0	0	0	0
N0.HOG0006491	0	0	0	0	0	0
N0.HOG0006492	0	0	0	0	0	0
N0.HOG0006493	0	0	0	0	0	0
N0.HOG0006494	0	0	0	0	0	0
N0.HOG0006495	0	0	0	0	0	0
N0.HOG0006496	1	0	0	0	0	0
N0.HOG0006497	0	1	0	0	0	0
N0.HOG0006498	0	1	0	0	0	0
N0.HOG0006499	0	0	0	0	0	0
N0.HOG0006500	0	0	0	0	0	0
N0.HOG0006501	0	0	0	0	0	0
N0.HOG0006502	0	0	0	0	0	0
N0.HOG0006504	0	0	0	0	0	0
N0.HOG0006505	1	0	0	0	0	0
N0.HOG0006506	0	0	0	0	0	0
N0.HOG0006507	1	0	0	0	0	0
N0.HOG0006508	1	0	0	0	0	0
N0.HOG0006509	1	0	0	0	0	0
N0.HOG0006510	1	0	0	0	0	0
N0.HOG0006511	1	0	0	0	0	0
N0.HOG0006514	1	0	0	0	0	0
N0.HOG0006517	1	0	0	0	0	0
N0.HOG0006518	1	0	0	0	0	0
N0.HOG0006519	0	0	0	0	0	0
N0.HOG0006520	0	0	0	0	0	0
N0.HOG0006521	0	0	0	0	0	0
N0.HOG0006522	1	0	0	0	0	0
N0.HOG0006523	1	0	0	0	0	0
N0.HOG0006524	1	0	0	0	0	0
N0.HOG0006525	0	0	0	0	0	0
N0.HOG0006526	0	0	0	0	0	0
N0.HOG0006527	0	0	0	0	0	0
N0.HOG0006528	0	0	0	0	0	0
N0.HOG0006529	0	1	0	0	0	0
N0.HOG0006530	0	1	0	0	0	0
N0.HOG0006531	0	0	0	0	0	0
N0.HOG0006532	0	0	0	0	0	0
N0.HOG0006533	0	0	0	0	0	0
N0.HOG0006534	0	0	0	0	0	0
N0.HOG0006535	0	0	0	0	0	0
N0.HOG0006536	1	0	0	0	0	0
N0.HOG0006537	0	0	0	0	0	0
N0.HOG0006538	0	0	0	0	0	0
N0.HOG0006539	0	0	0	0	0	0
N0.HOG0006540	0	0	0	0	0	0
N0.HOG0006541	0	0	0	0	0	0
N0.HOG0006542	0	0	0	0	0	0
N0.HOG0006545	0	0	0	0	0	0
N0.HOG0006546	0	0	0	0	0	0
N0.HOG0006547	0	0	0	0	0	0
N0.HOG0006548	0	0	0	0	0	0
N0.HOG0006549	0	0	0	0	0	0
N0.HOG0006550	0	0	0	0	0	0
N0.HOG0006551	0	0	0	0	0	0
N0.HOG0006552	0	0	0	0	0	0
N0.HOG0006553	0	0	0	0	0	0
N0.HOG0006554	1	0	0	0	0	0
N0.HOG0006555	1	0	0	0	0	0
N0.HOG0006556	0	0	0	0	0	0
N0.HOG0006557	0	0	0	0	0	0
N0.HOG0006558	0	0	0	0	0	0
N0.HOG0006559	0	0	0	0	0	0
N0.HOG0006560	0	0	0	0	0	0
N0.HOG0006563	0	0	0	0	0	0
N0.HOG0006564	0	0	0	0	0	0
N0.HOG0006565	0	0	0	0	0	0
N0.HOG0006567	0	0	0	0	0	0
N0.HOG0006568	1	0	0	0	0	0
N0.HOG0006571	0	0	0	0	0	0
N0.HOG0006573	0	0	0	0	0	0
N0.HOG0006574	0	0	0	0	0	0
N0.HOG0006575	1	0	0	0	0	0
N0.HOG0006576	0	0	0	0	0	0
N0.HOG0006577	0	0	0	0	0	0
N0.HOG0006578	0	0	0	0	0	0
N0.HOG0006579	0	0	0	0	0	0
N0.HOG0006580	0	0	0	0	0	0
N0.HOG0006581	0	0	0	0	0	0
N0.HOG0006582	0	0	0	0	0	0
N0.HOG0006586	0	0	0	0	0	0
N0.HOG0006588	1	0	0	0	0	0
N0.HOG0006589	1	0	0	0	0	0
N0.HOG0006591	0	0	0	0	0	0
N0.HOG0006593	0	0	0	0	0	0
N0.HOG0006594	0	0	0	0	0	0
N0.HOG0006595	0	0	0	0	0	0
N0.HOG0006596	0	0	0	0	0	0
N0.HOG0006597	0	0	0	0	0	0
N0.HOG0006598	0	0	0	0	0	0
N0.HOG0006599	1	0	0	0	0	0
N0.HOG0006600	1	0	0	0	0	0
N0.HOG0006601	1	0	0	0	0	0
N0.HOG0006604	0	0	0	0	0	0
N0.HOG0006607	0	0	0	0	0	0
N0.HOG0006608	0	0	0	0	0	0
N0.HOG0006609	0	0	0	0	0	0
N0.HOG0006610	1	0	0	0	0	0
N0.HOG0006611	1	0	0	0	0	0
N0.HOG0006612	0	0	0	0	0	0
N0.HOG0006613	0	0	0	0	0	0
N0.HOG0006616	0	0	0	0	0	0
N0.HOG0006617	0	0	0	0	0	0
N0.HOG0006618	0	0	0	0	0	0
N0.HOG0006619	0	0	0	0	0	0
N0.HOG0006621	0	0	0	0	0	0
N0.HOG0006622	0	0	0	0	0	0
N0.HOG0006623	1	0	0	0	0	0
N0.HOG0006624	0	1	0	0	0	0
N0.HOG0006625	0	1	0	0	0	0
N0.HOG0006626	0	1	0	0	0	0
N0.HOG0006627	0	1	0	0	0	0
N0.HOG0006628	0	1	0	0	0	0
N0.HOG0006629	1	0	0	0	0	0
N0.HOG0006630	0	1	0	0	0	0
N0.HOG0006631	0	1	0	0	0	0
N0.HOG0006632	0	1	0	0	0	0
N0.HOG0006634	0	0	0	0	0	0
N0.HOG0006635	0	0	0	0	0	0
N0.HOG0006636	0	0	0	0	0	0
N0.HOG0006637	0	0	0	0	0	0
N0.HOG0006639	0	0	0	0	0	0
N0.HOG0006640	0	1	0	0	0	0
N0.HOG0006641	0	1	0	0	0	0
N0.HOG0006642	0	1	0	0	0	0
N0.HOG0006643	0	1	0	0	0	0
N0.HOG0006644	0	1	0	0	0	0
N0.HOG0006646	1	0	0	0	0	0
N0.HOG0006647	1	0	0	0	0	0
N0.HOG0006648	1	0	0	0	0	0
N0.HOG0006649	0	0	0	0	0	0
N0.HOG0006650	0	0	0	0	0	0
N0.HOG0006651	0	0	0	0	0	0
N0.HOG0006652	0	1	0	0	0	0
N0.HOG0006653	0	0	0	0	0	0
N0.HOG0006654	0	0	0	0	0	0
N0.HOG0006655	1	0	0	0	0	0
N0.HOG0006656	0	0	0	0	0	0
N0.HOG0006657	0	0	0	0	0	0
N0.HOG0006658	0	0	0	0	0	0
N0.HOG0006659	0	0	0	0	0	0
N0.HOG0006660	0	0	0	0	0	0
N0.HOG0006661	1	0	0	0	0	0
N0.HOG0006662	0	0	0	0	0	0
N0.HOG0006663	0	0	0	0	0	0
N0.HOG0006664	0	0	0	0	0	0
N0.HOG0006665	0	1	0	0	0	0
N0.HOG0006666	0	0	0	0	0	0
N0.HOG0006669	0	0	0	0	0	0
N0.HOG0006670	0	0	0	0	0	0
N0.HOG0006671	0	0	0	0	0	0
N0.HOG0006672	0	0	0	0	0	0
N0.HOG0006673	0	0	0	0	0	0
N0.HOG0006674	0	0	0	0	0	0
N0.HOG0006675	0	0	0	0	0	0
N0.HOG0006676	0	0	0	0	0	0
N0.HOG0006677	0	0	0	0	0	0
N0.HOG0006678	0	0	0	0	0	0
N0.HOG0006679	0	0	0	0	0	0
N0.HOG0006680	0	0	0	0	0	0
N0.HOG0006681	1	0	0	0	0	0
N0.HOG0006682	1	0	0	0	0	0
N0.HOG0006683	1	0	0	0	0	0
N0.HOG0006684	1	0	0	0	0	0
N0.HOG0006686	0	0	0	0	0	0
N0.HOG0006688	0	0	0	0	0	0
N0.HOG0006689	1	0	0	0	0	0
N0.HOG0006690	1	0	0	0	0	0
N0.HOG0006691	1	0	0	0	0	0
N0.HOG0006693	0	0	0	0	0	0
N0.HOG0006694	0	0	0	0	0	0
N0.HOG0006695	1	0	0	0	0	0
N0.HOG0006696	0	0	0	0	0	0
N0.HOG0006697	0	0	0	0	0	0
N0.HOG0006699	1	0	0	0	0	0
N0.HOG0006700	0	0	0	0	0	0
N0.HOG0006701	0	0	0	0	0	0
N0.HOG0006702	0	0	0	0	0	0
N0.HOG0006703	0	0	0	0	0	0
N0.HOG0006704	1	0	0	0	0	0
N0.HOG0006705	0	0	0	0	0	0
N0.HOG0006706	0	0	0	0	0	0
N0.HOG0006707	0	0	0	0	0	0
N0.HOG0006708	0	0	0	0	0	0
N0.HOG0006709	0	0	0	0	0	0
N0.HOG0006710	0	0	0	0	0	0
N0.HOG0006711	0	0	0	0	0	0
N0.HOG0006712	0	0	0	0	0	0
N0.HOG0006713	0	0	0	0	0	0
N0.HOG0006718	0	0	0	0	0	0
N0.HOG0006719	1	0	0	0	0	0
N0.HOG0006720	1	0	0	0	0	0
N0.HOG0006722	1	0	0	0	0	0
N0.HOG0006723	1	0	0	0	0	0
N0.HOG0006724	1	0	0	0	0	0
N0.HOG0006725	1	0	0	0	0	0
N0.HOG0006726	1	0	0	0	0	0
N0.HOG0006727	0	0	0	0	0	0
N0.HOG0006728	0	0	0	0	0	0
N0.HOG0006729	0	0	0	0	0	0
N0.HOG0006730	0	0	0	0	0	0
N0.HOG0006731	0	0	0	0	0	0
N0.HOG0006732	0	0	0	0	0	0
N0.HOG0006733	0	0	0	0	0	0
N0.HOG0006734	0	0	0	0	0	0
N0.HOG0006735	0	0	0	0	0	0
N0.HOG0006736	1	0	0	0	0	0
N0.HOG0006737	0	0	0	0	0	0
N0.HOG0006738	0	0	0	0	0	0
N0.HOG0006740	0	0	0	0	0	0
N0.HOG0006741	0	0	0	0	0	0
N0.HOG0006743	0	0	0	0	0	0
N0.HOG0006745	0	0	0	0	0	0
N0.HOG0006746	0	0	0	0	0	0
N0.HOG0006747	0	0	0	0	0	0
N0.HOG0006748	0	0	0	0	0	0
N0.HOG0006749	0	0	0	0	0	0
N0.HOG0006750	0	0	0	0	0	0
N0.HOG0006751	0	0	0	0	0	0
N0.HOG0006752	0	0	0	0	0	0
N0.HOG0006753	0	0	0	0	0	0
N0.HOG0006754	0	0	0	0	0	0
N0.HOG0006755	0	0	0	0	0	0
N0.HOG0006756	0	0	0	0	0	0
N0.HOG0006757	1	0	0	0	0	0
N0.HOG0006758	0	0	0	0	0	0
N0.HOG0006759	0	0	0	0	0	0
N0.HOG0006761	0	0	0	0	0	0
N0.HOG0006762	0	0	0	0	0	0
N0.HOG0006763	0	0	0	0	0	0
N0.HOG0006764	0	0	0	0	0	0
N0.HOG0006765	0	0	0	0	0	0
N0.HOG0006766	1	0	0	0	0	0
N0.HOG0006769	0	0	0	0	0	0
N0.HOG0006770	0	0	0	0	0	0
N0.HOG0006771	0	0	0	0	0	0
N0.HOG0006772	0	0	0	0	0	0
N0.HOG0006773	0	0	0	0	0	0
N0.HOG0006774	0	0	0	0	0	0
N0.HOG0006775	0	0	0	0	0	0
N0.HOG0006776	0	0	0	0	0	0
N0.HOG0006777	0	0	0	0	0	0
N0.HOG0006778	0	0	0	0	0	0
N0.HOG0006779	0	0	0	0	0	0
N0.HOG0006780	0	0	0	0	0	0
N0.HOG0006781	0	0	0	0	0	0
N0.HOG0006782	0	0	0	0	0	0
N0.HOG0006783	0	0	0	0	0	0
N0.HOG0006784	1	0	0	0	0	0
N0.HOG0006785	1	0	0	0	0	0
N0.HOG0006786	0	0	0	0	0	0
N0.HOG0006787	0	0	0	0	0	0
N0.HOG0006788	0	0	0	0	0	0
N0.HOG0006789	0	0	0	0	0	0
N0.HOG0006790	0	0	0	0	0	0
N0.HOG0006791	0	0	0	0	0	0
N0.HOG0006793	0	0	0	0	0	0
N0.HOG0006794	0	0	0	0	0	0
N0.HOG0006795	0	0	0	0	0	0
N0.HOG0006796	0	0	0	0	0	0
N0.HOG0006797	0	0	0	0	0	0
N0.HOG0006798	0	0	0	0	0	0
N0.HOG0006799	1	0	0	0	0	0
N0.HOG0006800	0	0	0	0	0	0
N0.HOG0006801	1	0	0	0	0	0
N0.HOG0006802	0	0	0	0	0	0
N0.HOG0006803	0	0	0	0	0	0
N0.HOG0006805	0	0	0	0	0	0
N0.HOG0006806	1	0	0	0	0	0
N0.HOG0006807	1	0	0	0	0	0
N0.HOG0006808	0	0	0	0	0	0
N0.HOG0006809	0	0	0	0	0	0
N0.HOG0006810	0	0	0	0	0	0
N0.HOG0006812	0	0	0	0	0	0
N0.HOG0006817	0	0	0	0	0	0
N0.HOG0006818	0	0	0	0	0	0
N0.HOG0006819	0	0	0	0	0	0
N0.HOG0006820	0	0	0	0	0	0
N0.HOG0006821	0	0	0	0	0	0
N0.HOG0006823	1	0	0	0	0	0
N0.HOG0006824	0	0	0	0	0	0
N0.HOG0006825	0	0	0	0	0	0
N0.HOG0006826	0	0	0	0	0	1
N0.HOG0006827	0	0	0	0	0	0
N0.HOG0006828	0	0	0	0	0	0
N0.HOG0006829	1	0	0	0	0	0
N0.HOG0006830	0	1	0	0	0	0
N0.HOG0006831	0	0	0	0	0	0
N0.HOG0006832	0	0	0	0	0	0
N0.HOG0006833	0	0	0	0	0	0
N0.HOG0006834	0	0	0	0	0	0
N0.HOG0006835	0	0	0	0	0	0
N0.HOG0006837	0	0	0	0	0	0
N0.HOG0006838	0	0	0	0	0	0
N0.HOG0006839	0	1	0	0	0	0
N0.HOG0006840	0	0	0	0	0	0
N0.HOG0006842	0	0	0	0	0	0
N0.HOG0006843	0	0	0	0	0	0
N0.HOG0006844	0	0	0	0	0	0
N0.HOG0006845	0	0	0	0	0	0
N0.HOG0006846	0	0	0	0	0	0
N0.HOG0006847	0	0	0	0	0	0
N0.HOG0006848	0	0	0	0	0	0
N0.HOG0006849	0	0	0	0	0	0
N0.HOG0006850	0	0	0	0	0	0
N0.HOG0006851	0	0	0	0	0	0
N0.HOG0006852	1	0	0	0	0	0
N0.HOG0006853	0	0	0	0	0	0
N0.HOG0006854	0	0	0	0	0	0
N0.HOG0006855	1	0	0	0	0	0
