g6.t1_1	rna-XM_044901007.1_1
g6758.t1_1	rna-XM_044903060.1_1
g6759.t1_1	rna-XM_044906617.1_1
g6760.t1_1	rna-XM_044895629.1_1
g6761.t1_1	rna-XM_044901704.1_1
g6762.t1_1	rna-XM_044901706.1_1
g6763.t1_1	rna-XM_044893342.1_1
g6764.t1_1	rna-XM_044895967.1_1
g6765.t1_1	rna-XM_044896863.1_1
g6766.t1_1	rna-XM_044901867.1_1
g6767.t1_1	rna-XM_044900515.1_1
g6768.t1_1	rna-XM_044906381.1_1
g6769.t1_1	rna-XM_044905952.1_1
g6770.t1_1	rna-XM_044906019.1_1
g6771.t2_1	rna-XM_044906017.1_1
g6772.t1_1	rna-XM_044905793.1_1
g6773.t1_1	rna-XM_044901083.1_1
g6774.t1_1	rna-XM_044905182.1_1
g6775.t1_1	rna-XM_044895240.1_1
g6778.t1_1	rna-XM_044895470.1_1
g6779.t1_1	rna-XM_044891956.1_1
g6780.t1_1	rna-XM_044892125.1_1
g6781.t1_1	rna-XM_044901455.1_1
g6782.t1_1	rna-XM_044901453.1_1
g6783.t1_1	rna-XM_044902455.1_1
g6784.t1_1	rna-XM_044906987.1_1
g6786.t1_1	rna-XM_044906685.1_1
g6787.t1_1	rna-XM_044906689.1_1
g6788.t1_1	rna-XM_044906836.1_1
g6789.t1_1	rna-XM_044898403.1_1
g6790.t3_1	rna-XM_044907472.1_1
g6791.t1_1	rna-XM_044907572.1_1
g6795.t2_1	rna-XM_044899260.1_1
g6796.t1_1	rna-XM_044889647.1_1
g6797.t1_1	rna-XM_044900456.1_1
g6798.t1_1	rna-XM_044904070.1_1
g6800.t1_1	rna-XM_044902850.1_1
g6801.t1_1	rna-XM_044903095.1_1
g6804.t1_1	rna-XM_044903679.1_1
g6805.t2_1	rna-XM_044902837.1_1
g6806.t1_1	rna-XM_044903363.1_1
g6807.t1_1	rna-XM_044902456.1_1
g6809.t1_1	rna-XM_044904018.1_1
g6811.t1_1	rna-XM_044903636.1_1
g6813.t1_1	rna-XM_044904667.1_1
g6815.t1_1	rna-XM_044904672.1_1
g6817.t1_1	rna-XM_044902632.1_1
g6818.t1_1	rna-XM_044902627.1_1
g6819.t2_1	rna-XM_044906480.1_1
g6820.t1_1	rna-XM_044907369.1_1
g6821.t2_1	rna-XM_044906023.1_1
g6825.t1_1	rna-XM_044905968.1_1
g6826.t2_1	rna-XM_044905246.1_1
g6827.t2_1	rna-XM_044906600.1_1
g6830.t1_1	rna-XM_044907095.1_1
g6831.t1_1	rna-XM_044891065.1_1
g6832.t1_1	rna-XM_044907823.1_1
g6836.t1_1	rna-XM_044907660.1_1
g6837.t1_1	rna-XM_044908268.1_1
g6839.t1_1	rna-XM_044906922.1_1
g6840.t1_1	rna-XM_044907744.1_1
g6842.t1_1	rna-XM_044907849.1_1
g6844.t1_1	rna-XM_044891516.1_1
g6845.t1_1	rna-XM_044907921.1_1
g6846.t1_1	rna-XM_044908069.1_1
g6847.t1_1	rna-XM_044906754.1_1
g6849.t1_1	rna-XM_044902072.1_1
g6850.t1_1	rna-XM_044889005.1_1
g6852.t1_1	rna-XM_044900834.1_1
g6853.t1_1	rna-XM_044900835.1_1
g6855.t1_1	rna-XM_044901995.1_1
g6856.t1_1	rna-XM_044905047.1_1
g6857.t1_1	rna-XM_044895567.1_1
g6858.t1_1	rna-XM_044893502.1_1
g6861.t1_1	rna-XM_044892135.1_1
g6865.t1_1	rna-XM_044892270.1_1
g6866.t1_1	rna-XM_044893505.1_1
g6868.t1_1	rna-XM_044888870.1_1
g6869.t1_1	rna-XM_044890994.1_1
g6870.t2_1	rna-XM_044888517.1_1
g6873.t1_1	rna-XM_044891863.1_1
g6874.t1_1	rna-XM_044892816.1_1
g6876.t1_1	rna-XM_044900182.1_1
g6877.t1_1	rna-XM_044895024.1_1
g6878.t1_1	rna-XM_044897023.1_1
g6879.t1_1	rna-XM_044901707.1_1
g6880.t1_1	rna-XM_044892444.1_1
g6881.t1_1	rna-XM_044892146.1_1
g6882.t1_1	rna-XM_044902890.1_1
g6883.t1_1	rna-XM_044903963.1_1
g6884.t2_1	rna-XM_044894957.1_1
g6885.t1_1	rna-XM_044895852.1_1
g6887.t1_1	rna-XM_044908129.1_1
g6888.t1_1	rna-XM_044892666.1_1
g6889.t1_1	rna-XM_044893551.1_1
g6893.t1_1	rna-XM_044893654.1_1
g6897.t1_1	rna-XM_044906415.1_1
g6898.t1_1	rna-XM_044891107.1_1
g6900.t1_1	rna-XM_044906482.1_1
g6903.t1_1	rna-XM_044902520.1_1
g6904.t1_1	rna-XM_044907100.1_1
g6905.t1_1	rna-XM_044908025.1_1
g6906.t2_1	rna-XM_044906728.1_1
g6907.t2_1	rna-XM_044908081.1_1
g6908.t1_1	rna-XM_044907012.1_1
g6909.t1_1	rna-XM_044908058.1_1
g6910.t1_1	rna-XM_044908422.1_1
g6913.t1_1	rna-XM_044906700.1_1
g6916.t1_1	rna-XM_044907211.1_1
g6917.t1_1	rna-XM_044908344.1_1
g6918.t1_1	rna-XM_044894513.1_1
g6919.t1_1	rna-XM_044907879.1_1
g6920.t1_1	rna-XM_044908104.1_1
g6923.t1_1	rna-XM_044888795.1_1
g6924.t1_1	rna-XM_044896457.1_1
g6925.t1_1	rna-XM_044895013.1_1
g6926.t1_1	rna-XM_044895338.1_1
g6927.t1_1	rna-XM_044895339.1_1
g6933.t1_1	rna-XM_044896574.1_1
g6934.t1_1	rna-XM_044894276.1_1
g6935.t1_1	rna-XM_044895085.1_1
g6936.t1_1	rna-XM_044895666.1_1
g6937.t1_1	rna-XM_044896456.1_1
g6938.t1_1	rna-XM_044895124.1_1
g6939.t1_1	rna-XM_044897653.1_1
g6940.t1_1	rna-XM_044895232.1_1
g6942.t1_1	rna-XM_044895233.1_1
g6944.t1_1	rna-XM_044896792.1_1
g6946.t1_1	rna-XM_044895044.1_1
g6947.t1_1	rna-XM_044894859.1_1
g6948.t2_1	rna-XM_044896773.1_1
g6949.t1_1	rna-XM_044896774.1_1
g6950.t1_1	rna-XM_044895672.1_1
g6951.t1_1	rna-XM_044907349.1_1
g6956.t1_1	rna-XM_044908653.1_1
g6957.t1_1	rna-XM_044906794.1_1
g6958.t2_1	rna-XM_044906766.1_1
g6959.t1_1	rna-XM_044906764.1_1
g6962.t1_1	rna-XM_044906856.1_1
g6963.t1_1	rna-XM_044907788.1_1
g6964.t1_1	rna-XM_044907791.1_1
g6965.t1_1	rna-XM_044907759.1_1
g6966.t1_1	rna-XM_044907610.1_1
g6967.t1_1	rna-XM_044899454.1_1
g6968.t1_1	rna-XM_044908292.1_1
g6969.t1_1	rna-XM_044908291.1_1
g6971.t1_1	rna-XM_044909001.1_1
g6972.t1_1	rna-XM_044892945.1_1
g6973.t1_1	rna-XM_044909439.1_1
g6974.t1_1	rna-XM_044907783.1_1
g6975.t1_1	rna-XM_044898180.1_1
g6976.t1_1	rna-XM_044888986.1_1
g6978.t1_1	rna-XM_044906661.1_1
g6980.t1_1	rna-XM_044908120.1_1
g6982.t1_1	rna-XM_044893354.1_1
g6983.t1_1	rna-XM_044906614.1_1
g6984.t1_1	rna-XM_044906716.1_1
g6987.t1_1	rna-XM_044907505.1_1
g6989.t1_1	rna-XM_044907138.1_1
g6990.t1_1	rna-XM_044908072.1_1
g6991.t1_1	rna-XM_044907685.1_1
g6992.t1_1	rna-XM_044907832.1_1
g6993.t1_1	rna-XM_044907393.1_1
g6994.t1_1	rna-XM_044903266.1_1
g6995.t1_1	rna-XM_044902921.1_1
g6996.t1_1	rna-XM_044909540.1_1
g6997.t1_1	rna-XM_044895667.1_1
g6999.t1_1	rna-XM_044902391.1_1
g7000.t2_1	rna-XM_044902388.1_1
g7001.t1_1	rna-XM_044903405.1_1
g7003.t1_1	rna-XM_044903028.1_1
g7004.t1_1	rna-XM_044904056.1_1
g7005.t2_1	rna-XM_044904050.1_1
g7006.t2_1	rna-XM_044903850.1_1
g7008.t1_1	rna-XM_044908166.1_1
g7009.t1_1	rna-XM_044907084.1_1
g7010.t1_1	rna-XM_044906702.1_1
g7011.t1_1	rna-XM_044907875.1_1
g7012.t1_1	rna-XM_044909697.1_1
g7025.t1_1	rna-XM_044890209.1_1
g7027.t2_1	rna-XM_044907144.1_1
g7028.t2_1	rna-XM_044907704.1_1
g7029.t1_1	rna-XM_044907630.1_1
g7031.t3_1	rna-XM_044907408.1_1
g7032.t1_1	rna-XM_044895945.1_1
g7033.t1_1	rna-XM_044896576.1_1
g7039.t1_1	rna-XM_044894665.1_1
g7041.t1_1	rna-XM_044896684.1_1
g7044.t1_1	rna-XM_044896632.1_1
g7045.t1_1	rna-XM_044904851.1_1
g7049.t1_1	rna-XM_044896752.1_1
g7052.t1_1	rna-XM_044902898.1_1
g7054.t1_1	rna-XM_044902404.1_1
g7057.t1_1	rna-XM_044903969.1_1
g7058.t1_1	rna-XM_044903305.1_1
g7063.t2_1	rna-XM_044903889.1_1
g7064.t1_1	rna-XM_044904749.1_1
g7071.t1_1	rna-XM_044902592.1_1
g7073.t1_1	rna-XM_044896012.1_1
g7080.t1_1	rna-XM_044902406.1_1
g7081.t1_1	rna-XM_044900291.1_1
g7087.t1_1	rna-XM_044904754.1_1
g7088.t1_1	rna-XM_044902575.1_1
g7091.t1_1	rna-XM_044902578.1_1
g7093.t1_1	rna-XM_044902591.1_1
g7094.t1_1	rna-XM_044902812.1_1
g7095.t1_1	rna-XM_044904731.1_1
g7096.t2_1	rna-XM_044897294.1_1
g7097.t1_1	rna-XM_044904490.1_1
g7098.t1_1	rna-XM_044904491.1_1
g7099.t1_1	rna-XM_044903068.1_1
g7100.t1_1	rna-XM_044899228.1_1
g7102.t1_1	rna-XM_044902624.1_1
g7103.t1_1	rna-XM_044892801.1_1
g7104.t1_1	rna-XM_044902808.1_1
g7105.t1_1	rna-XM_044902508.1_1
g7106.t1_1	rna-XM_044890646.1_1
g7107.t2_1	rna-XM_044906738.1_1
g7108.t2_1	rna-XM_044907256.1_1
g7110.t1_1	rna-XM_044908204.1_1
g7114.t2_1	rna-XM_044903894.1_1
g7115.t1_1	rna-XM_044903888.1_1
g7116.t1_1	rna-XM_044904109.1_1
g7117.t1_1	rna-XM_044903798.1_1
g7118.t1_1	rna-XM_044904106.1_1
g7121.t1_1	rna-XM_044902910.1_1
g7122.t1_1	rna-XM_044893186.1_1
g7123.t2_1	rna-XM_044903309.1_1
g7124.t1_1	rna-XM_044902824.1_1
g7125.t1_1	rna-XM_044902462.1_1
g7126.t1_1	rna-XM_044902673.1_1
g7127.t1_1	rna-XM_044903308.1_1
g7128.t1_1	rna-XM_044904596.1_1
g7129.t1_1	rna-XM_044904748.1_1
g7130.t1_1	rna-XM_044902817.1_1
g7132.t1_1	rna-XM_044902815.1_1
g7136.t1_1	rna-XM_044903261.1_1
g7137.t1_1	rna-XM_044903096.1_1
g7140.t1_1	rna-XM_044901206.1_1
g7141.t1_1	rna-XM_044896481.1_1
g7142.t1_1	rna-XM_044911093.1_1
g7143.t1_1	rna-XM_044899012.1_1
g7144.t1_1	rna-XM_044902413.1_1
g7146.t1_1	rna-XM_044904171.1_1
g7147.t1_1	rna-XM_044903452.1_1
g7148.t1_1	rna-XM_044902622.1_1
g7149.t1_1	rna-XM_044906992.1_1
g7150.t1_1	rna-XM_044907142.1_1
g7152.t1_1	rna-XM_044901562.1_1
g7711.t1_1	rna-XM_044902678.1_1
g7713.t1_1	rna-XM_044903231.1_1
g7714.t1_1	rna-XM_044904086.1_1
g7715.t1_1	rna-XM_044902620.1_1
g7716.t1_1	rna-XM_044904768.1_1
g7717.t2_1	rna-XM_044903381.1_1
g7718.t1_1	rna-XM_044903440.1_1
g7719.t1_1	rna-XM_044905778.1_1
g7720.t1_1	rna-XM_044892828.1_1
g7721.t2_1	rna-XM_044896914.1_1
g7722.t1_1	rna-XM_044910993.1_1
g7723.t2_1	rna-XM_044894566.1_1
g7724.t1_1	rna-XM_044904884.1_1
g7725.t5_1	rna-XM_044908233.1_1
g7726.t2_1	rna-XM_044894560.1_1
g7727.t1_1	rna-XM_044896657.1_1
g7728.t1_1	rna-XM_044910859.1_1
g7729.t1_1	rna-XM_044895212.1_1
g7730.t1_1	rna-XM_044910638.1_1
g7731.t2_1	rna-XM_044910489.1_1
g7732.t1_1	rna-XM_044891388.1_1
g7733.t1_1	rna-XM_044903646.1_1
g7734.t1_1	rna-XM_044889458.1_1
g7735.t1_1	rna-XM_044889484.1_1
g7737.t3_1	rna-XM_044903880.1_1
g7738.t1_1	rna-XM_044895187.1_1
g7739.t1_1	rna-XM_044906084.1_1
g7740.t1_1	rna-XM_044902595.1_1
g7741.t1_1	rna-XM_044891853.1_1
g7742.t1_1	rna-XM_044892102.1_1
g7744.t1_1	rna-XM_044897855.1_1
g7745.t1_1	rna-XM_044890283.1_1
g7746.t1_1	rna-XM_044910908.1_1
g7747.t1_1	rna-XM_044910933.1_1
g7748.t1_1	rna-XM_044907867.1_1
g7750.t1_1	rna-XM_044888759.1_1
g7751.t1_1	rna-XM_044889085.1_1
g7752.t1_1	rna-XM_044894835.1_1
g7753.t1_1	rna-XM_044907213.1_1
g7755.t1_1	rna-XM_044893707.1_1
g7758.t1_1	rna-XM_044908887.1_1
g7760.t1_1	rna-XM_044900888.1_1
g7762.t2_1	rna-XM_044904520.1_1
g7766.t1_1	rna-XM_044898278.1_1
g7767.t2_1	rna-XM_044902763.1_1
g7768.t1_1	rna-XM_044903754.1_1
g7769.t1_1	rna-XM_044903114.1_1
g7770.t2_1	rna-XM_044903325.1_1
g7771.t1_1	rna-XM_044903904.1_1
g7772.t1_1	rna-XM_044902796.1_1
g7773.t1_1	rna-XM_044902795.1_1
g7774.t3_1	rna-XM_044904716.1_1
g7775.t1_1	rna-XM_044902486.1_1
g7781.t1_1	rna-XM_044894554.1_1
g7782.t2_1	rna-XM_044888964.1_1
g7783.t1_1	rna-XM_044896433.1_1
g7785.t1_1	rna-XM_044894404.1_1
g7787.t1_1	rna-XM_044894778.1_1
g7788.t1_1	rna-XM_044896130.1_1
g7790.t1_1	rna-XM_044899815.1_1
g7792.t1_1	rna-XM_044899007.1_1
g7793.t1_1	rna-XM_044898488.1_1
g7794.t1_1	rna-XM_044897865.1_1
g7795.t1_1	rna-XM_044898773.1_1
g7796.t1_1	rna-XM_044899192.1_1
g7797.t1_1	rna-XM_044899429.1_1
g7798.t1_1	rna-XM_044896354.1_1
g7799.t1_1	rna-XM_044897862.1_1
g7806.t1_1	rna-XM_044897793.1_1
g7807.t1_1	rna-XM_044898169.1_1
g7808.t1_1	rna-XM_044899008.1_1
g7812.t1_1	rna-XM_044898582.1_1
g7813.t1_1	rna-XM_044899200.1_1
g7816.t1_1	rna-XM_044902394.1_1
g7817.t1_1	rna-XM_044903750.1_1
g7818.t1_1	rna-XM_044903508.1_1
g7819.t1_1	rna-XM_044902822.1_1
g7820.t1_1	rna-XM_044903955.1_1
g7821.t1_1	rna-XM_044902217.1_1
g7822.t2_1	rna-XM_044899372.1_1
g7823.t1_1	rna-XM_044898745.1_1
g7829.t1_1	rna-XM_044892283.1_1
g7830.t2_1	rna-XM_044892291.1_1
g7831.t1_1	rna-XM_044911256.1_1
g7832.t2_1	rna-XM_044895979.1_1
g7833.t2_1	rna-XM_044896206.1_1
g7836.t1_1	rna-XM_044894589.1_1
g7837.t1_1	rna-XM_044902238.1_1
g7844.t1_1	rna-XM_044896716.1_1
g7847.t1_1	rna-XM_044902226.1_1
g7849.t1_1	rna-XM_044903692.1_1
g7850.t1_1	rna-XM_044903693.1_1
g7851.t1_1	rna-XM_044902368.1_1
g7853.t3_1	rna-XM_044902625.1_1
g7854.t1_1	rna-XM_044902628.1_1
g7856.t1_1	rna-XM_044903918.1_1
g7858.t1_1	rna-XM_044904068.1_1
g7859.t1_1	rna-XM_044903337.1_1
g7860.t1_1	rna-XM_044903013.1_1
g7861.t1_1	rna-XM_044903279.1_1
g7877.t1_1	rna-XM_044891561.1_1
g7878.t1_1	rna-XM_044910845.1_1
g7879.t1_1	rna-XM_044910844.1_1
g7881.t1_1	rna-XM_044898711.1_1
g7883.t1_1	rna-XM_044892106.1_1
g7884.t1_1	rna-XM_044892064.1_1
g7885.t1_1	rna-XM_044897671.1_1
g7886.t1_1	rna-XM_044901825.1_1
g7888.t3_1	rna-XM_044903513.1_1
g7889.t1_1	rna-XM_044903519.1_1
g7890.t1_1	rna-XM_044902458.1_1
g7891.t1_1	rna-XM_044902740.1_1
g7892.t1_1	rna-XM_044904062.1_1
g7893.t1_1	rna-XM_044904584.1_1
g7896.t1_1	rna-XM_044903123.1_1
g7897.t1_1	rna-XM_044900694.1_1
g7898.t1_1	rna-XM_044901076.1_1
g7900.t1_1	rna-XM_044904166.1_1
g7901.t2_1	rna-XM_044904159.1_1
g7902.t1_1	rna-XM_044904077.1_1
g7903.t1_1	rna-XM_044890116.1_1
g7905.t1_1	rna-XM_044891101.1_1
g7914.t2_1	rna-XM_044900493.1_1
g7915.t1_1	rna-XM_044902621.1_1
g7917.t1_1	rna-XM_044905058.1_1
g7920.t2_1	rna-XM_044896446.1_1
g7921.t1_1	rna-XM_044902833.1_1
g7922.t1_1	rna-XM_044903541.1_1
g7923.t1_1	rna-XM_044900403.1_1
g7924.t1_1	rna-XM_044904419.1_1
g7925.t1_1	rna-XM_044892111.1_1
g7931.t1_1	rna-XM_044893577.1_1
g7932.t1_1	rna-XM_044893515.1_1
g7933.t1_1	rna-XM_044905886.1_1
g7936.t1_1	rna-XM_044907492.1_1
g7938.t1_1	rna-XM_044900223.1_1
g7939.t1_1	rna-XM_044891482.1_1
g7940.t2_1	rna-XM_044906496.1_1
g7941.t1_1	rna-XM_044905362.1_1
g7942.t1_1	rna-XM_044899901.1_1
g7944.t2_1	rna-XM_044906393.1_1
g7945.t1_1	rna-XM_044898308.1_1
g7946.t2_1	rna-XM_044890463.1_1
g7947.t1_1	rna-XM_044906464.1_1
g7952.t1_1	rna-XM_044905746.1_1
g7953.t1_1	rna-XM_044905307.1_1
g7954.t2_1	rna-XM_044905263.1_1
g7955.t1_1	rna-XM_044897171.1_1
g7958.t2_1	rna-XM_044910276.1_1
g7960.t1_1	rna-XM_044889712.1_1
g7961.t1_1	rna-XM_044902229.1_1
g7966.t1_1	rna-XM_044904979.1_1
g7967.t1_1	rna-XM_044905545.1_1
g7968.t1_1	rna-XM_044904779.1_1
g7970.t1_1	rna-XM_044909969.1_1
g7971.t1_1	rna-XM_044908627.1_1
g7972.t1_1	rna-XM_044892297.1_1
g7973.t1_1	rna-XM_044895891.1_1
g7974.t2_1	rna-XM_044894039.1_1
g7976.t1_1	rna-XM_044901613.1_1
g7977.t1_1	rna-XM_044898700.1_1
g7978.t1_1	rna-XM_044903291.1_1
g7979.t3_1	rna-XM_044900638.1_1
g7980.t1_1	rna-XM_044898382.1_1
g7981.t2_1	rna-XM_044902660.1_1
g7982.t1_1	rna-XM_044902658.1_1
g7983.t1_1	rna-XM_044900663.1_1
g7985.t1_1	rna-XM_044899719.1_1
g7988.t1_1	rna-XM_044905061.1_1
g7991.t1_1	rna-XM_044905016.1_1
g7993.t2_1	rna-XM_044905321.1_1
g7994.t1_1	rna-XM_044905063.1_1
g7995.t3_1	rna-XM_044906565.1_1
g7996.t1_1	rna-XM_044905059.1_1
g7997.t2_1	rna-XM_044903121.1_1
g7998.t1_1	rna-XM_044890802.1_1
g7999.t1_1	rna-XM_044898584.1_1
g8000.t1_1	rna-XM_044899010.1_1
g8001.t1_1	rna-XM_044898562.1_1
g8002.t1_1	rna-XM_044898216.1_1
g8003.t2_1	rna-XM_044897323.1_1
g8004.t1_1	rna-XM_044898549.1_1
g8005.t1_1	rna-XM_044898197.1_1
g8007.t1_1	rna-XM_044897840.1_1
g8008.t1_1	rna-XM_044897837.1_1
g8011.t1_1	rna-XM_044897444.1_1
g8012.t1_1	rna-XM_044903429.1_1
g8013.t1_1	rna-XM_044898620.1_1
g8014.t1_1	rna-XM_044894837.1_1
g8015.t2_1	rna-XM_044898409.1_1
g8016.t1_1	rna-XM_044897955.1_1
g8017.t1_1	rna-XM_044897482.1_1
g8018.t1_1	rna-XM_044901089.1_1
g8019.t1_1	rna-XM_044897481.1_1
g8020.t1_1	rna-XM_044899407.1_1
g8023.t1_1	rna-XM_044898702.1_1
g8024.t1_1	rna-XM_044898701.1_1
g8025.t1_1	rna-XM_044903293.1_1
g8026.t1_1	rna-XM_044906933.1_1
g8027.t1_1	rna-XM_044895623.1_1
g8029.t1_1	rna-XM_044894388.1_1
g8030.t1_1	rna-XM_044907434.1_1
g8031.t1_1	rna-XM_044895754.1_1
g8032.t1_1	rna-XM_044895818.1_1
g8033.t1_1	rna-XM_044895769.1_1
g8034.t1_1	rna-XM_044893487.1_1
g8035.t2_1	rna-XM_044907477.1_1
g8037.t1_1	rna-XM_044910807.1_1
g8038.t1_1	rna-XM_044889276.1_1
g8040.t1_1	rna-XM_044900447.1_1
g8042.t1_1	rna-XM_044905686.1_1
g8043.t1_1	rna-XM_044892716.1_1
g8044.t1_1	rna-XM_044900780.1_1
g8045.t1_1	rna-XM_044894590.1_1
g8046.t1_1	rna-XM_044895604.1_1
g8047.t1_1	rna-XM_044895603.1_1
g8048.t1_1	rna-XM_044895644.1_1
g8049.t1_1	rna-XM_044899294.1_1
g8050.t2_1	rna-XM_044896827.1_1
g8052.t1_1	rna-XM_044894724.1_1
g8053.t1_1	rna-XM_044897112.1_1
g8054.t1_1	rna-XM_044896654.1_1
g8055.t1_1	rna-XM_044906182.1_1
g8056.t1_1	rna-XM_044906005.1_1
g8057.t1_1	rna-XM_044894664.1_1
g8058.t1_1	rna-XM_044893017.1_1
g8060.t1_1	rna-XM_044893671.1_1
g8061.t1_1	rna-XM_044892176.1_1
g8062.t1_1	rna-XM_044893531.1_1
g8063.t1_1	rna-XM_044902169.1_1
g8064.t1_1	rna-XM_044893953.1_1
g8065.t1_1	rna-XM_044894035.1_1
g8066.t1_1	rna-XM_044893594.1_1
g8067.t1_1	rna-XM_044893999.1_1
g8069.t1_1	rna-XM_044894064.1_1
g8070.t2_1	rna-XM_044893376.1_1
g8072.t1_1	rna-XM_044893636.1_1
g8073.t1_1	rna-XM_044893117.1_1
g8075.t1_1	rna-XM_044893997.1_1
g8076.t1_1	rna-XM_044904147.1_1
g8079.t1_1	rna-XM_044902467.1_1
g8080.t1_1	rna-XM_044896725.1_1
g8081.t2_1	rna-XM_044891443.1_1
g8083.t1_1	rna-XM_044896724.1_1
g8084.t1_1	rna-XM_044895086.1_1
g8085.t1_1	rna-XM_044909561.1_1
g8086.t1_1	rna-XM_044902241.1_1
g8088.t1_1	rna-XM_044903601.1_1
g8089.t1_1	rna-XM_044903602.1_1
g8090.t11_1	rna-XM_044903219.1_1
g8092.t1_1	rna-XM_044893177.1_1
g8093.t1_1	rna-XM_044900872.1_1
g8094.t1_1	rna-XM_044908309.1_1
g8097.t1_1	rna-XM_044895286.1_1
g8098.t1_1	rna-XM_044896326.1_1
g8099.t1_1	rna-XM_044896917.1_1
g8100.t1_1	rna-XM_044896857.1_1
g8101.t1_1	rna-XM_044904124.1_1
g8104.t2_1	rna-XM_044897026.1_1
g8106.t1_1	rna-XM_044895719.1_1
g8107.t1_1	rna-XM_044896405.1_1
g8108.t1_1	rna-XM_044906510.1_1
g8109.t1_1	rna-XM_044891851.1_1
g8110.t1_1	rna-XM_044893063.1_1
g8113.t1_1	rna-XM_044891970.1_1
g8114.t1_1	rna-XM_044891967.1_1
g8117.t1_1	rna-XM_044892394.1_1
g8118.t1_1	rna-XM_044893291.1_1
g8119.t1_1	rna-XM_044890204.1_1
g8120.t1_1	rna-XM_044892194.1_1
g8121.t1_1	rna-XM_044892163.1_1
g8122.t1_1	rna-XM_044902805.1_1
g8123.t1_1	rna-XM_044902466.1_1
g8124.t2_1	rna-XM_044903340.1_1
g8125.t2_1	rna-XM_044902771.1_1
g8126.t1_1	rna-XM_044903642.1_1
g8127.t2_1	rna-XM_044899949.1_1
g8128.t1_1	rna-XM_044908685.1_1
g8129.t1_1	rna-XM_044911255.1_1
g8130.t1_1	rna-XM_044892938.1_1
g8131.t1_1	rna-XM_044898293.1_1
g8132.t1_1	rna-XM_044903720.1_1
g8133.t1_1	rna-XM_044905385.1_1
g8136.t1_1	rna-XM_044910966.1_1
g8138.t1_1	rna-XM_044901836.1_1
g8146.t1_1	rna-XM_044910550.1_1
g8147.t1_1	rna-XM_044894450.1_1
g8148.t1_1	rna-XM_044910609.1_1
g8149.t1_1	rna-XM_044910601.1_1
g8150.t2_1	rna-XM_044910597.1_1
g8151.t1_1	rna-XM_044895995.1_1
g8152.t2_1	rna-XM_044911167.1_1
g8154.t1_1	rna-XM_044907892.1_1
g8155.t2_1	rna-XM_044898362.1_1
g8156.t1_1	rna-XM_044889121.1_1
g8157.t1_1	rna-XM_044911224.1_1
g8159.t1_1	rna-XM_044899444.1_1
g8160.t1_1	rna-XM_044901890.1_1
g8163.t1_1	rna-XM_044905216.1_1
g8165.t1_1	rna-XM_044911161.1_1
g8167.t1_1	rna-XM_044897224.1_1
g8168.t1_1	rna-XM_044891055.1_1
g8169.t1_1	rna-XM_044888966.1_1
g8170.t1_1	rna-XM_044889112.1_1
g8171.t1_1	rna-XM_044905386.1_1
g8172.t1_1	rna-XM_044905367.1_1
g8173.t1_1	rna-XM_044905073.1_1
g8174.t2_1	rna-XM_044905365.1_1
g8175.t1_1	rna-XM_044906080.1_1
g8176.t1_1	rna-XM_044891900.1_1
g8177.t1_1	rna-XM_044890313.1_1
g8178.t1_1	rna-XM_044890620.1_1
g8179.t1_1	rna-XM_044908912.1_1
g8189.t3_1	rna-XM_044911128.1_1
g8190.t1_1	rna-XM_044892361.1_1
g8191.t1_1	rna-XM_044894211.1_1
g8192.t1_1	rna-XM_044910838.1_1
g8193.t1_1	rna-XM_044891877.1_1
g8194.t1_1	rna-XM_044898283.1_1
g8195.t1_1	rna-XM_044905187.1_1
g8199.t1_1	rna-XM_044907593.1_1
g8200.t1_1	rna-XM_044908703.1_1
g8201.t1_1	rna-XM_044910892.1_1
g8202.t1_1	rna-XM_044902843.1_1
g8203.t1_1	rna-XM_044910948.1_1
g8204.t1_1	rna-XM_044909131.1_1
g8205.t1_1	rna-XM_044903871.1_1
g8206.t1_1	rna-XM_044902493.1_1
g8207.t1_1	rna-XM_044903497.1_1
g8208.t1_1	rna-XM_044903498.1_1
g8210.t2_1	rna-XM_044904525.1_1
g8211.t1_1	rna-XM_044903372.1_1
g8212.t1_1	rna-XM_044904055.1_1
g8213.t1_1	rna-XM_044904058.1_1
g8214.t1_1	rna-XM_044909408.1_1
g8216.t1_1	rna-XM_044902641.1_1
g8217.t1_1	rna-XM_044903559.1_1
g8218.t1_1	rna-XM_044903940.1_1
g8221.t1_1	rna-XM_044902460.1_1
g8222.t2_1	rna-XM_044907104.1_1
g8223.t1_1	rna-XM_044898579.1_1
g8224.t1_1	rna-XM_044902702.1_1
g8227.t1_1	rna-XM_044902697.1_1
g8229.t1_1	rna-XM_044909413.1_1
g8230.t2_1	rna-XM_044907419.1_1
g8231.t4_1	rna-XM_044907081.1_1
g8232.t1_1	rna-XM_044903598.1_1
g8233.t1_1	rna-XM_044892188.1_1
g8236.t1_1	rna-XM_044905203.1_1
g8237.t1_1	rna-XM_044906044.1_1
g8238.t1_1	rna-XM_044906351.1_1
g8239.t2_1	rna-XM_044910066.1_1
g8240.t2_1	rna-XM_044904589.1_1
g8243.t1_1	rna-XM_044907033.1_1
g8244.t1_1	rna-XM_044906547.1_1
g8245.t1_1	rna-XM_044903516.1_1
g8246.t1_1	rna-XM_044893776.1_1
g8248.t1_1	rna-XM_044891019.1_1
g8249.t1_1	rna-XM_044893005.1_1
