ortholog_number	focal_transcript	LFC_abdomen	FDR_pval_abdomen	LFC_head+thorax	FDR_pval_head+thorax	level_most_dist_ortholog	chromosome	C_chinensis_dNdS	C_chinensis_dS	C_chinensis_dN	C_chinensis_positive_selection	B_siliquastri_dNdS	B_siliquastri_dS	B_siliquastri_dN	B_siliquastri_positive_selection	A_obtectus_dNdS	A_obtectus_dS	A_obtectus_dN	A_obtectus_positive_selection
7597	g9383.t1	1.17183402696424	0.0001803849330921	0.661939480801425	0.0589500837846348	2	0	0.5891725859090037	0.5209	0.3069	True	0.431129476584022	0.726	0.313	True				
2720	g8135.t1	-1.18432192869706	0.0373946192273549	0.0399614931449761	0.950885928701542	4	0	0.032258064516129	0.2573	0.0083	False	0.0863662622761409	0.6924	0.0598	True				
7146	g4752.t1	-2.0837962055189	4.45550200948273e-07	-0.958743874883121	0.0472331689553806	5	0	0.0756199361649889	0.4073	0.0308	False	0.1718959833964106	0.8191	0.1408	False	0.1459673865138827	1.1345	0.1656	False
7905	g14070.t1	0.885521295492913	1.47662353983617e-08	0.423905062378871	0.0342440399968906	5	0	0.0425981873111782	0.331	0.0141	False	0.0536638945551545	0.6373	0.0342	False	0.0267923877421951	1.7393	0.0466	False
5230	g6481.t1	-0.306893879856002	0.0001678062981845	-0.325053578486917	0.0003032639912681	5	0	0.0597353497164461	0.2645	0.0158	False	0.0736773350751143	0.7655	0.0564	False	0.061284127911831	1.1977	0.0734	False
896	g370.t1	2.10969028587952	2.36046765680402e-59	0.530132846451583	0.0001503486472365	3	0					0.4520260829063809	0.8588	0.3882	True	0.3914747672709456	1.2246	0.4794	True
8482	g5288.t2	-1.44812127312481	4.226982241836461e-09	-0.739769792697005	0.0116498953807486	5	0	0.1457478005865102	0.341	0.0497	False	0.0792174163230075	1.0427	0.0826	False	0.1519577377252952	0.9654	0.1467	False
404	g1268.t1	0.39950258063743	0.0001082867103525	-0.0815244129489938	0.527160963899631	5	0	0.1945019213715637	0.3383	0.0658	False	0.2234194612424409	0.9095	0.2032	False	0.0732755371277798	1.3265	0.0972	False
8053	g13885.t1	-1.37551999569586	3.63495336324706e-12	-0.42419365006601	0.0512046597228208	5	0	0.0818202196816857	0.4461	0.0365	False	0.1746008058498731	0.6701	0.117	False	0.1115842446530533	1.0333	0.1153	False
8810	g14531.t1	-1.41604420349428	6.6137951533621e-07	-0.321157905420718	0.332960362537897	4	0	0.0991462407050399	0.3631	0.036	False	0.1185710314150681	0.7194	0.0853	False	0.0990407375109007	0.8027	0.0795	False
2048	g11401.t1	-0.893615259808739	5.84821668881409e-11	-0.461761677301283	0.0030872214893859	5	0	0.0414106939704209	0.4395	0.0182	False	0.0283248506306705	0.9038	0.0256	False	0.0180666790836282	1.6107	0.0291	False
5558	g6306.t1	0.556331449467361	0.0120089019698231	-0.0277077761349345	0.931340530502504	5	0	0.0897496457250826	0.2117	0.019	False	0.0510204081632653	0.6272	0.032	False	0.0781948632629718	0.9617	0.0752	False
8016	g2277.t1	0.838044561575309	2.79840403903592e-06	0.236816463645368	0.26647166835123	5	0	0.0603737422137038	0.4174	0.0252	False	0.0629651682048228	0.6718	0.0423	False	0.0576292042657916	0.9752	0.0562	False
5189	g6427.t1	0.0590141007334893	0.527059995472418	-0.26554024498375	0.0096082984780314	5	0					0.0446623093681917	0.5508	0.0246	False	0.0703635449824091	0.5969	0.042	False
441	g926.t1	0.782525411256542	1.74090615177363e-05	0.070425579922943	0.781867422585897	5	0	0.5652229790515358	0.7781	0.4398	True	0.1483456385015039	0.7314	0.1085	False	0.122474634102541	1.1137	0.1364	False
8855	g9640.t1	0.806524169871202	0.0041885743985178	1.1245982725273	0.0002274647410714	5	0					0.0777911164465786	0.833	0.0648	False	0.0662048490846115	1.0105	0.0669	False
2499	g9142.t1	0.247849059852046	0.721112001173042	1.22517087218908	0.175010209115873	4	0					0.1241964285714285	1.12	0.1391	True				
9053	g14702.t1	-12.1240960524311	2.69337449185976e-119	0.030472645299824	0.964133350300232	3	0	0.4174383644016837	0.8315	0.3471	False	0.1848565031548951	2.4565	0.4541	False	0.2255915559977505	2.3117	0.5215	False
4189	g13227.t1	-0.742800945681378	0.0001934803668378	0.329503318128733	0.134363060480608	5	0					0.0792346045007411	0.7421	0.0588	False	0.0648467179079424	1.1319	0.0734	False
9016	g5449.t3	-0.890155281180977	0.0005147985352476	-0.256033225400718	0.429066915083758	5	0	0.0503313125616805	0.7093	0.0357	False	0.1062094650998523	1.5573	0.1654	True	0.0932977913175933	1.8382	0.1715	False
3499	g7647.t1	0.857710676546329	2.0338375182876701e-25	0.271458413874905	0.0040131379079047	5	0	0.0415275459098497	0.4792	0.0199	False	0.0861757517798321	0.9411	0.0811	False	0.0634390651085141	1.3178	0.0836	False
3048	g8345.t1	-0.591175964974601	0.0001368365800935	0.0011841595968553	0.998325824727449	5	0	0.0327421555252387	0.5864	0.0192	False	0.0410081161896625	0.9364	0.0384	False	0.0329792294276201	1.2614	0.0416	False
4558	g9454.t1	-1.01554615059113	1.0993692196981802e-25	0.158240712552069	0.194764374518891	3	0	0.1442129629629629	0.432	0.0623	True	0.0961752279297309	0.8994	0.0865	False	0.0880687008953042	1.0946	0.0964	False
4174	g13210.t1	1.47999269032914	7.55116131236455e-18	0.230841840410718	0.27523689880033	5	0	0.1150466045272969	0.3755	0.0432	False	0.0631760644418872	0.869	0.0549	False	0.0876676480209355	0.9171	0.0804	False
1712	g11231.t1	-0.122911211322601	0.264291633013609	-0.217696949837857	0.0876138236189178	5	0	0.0171883016931759	0.3898	0.0067	False	0.0320363164721141	0.771	0.0247	False	0.02992065768091	1.0461	0.0313	False
4937	g7009.t1	0.210523181668755	0.107385946388613	0.220619274169719	0.122690441345527	5	0	0.1016559337626495	0.4348	0.0442	False	0.1142857142857142	0.8645	0.0988	False	0.1095280498664292	0.8984	0.0984	False
3464	g4898.t1	1.1409308814026	1.54234608762707e-13	0.249623822283462	0.175250936797126	5	0					0.0200869434867336	0.6671	0.0134	True	0.0199019753453141	0.6733	0.0134	False
6202	g10067.t1	0.706885589680893	1.99471432391359e-13	-0.157978375860908	0.162330669107787	5	0	0.0	0.1117	0.0	False	0.0045696877380045	0.5252	0.0024	False	0.0	0.6525	0.0	False
6696	g2254.t1	-2.35009056956282	2.14811897971108e-57	-1.01022439103992	8.20858557026113e-07	3	0					0.0646063053269141	0.6439	0.0416	False	0.0382721116355427	0.9746	0.0373	False
1386	g11690.t1	0.611213658591743	0.0139662003318718	0.0547730866096276	0.875159119255471	5	0	0.0078247261345852	0.3195	0.0025	False	0.0018936635105608	0.6865	0.0013	False	0.0093091621754042	1.2246	0.0114	False
1757	g10948.t1	1.65530274907652	1.4054812409803499e-36	0.193152684612186	0.218533088580503	5	0	0.0453707968678028	0.4342	0.0197	False	0.0867358708189158	0.867	0.0752	False	0.0656535473405617	1.1713	0.0769	False
4131	g13591.t1		1.0		1.0	5	0	0.0725961538461538	0.208	0.0151	False	0.050636843740292	0.6438	0.0326	False	0.0080836899667142	0.6309	0.0051	False
6247	g10061.t1	-9.09222006942349	8.90596978137294e-05	-6.95672748027925	0.0046507528160921	3	0					0.1917688266199649	0.7994	0.1533	False	0.2124988872073355	1.1233	0.2387	False
3421	g12864.t1	-1.25023427177556	2.33910917083683e-37	0.0761991502655039	0.539270332821793	5	0					0.0644534698922832	0.5663	0.0365	False	0.0410641527522569	1.2517	0.0514	False
4972	g5856.t1	7.17936693103611	4.6134089408285195e-12	2.446309982368	0.0085786596786621	3	0	0.0304062271953296	0.4111	0.0125	False	0.1454144188327611	0.8156	0.1186	False	0.0730411686586985	1.4307	0.1045	False
5174	g6409.t2	0.082313681919136	0.492874762139855	-0.292131812553899	0.0179892345970472	5	0	0.0590879897238278	0.3114	0.0184	False	0.0701229644400133	0.6018	0.0422	False	0.0589010543390105	0.9864	0.0581	False
7202	g4083.t1	-0.8332955797414	0.0892564537929418	-1.55479935816618	0.0082201177909089	3	0	0.4068295554901383	0.3397	0.1382	True	0.1712528326319197	0.6178	0.1058	False	0.2634437321937322	1.1232	0.2959	True
2464	g9245.t1	0.889324832161355	5.32936988963046e-08	0.192302260457771	0.411557341063471	4	0	0.0348931566134703	0.3697	0.0129	False	0.082535719239839	0.7209	0.0595	False	0.0558421459891668	0.7754	0.0433	False
5937	g10229.t1	-11.3827574410624	6.72244566756855e-08	-5.52649643049306	0.0025066985521625	3	0	0.0844133099824868	0.571	0.0482	False	0.0970481196926809	0.4946	0.048	False	0.0893558858704937	1.1706	0.1046	False
5131	g6253.t1	-4.26551938275809	4.833153458776941e-09	-0.759565117516599	0.0576330092137518	4	0	0.0195888285492629	0.5156	0.0101	False	0.0540283232178983	0.8403	0.0454	False	0.0572969672297985	0.9826	0.0563	False
5972	g10919.t1	-3.4613320212863	6.94072243720522e-41	-0.999413032687582	2.88724314967765e-05	5	0	0.1238485158648925	0.6839	0.0847	True	0.0114942528735632	0.9483	0.0109	False	0.0023425299323269	1.1526	0.0027	False
2421	g7167.t2	6.261937517086	2.85235655911851e-56	3.48438769788588	2.9463360999229602e-21	4	0					0.0642514516536228	0.7922	0.0509	False	0.0721350784294135	1.0009	0.0722	False
7247	g4315.t1	3.81115022601524	1.87762983695099e-49	3.21518359416818	1.27640376696238e-29	5	0					0.154841492344188	0.9274	0.1436	False	0.1044212549773445	1.4566	0.1521	False
7696	g7326.t2	-1.95159641122737	1.63278266712459e-22	-0.433166691923668	0.0141844743653567	5	0					0.2224942396313364	0.6944	0.1545	True	0.0057161003493172	0.6298	0.0036	False
8352	g2324.t1	0.178982438279137	0.0397477531320527	-0.0597156820684453	0.600373576326146	5	0	0.0401384083044982	0.289	0.0116	False	0.0175644028103044	1.1956	0.021	False	0.0643494598403006	0.8516	0.0548	False
705	g680.t1	1.00928341145815	7.96859881858845e-27	-0.0426502464462697	0.744316463136533	5	0					0.0593047034764826	0.5868	0.0348	False	0.0644668858619069	0.8516	0.0549	False
8783	g14568.t1	9.87753668435453	9.57825428577541e-306	-1.56980027910477	0.0772691570398255	3	0					0.345482245400211	0.8533	0.2948	False	0.3090955806783145	1.1676	0.3609	False
31	g1206.t1	0.575511910035985	0.115239081896335	-0.983050453083922	2.79974128457952e-05	5	0	0.0175029171528588	0.3428	0.006	False	0.0129195337733464	0.7121	0.0092	False	0.0097714186005932	1.1462	0.0112	False
2798	g7967.t1	-11.9349911517156	1.78947444903315e-13	-6.18819881034463	0.0004030384538254	4	0	0.1513786267795999	0.5549	0.084	False	0.1489687292082501	1.503	0.2239	False	0.0842541436464088	1.3032	0.1098	False
740	g1047.t1	-1.95602845289494	5.59475827366064e-27	-0.915134823212984	2.03266314045246e-06	4	0	0.0084724644904061	0.4013	0.0034	False	0.023742846706441	0.8213	0.0195	False	0.0146388034369364	0.9427	0.0138	False
5288	g6563.t1	-10.2162945230663	8.4427549800224e-09	-4.02032765756479	0.0079707742000307	2	0					0.0831768474538827	0.9053	0.0753	True				
8317	g5465.t1	2.84136872548948	2.6538389298702097e-12	1.2029497421773	0.0253938620854704	4	0					0.3575563493041015	0.8119	0.2903	True	0.3311627906976744	0.9675	0.3204	True
391	g1283.t1		1.0		1.0	5	0	0.0744336569579288	0.309	0.023	False	0.0784591600103066	0.7762	0.0609	False	0.1329240624582944	0.7493	0.0996	False
5659	g10786.t1	1.45744935982482	1.4543054479482801e-10	-0.834505849727671	0.000171042268104	5	0					0.0629598189020939	0.7068	0.0445	False	0.0418220132922677	1.2338	0.0516	False
2349	g9209.t1	5.94135085706682	1.4357379516406902e-61	5.22425908114326	6.14765847221782e-39	5	0	0.1164543333931455	0.5573	0.0649	False	0.1165576416617109	1.1771	0.1372	False	0.0482779683315322	4.2566	0.2055	False
74	g1117.t1	0.322926973434744	0.0626160890753156	-0.0995891534140756	0.663531946949103	5	0	0.0438230383973288	0.2396	0.0105	False	0.0348721355031551	0.3011	0.0105	False				
1839	g10959.t1		1.0		1.0	4	0	0.2078333333333333	3.0	0.6235	False	0.2081666666666667	3.0	0.6245	False				
4659	g5776.t1	1.32952487488742	2.0147328486480098e-33	0.447089066937802	0.0001831131813546	5	0	0.2565915170042033	0.5234	0.1343	False	0.1015962252785864	0.9961	0.1012	False	0.133800350262697	1.142	0.1528	False
3349	g8291.t1	-0.297602099268243	0.0001368365800935	-0.494705508953753	8.506022076503e-10	5	0	0.1450676982591876	0.4653	0.0675	True	0.0287373436569386	0.6716	0.0193	False	0.0285983658076681	0.9546	0.0273	False
3798	g11122.t1	-2.0995103437975	1.2960967716024801e-15	-0.159936683937066	0.593007996658793	5	0	0.1699177438307873	0.4255	0.0723	False	0.1863901651558425	0.8053	0.1501	False	0.1622386940951111	1.2007	0.1948	False
4288	g13408.t1	-0.318056958432706	0.109473570987693	1.62586666196564	2.7637180331484e-09	4	0	0.1772051009564293	0.3764	0.0667	False	0.0974242785595039	0.8386	0.0817	False	0.163140616450848	1.0966	0.1789	False
933	g269.t1	1.8073081905219	4.24841424890065e-38	0.382485881328778	0.0162966013014462	5	0	0.1527904849039341	0.4372	0.0668	False	0.0666056305790798	0.8738	0.0582	False	0.0576636640896517	1.4099	0.0813	False
170	g859.t1	-0.806511593048347	8.24417884849783e-07	-0.496972208467649	0.0053670487885906	5	0	0.041444866920152	0.263	0.0109	False	0.0096039994737534	0.7601	0.0073	False	0.0166073546856465	1.0959	0.0182	False
8527	g2045.t1	-2.0020975155083	8.59391976594805e-10	-0.74562729290918	0.0299904910978717	5	0	0.1180996988959518	0.5978	0.0706	False	0.0557409467309356	0.8091	0.0451	False	0.0480292351866353	1.1493	0.0552	False
5069	g5742.t1	-0.5180430513588	1.2681803799918e-06	-0.173303195348941	0.220514674218579	5	0	0.064333017975402	0.3171	0.0204	False	0.0410877035708949	0.6693	0.0275	False	0.0299263907324725	0.8287	0.0248	False
2579	g7965.t1	0.359085674550424	0.629418382055191	0.166211581874266	0.883709074277296	4	0	0.0339110776186887	0.1327	0.0045	False	0.0394693200663349	0.3015	0.0119	False	0.1064015349729635	0.5733	0.061	False
976	g220.t1	3.33810949432222	4.3441589500082e-11	1.4602847788704	0.0068287503478098	3	0	0.0983471074380165	0.363	0.0357	False	0.0832050788764909	1.0396	0.0865	False	0.0943182736603895	1.2373	0.1167	False
8562	g2100.t1	0.268462281608679	0.0402676113226448	0.538505444330373	0.0003146946580013	5	0	0.0121782452255743	0.3613	0.0044	False	0.0473058082575227	0.7145	0.0338	False	0.041372236152268	0.8774	0.0363	False
135	g880.t1	0.804795448341667	2.55795996250699e-14	0.146705568268569	0.257482922211662	5	0	0.0743772241992882	0.562	0.0418	False	0.0986448784376245	1.0036	0.099	False	0.056633194037298	1.6033	0.0908	False
4069	g13322.t1	1.20974741055357	4.68025437971428e-32	0.818411282749545	3.12619569678174e-11	5	0					0.0032427695004382	1.141	0.0037	False	0.008714596949891	1.2852	0.0112	False
3579	g12663.t1	2.47779445098527	5.95994613682959e-66	1.56169731075879	2.76597023348935e-21	3	0	0.7771127603543213	0.4177	0.3246	True	0.4764496778493668	0.9002	0.4289	False	0.3216544666335015	1.4071	0.4526	False
1167	g11588.t1	0.865374052472112	2.92356293532608e-07	-0.019150266183249	0.93626843901329	5	0	0.3114754098360655	0.3477	0.1083	False	0.2468632371392723	0.6376	0.1574	False	0.2188762394417921	0.8169	0.1788	False
4701	g6026.t1	3.02019360580807	1.75248362292563e-32	1.93236617115354	9.52617468733266e-09	5	0					0.0702610071183759	0.7586	0.0533	False	0.072463768115942	1.0557	0.0765	False
6477	g9739.t1	1.34959492799234	1.8666805869902902e-15	0.339825201408276	0.104726238611009	5	0	0.1256090958310774	0.5541	0.0696	False	0.0930390032502708	0.7384	0.0687	False	0.0844321565291365	0.9404	0.0794	False
3211	g8978.t2	-5.34834853800579	7.20538223726413e-78	-1.19320674233008	4.59926729970258e-10	4	0	0.0648854961832061	0.2358	0.0153	False	0.0570048309178744	0.621	0.0354	False	0.0616745283018867	0.848	0.0523	False
1924	g9272.t1	0.86124752715766	5.300147281953e-05	-0.0509260379288996	0.86284522631411	5	0					0.0430500844119302	0.7108	0.0306	False				
3685	g2664.t1	3.28014050721773	1.36359692636979e-05	1.68471922592749	0.19838816431365	4	0	0.0565812983918999	0.3358	0.019	False	0.1339192611351109	0.6713	0.0899	False	0.1318585039973716	0.9131	0.1204	False
4395	g13514.t1	0.418563307628623	1.01463010267441e-05	-0.024795665036444	0.856063851028552	4	0	0.1104294478527607	0.4075	0.045	False	0.1097035392451351	0.7657	0.084	False				
4744	g5875.t1	0.398637971418493	0.0272677052224104	1.32661251068427	2.25809015319753e-13	4	0					0.1312045526398988	0.9489	0.1245	False	0.1013383002207505	1.4496	0.1469	False
1122	g11842.t1	1.69865964412157	4.05457609020446e-35	-0.0588395705978216	0.7526633820597	5	0	0.089762393663831	0.3409	0.0306	False	0.0726230291447682	0.6279	0.0456	False	0.076515663736759	0.8874	0.0679	False
1961	g12219.t1	0.730111551621162	3.9995475780287e-07	0.164157017322143	0.358808463142141	5	0	0.0161102031286481	0.4283	0.0069	False	0.0378384770013007	0.8457	0.032	False	0.0373548712771327	1.1886	0.0444	False
3254	g9076.t1	0.572304785649833	1.52568745981497e-05	0.0897628933162367	0.596541293262686	5	0	0.0353222909598882	0.5011	0.0177	False	0.0736794886172479	0.8917	0.0657	False	0.0729640531620729	1.1211	0.0818	False
6432	g9723.t1	0.646815002122676	0.0006703962206984	0.184073051384726	0.449856273198501	5	0					0.0175455792981768	1.0202	0.0179	False				
5701	g10684.t1	3.64720074577136	3.87161519070911e-34	2.19830678202528	2.55291563972987e-12	5	0	0.1358574610244989	0.3592	0.0488	False	0.1730333685640948	0.6623	0.1146	False	0.1436975705414533	0.9179	0.1319	False
2211	g11425.t1		1.0		1.0	2	0					0.1856302415821754	0.7989	0.1483	False				
7477	g4196.t1	-5.49438954239214	5.2484644801163595e-12	-0.93607037807337	0.345385389400259	4	0	0.1567267683772538	0.3605	0.0565	False	0.1427248881345471	0.6481	0.0925	False	0.1125733954241749	1.4817	0.1668	False
618	g14335.t1	-6.31696141953432	7.8114828494027e-40	-1.65128537591438	0.0008038783674278	3	0	0.0336093521675596	0.4106	0.0138	False	0.036178107606679	0.8624	0.0312	False	0.0748719021227648	0.9563	0.0716	False
5744	g10465.t1	1.76842668990128	8.537435106165969e-42	0.668252777755245	2.95636848669088e-05	4	0					0.0832746891860192	0.8526	0.071	False				
7432	g4805.t1	0.491749638220005	1.73075770585168e-06	0.135108910024849	0.324852605512146	5	0	0.0888175494917068	0.3738	0.0332	False	0.0640569395017793	0.8992	0.0576	False	0.0676121372031662	1.2128	0.082	False
2254	g8272.t1		1.0		1.0	4	0	0.0507647971624916	0.4511	0.0229	True	0.0309370988446726	0.779	0.0241	False	0.0322148774161158	1.1951	0.0385	False
2685	g8093.t1	-1.26232777965473	4.1279684531427e-14	-0.964117010377313	1.97925671233077e-08	5	0	0.1430907604251839	0.3669	0.0525	False	0.0264984227129337	0.7925	0.021	False	0.0939922480620155	1.2384	0.1164	False
5395	g7145.t1	-0.158220622079776	0.652041666396563	0.0372063819407017	0.936779144018984	5	0	0.0401606425702811	0.6723	0.027	False	0.0746591443347437	1.0635	0.0794	False	0.062163485070974	1.4301	0.0889	False
2678	g8085.t1	-0.919479488056536	8.233267912827991e-14	-0.148123959978212	0.310845056565047	5	0	0.0697920338385618	0.2837	0.0198	False	0.0656421931322329	0.5271	0.0346	False	0.0538329594933368	0.7579	0.0408	False
5368	g7126.t1	-1.41608725287751	5.35014971836512e-07	-1.36236689909261	0.0005389020345345	5	0	0.0841033377333584	0.5303	0.0446	True	0.0786597814338897	0.8327	0.0655	False	0.0933595395198652	1.4246	0.133	False
8626	g2157.t1	-1.97617560036619	1.1822529406910801e-20	-0.895788495302189	5.13475559329934e-10	5	0	0.022637626479163	0.5831	0.0132	False	0.0312093628088426	0.9228	0.0288	False	0.0501166277907364	1.5005	0.0752	False
271	g552.t1	2.85501469858783	3.95143233581658e-46	1.07092584334078	2.24530994419011e-07	5	0	0.1006581494386372	0.5166	0.052	False	0.179030933479332	0.7306	0.1308	False	0.1153452484056373	1.2701	0.1465	False
7818	g13950.t1	-2.27773205602913	9.716891866622819e-138	-0.0627856234412536	0.584441160022909	5	0	0.1119081779053084	0.4182	0.0468	False	0.04806598407281	0.7032	0.0338	False	0.0716715055993363	1.2055	0.0864	False
234	g611.t1	-1.77304555015283	0.0014745447343792	-0.123668260822827	0.840083675650171	2	0					0.0664111446893196	1.3567	0.0901	False				
8663	g11082.t1	-0.801150290827671	0.000217882169864	0.455175109122068	0.05821951357004	4	0	0.0375326872788801	0.6501	0.0244	False	0.0359718557607739	1.137	0.0409	False	0.0308032153157022	1.6297	0.0502	False
3678	g2657.t1	1.33834901329868	1.20273930022468e-23	0.216255832454343	0.183148161948149	5	0	0.1557971014492753	0.3588	0.0559	True	0.030744974379188	0.7611	0.0234	False	0.0382142423874802	0.8243	0.0315	False
4368	g13545.t1	-12.8515937106981	1.03828475866696e-08	-8.33766625399842	0.0001460244796369	5	0					0.0450316706254948	1.0104	0.0455	False				
6818	g3646.t1	1.5806129661623	7.66775371597782e-45	0.378787372186695	0.0149604062721192	5	0	0.1287406483790523	0.3208	0.0413	False	0.1265277777777778	0.72	0.0911	False	0.0744680851063829	0.9306	0.0693	False
6776	g3906.t1	-2.19657477019131	8.22888080497615e-17	-1.03976826973763	3.26865958081147e-05	4	0					0.1228337236533957	0.854	0.1049	False				
3110	g1812.t1	1.23049033046471	3.6143563194370596e-11	0.0247530297254996	0.93102912422761	4	0	0.0270900087387124	0.3433	0.0093	False	0.0244666747016994	0.8297	0.0203	False	0.0343263139873309	1.1682	0.0401	False
1266	g11958.t1	-0.02905422152799	0.814855166186832	-0.0940179494979461	0.549877084417552	5	0	0.012040557667934	0.3156	0.0038	False	0.0304614982350634	0.7649	0.0233	False	0.0164568481723039	1.3186	0.0217	False
4400	g13507.t1	0.248860714726272	0.0600940498487611	1.09333668433424	1.2924773658367402e-15	5	0					0.1558141973366887	0.9537	0.1486	False	0.111010898158587	1.3305	0.1477	False
3953	g2244.t1	-1.10265823320954	6.49326822866784e-10	-0.644893563554241	0.0006560845918765	4	0					0.0194694295798702	0.8783	0.0171	False	0.0251671946497712	1.1364	0.0286	False
4892	g6878.t1	2.10664163934421	2.3858969202987202e-51	1.08531571450113	4.61706445186135e-12	5	0	0.1179388261228988	0.3629	0.0428	True	0.0535859820700896	0.9816	0.0526	False				
3155	g8885.t1	1.82343279994566	4.99010127788855e-52	0.629328276618672	3.11995572276428e-06	5	0	0.0329149893440681	0.4223	0.0139	False	0.0399020807833537	0.817	0.0326	False	0.0395415472779369	1.396	0.0552	False
6733	g3714.t1	-0.524096037853124	0.0006865196644928	-0.58403447113901	0.0003192594921323	5	0	0.1621164532495772	0.4139	0.0671	True	0.0698500394632991	0.7602	0.0531	False	0.0634860292720015	1.0522	0.0668	False
3916	g13034.t1	-1.18148091648234	1.3158783004890101e-23	-0.276929997444588	0.0349302656050554	5	0	0.084625322997416	0.1548	0.0131	False	0.1780059905862216	0.2337	0.0416	False	0.0925139664804469	0.4475	0.0414	False
4445	g13460.t1	-1.10510470572335	0.0021678475058734	1.17890956507178	0.0151273762603319	5	0	0.0379169666426685	0.4167	0.0158	False	0.0632245494398441	1.0265	0.0649	True	0.0576540755467196	0.9054	0.0522	False
1223	g11012.t1	2.15149449118051	1.65530801174764e-05	0.0261286656923653	0.974626569326239	5	0					0.2055624397631832	0.7263	0.1493	False				
4094	g13292.t1	-1.7902068443611	1.16798688024678e-39	-0.435470027891544	0.0001779014531119	4	0	0.0683333333333333	0.3	0.0205	False	0.054244176957949	0.6397	0.0347	False	0.0510908891568906	0.9121	0.0466	False
3584	g12673.t1	0.0331106791811662	0.94604725937618	-0.869350820095074	0.0016714365848858	4	0	0.0269475747182753	0.4082	0.011	False	0.027815551984176	0.8089	0.0225	False	0.0377072381722604	0.9892	0.0373	False
519	g534.t1	-1.35726216658485	8.36877269303358e-06	-1.16423759403768	5.77527016581414e-10	5	0	0.0662314701482388	0.7353	0.0487	False	0.071438880069274	1.3858	0.099	False	0.0692716342793233	1.4306	0.0991	False
5892	g12560.t1	-0.201140701356457	0.161061306386591	-0.151666306752704	0.368235430743363	5	0	0.0239888423988842	0.3585	0.0086	False	0.0323161941374339	0.8324	0.0269	False	0.0348385875224841	1.0563	0.0368	False
2110	g11291.t1	-8.25382250637661	1.70100004803537e-06	-4.38091342220777	0.0079707742000307	4	0	0.0997652582159624	0.426	0.0425	False	0.0762185814592449	0.9827	0.0749	False	0.0752255378209576	1.441	0.1084	False
7776	g13894.t1	-1.00412658406525	1.97574278054383e-10	-0.215118052848216	0.243326028281223	5	0	0.1406447534766118	0.3164	0.0445	False	0.0426829268292682	0.492	0.021	False	0.048424289008455	0.5204	0.0252	False
2953	g8681.t1	-1.93843603657105	1.2328997496614899e-26	-0.674429550970681	0.0003802412195856	5	0	0.1416213544241225	0.4046	0.0573	True	0.0212296663909567	0.7254	0.0154	False	0.021566401816118	0.6167	0.0133	False
5400	g6928.t1	-2.40815827039405	5.110003721696941e-60	-1.09790555312449	2.8845344913647e-23	4	0					0.0287534121929026	1.099	0.0316	False				
5094	g6198.t1	-1.69821497469053	0.0012103509772371	-1.14672220862245	2.23429559938777e-09	5	0	0.0892233270626175	0.3721	0.0332	False	0.1378656554712893	0.7384	0.1018	False	0.0861714490033074	1.1187	0.0964	False
8948	g14476.t1	-2.34215079234125	2.4717054422476697e-11	0.291005548638752	0.422834007130488	3	0	0.4073514602215508	0.3972	0.1618	False	0.2515971657567661	0.8609	0.2166	False	0.2286192364898364	1.6136	0.3689	False
2584	g7973.t1	1.51699387712842	6.55538367541398e-42	0.0174109736331655	0.911196084237452	5	0	0.0708839310929116	0.3541	0.0251	False	0.0516413130504403	0.7494	0.0387	False	0.0455454343479226	0.9002	0.041	False
7733	g5188.t1	1.22610234714954	2.9481551015934303e-31	-0.121073484858257	0.35126906681825	4	0	0.0293293480291425	0.5353	0.0157	False	0.0242016469170516	0.9958	0.0241	False	0.0202871821894348	1.5182	0.0308	False
2155	g5604.t1	-0.795164394740542	0.0069832144312778	0.0577970768689013	0.89761265276307	4	0					0.0455946930767074	1.0703	0.0488	False				
5445	g6987.t1	-0.574447679982823	0.0002112081985822	0.0055151105100008	0.982204196075121	5	0	0.1220818982013011	0.5226	0.0638	True	0.0357453146332381	0.8057	0.0288	False	0.0344624199528142	1.1868	0.0409	False
2916	g10694.t1	1.44010211916171	4.95189574666984e-13	0.567312861007419	0.0140218757400721	5	0	0.1474493361285813	0.4293	0.0633	False	0.1132745878339965	0.7036	0.0797	False	0.1087038432554634	1.0616	0.1154	False
3890	g13001.t1	2.20009145322548	1.64756949942023e-27	0.746260700129196	0.0021586015546053	4	0					0.398050092452513	0.5949	0.2368	True	0.308779590898644	0.8702	0.2687	True
4951	g6009.t1	-0.0403102778965942	0.708371821909874	-0.1570293274519	0.183322944250339	5	0					0.0303269625651555	0.6331	0.0192	False	0.036996866714871	0.8298	0.0307	False
3402	g12910.t1	-0.4140750831756	1.52614091961484e-06	-0.322455865422867	0.00062701586909	4	0	0.1209507782919646	0.4754	0.0575	False	0.1062988027069234	0.9605	0.1021	False	0.1313398314885181	1.2106	0.159	False
6264	g10288.t1	3.07425742574386	1.0223218804553499e-122	0.578399637346073	5.92399998445721e-05	4	0	0.284715602160788	0.3147	0.0896	False	0.1974588357318812	0.7713	0.1523	False	0.357499203906167	0.9421	0.3368	True
4112	g13266.t1	1.28573314826603	5.0737117255570795e-34	0.0499761981998509	0.730436855837491	3	0	0.511369645690111	0.3782	0.1934	False	0.4315508669819328	0.8247	0.3559	False	0.4511956095648765	1.0204	0.4604	False
