Cmac_transcript_ID	conservation_rank	abdomen_sex_bias_category	head_thorax_sex_bias_category
g12999.t2	3	-1	-1
g9852.t1	5	1	0
g11548.t1	2	0	0
g8788.t1	4	-1	0
g5246.t2	5	-1	0
g342.t1	5	1	0
g10243.t1	5	0	0
g9540.t1	3	-1	0
g2469.t1	5	-1	0
g429.t1	3	-1	-1
g3406.t1	5	0	-1
g4328.t1	5	1	1
g10429.t1	4	0	0
g6282.t1	4	0	0
g8864.t1	5	0	0
g3538.t1	5	0	0
g11217.t1	4	1	0
g4626.t1	5	1	0
g13863.t1	4	-1	0
g8804.t1	5	-1	-1
g6344.t1	4	1	-1
g2503.t1	5	1	0
g7531.t1	5	0	0
g12659.t1	5	1	1
g1753.t1	5	-1	0
g12082.t1	5	1	0
g8192.t1	5	-1	-1
g12204.t1	5	1	1
g11909.t1	5	-1	-1
g9492.t1	5	1	0
g12956.t1	4	0	1
g4020.t1	4	1	0
g8357.t1	2	1	1
g10310.t1	5	0	0
g11530.t1	4	0	0
g14675.t1	4	-1	-1
g11364.t2	5	-1	0
g10000.t1	5	-1	0
g2455.t1	5	1	0
g3340.t2	5	1	0
g1373.t1	5	1	0
g990.t4	5	-1	-1
g4744.t1	4	-1	-1
g1324.t1	5	-1	0
g14779.t1	5	-1	-1
g11646.t1	5	1	0
g4006.t1	5	0	0
g13097.t1	4	0	1
g7510.t1	3	1	0
g3372.t1	5	1	0
g3169.t1	5	1	0
g5175.t1	3	-1	-1
g2754.t1	3	-1	0
g3413.t1	5	1	0
g5115.t1	5	-1	0
g134.t1	4	1	0
g10986.t1	4	-1	-1
g2372.t1	5	-1	-1
g13955.t1	5	-1	-1
g7156.t1	4	-1	0
g8000.t1	5	1	1
g4694.t1	5	-1	-1
g8250.t1	5	1	1
g2456.t1	2	0	0
g7092.t1	4	-1	-1
g14021.t1	5	1	1
g4736.t1	4	-1	0
g8043.t1	5	1	0
g5633.t1	4	1	0
g12444.t2	5	1	0
g3639.t1	5	1	1
g10852.t1	5	0	0
g12695.t1	5	0	0
g3594.t1	5	-1	-1
g13448.t4	5	-1	0
g12374.t1	4	-1	-1
g2624.t1	5	1	1
g10739.t1	5	1	0
g7879.t1	5	1	0
g5922.t1	5	-1	-1
g9683.t1	4	0	0
g11870.t1	5	1	0
g14255.t1	5	1	1
g634.t1	3	-1	-1
g4421.t2	5	-1	0
g14340.t1	4	-1	0
g2350.t1	4	0	1
g10842.t1	5	1	-1
g8215.t1	4	1	1
g4464.t1	4	-1	-1
g3241.t1	3	1	0
g5134.t2	5	-1	-1
g7779.t1	2	-1	0
g2094.t1	5	0	0
g4510.t1	5	0	0
g7938.t1	5	1	1
g10934.t3	3	1	1
g5764.t1	3	1	1
g6791.t1	5	-1	-1
g12028.t1	4	-1	-1
g302.t1	4	0	0
g13148.t1	5	-1	-1
g9897.t2	4	-1	-1
g2732.t1	4	0	-1
g6717.t1	3	1	0
g11754.t1	5	-1	-1
g13173.t1	5	1	0
g4993.t1	4	-1	0
g8952.t2	5	1	0
g6840.t1	5	1	1
g2691.t2	2	-1	-1
g9935.t1	3	-1	-1
g13342.t1	5	1	1
g11362.t1	5	0	0
g2326.t1	5	0	0
g682.t1	5	1	0
g7409.t2	3	-1	-1
g1208.t1	5	1	0
g5375.t1	3	-1	-1
g1045.t3	4	-1	-1
g5486.t1	5	1	0
g1281.t1	3	0	0
g7569.t1	4	-1	-1
g30.t1	4	-1	-1
g9844.t1	5	-1	0
g11229.t1	5	-1	-1
g13212.t1	4	1	0
g7011.t1	5	1	0
g10069.t1	5	1	0
g4894.t1	5	-1	-1
g2252.t1	3	1	0
g11688.t1	5	1	-1
g13585.t1	5	1	1
g10946.t1	5	-1	-1
g12866.t2	5	-1	-1
g10063.t1	4	-1	-1
g5853.t4	5	-1	-1
g6412.t1	5	0	0
g9248.t1	4	1	0
g4079.t1	5	1	0
g10227.t1	5	1	0
g5239.t1	4	-1	0
g6255.t1	4	-1	-1
g10921.t1	4	1	0
g4317.t1	5	1	0
g7177.t1	5	0	-1
g7329.t1	5	-1	-1
g316.t1	5	1	0
g3471.t1	3	-1	-1
g375.t1	5	-1	0
g5286.t1	5	0	0
g1266.t1	5	0	0
g2112.t1	4	0	0
g14528.t2	3	0	0
g2121.t1	4	0	0
g2279.t1	5	1	-1
g930.t2	5	1	1
g10983.t1	4	0	1
g4261.t1	5	-1	-1
g11681.t1	5	-1	-1
g14468.t2	5	1	0
g12817.t1	5	1	1
g10568.t1	5	0	0
g12748.t1	4	-1	-1
g3800.t1	4	1	1
g11720.t2	5	1	1
g13396.t1	5	-1	0
g12276.t1	3	-1	-1
g4942.t1	5	1	0
g10177.t1	4	0	0
g5077.t1	3	-1	0
g11184.t1	5	-1	0
g3759.t2	5	1	0
g17.t1	4	0	0
g9968.t1	5	-1	0
g3346.t1	4	1	0
g8424.t1	5	-1	-1
g4545.t2	5	-1	-1
g6684.t1	4	1	0
g14122.t1	5	-1	0
g5336.t1	5	0	0
g4750.t1	5	1	0
g8140.t1	3	-1	-1
g14072.t1	5	1	0
g6484.t1	5	0	0
g1810.t1	5	1	1
g3876.t1	4	-1	0
g13504.t1	5	0	0
g11956.t2	4	-1	-1
g13074.t4	5	-1	-1
g6876.t1	4	1	0
g3712.t1	4	-1	-1
g8884.t1	5	-1	-1
g13032.t3	5	1	0
g11649.t1	5	-1	-1
g13458.t1	5	1	0
g13290.t1	5	0	0
g12675.t1	4	-1	-1
g12568.t2	5	1	1
g205.t1	5	1	-1
g13892.t1	5	1	0
g11293.t1	4	1	0
g8678.t1	4	1	0
g6932.t1	3	-1	0
g14665.t1	5	-1	0
g9556.t1	5	1	0
g7976.t1	5	1	1
g7423.t2	5	0	-1
g9622.t1	4	0	1
g6990.t1	5	0	1
g8533.t1	4	0	0
g2159.t1	3	0	0
g545.t1	5	1	0
g4695.t3	5	0	0
g938.t1	4	-1	-1
g14744.t1	5	0	0
g11054.t1	2	0	0
g11625.t1	5	1	0
g9751.t2	5	-1	-1
g10849.t1	5	1	1
g12488.t1	5	1	0
g6028.t1	5	1	1
g11586.t1	5	1	1
g8980.t1	5	1	0
g9737.t1	5	1	-1
g9269.t3	4	1	1
g2666.t1	5	0	0
g13512.t1	5	1	0
g11871.t1	3	-1	-1
g5877.t1	5	0	1
g12224.t1	5	1	0
g9726.t3	4	1	0
g9074.t1	5	1	-1
g10686.t2	5	1	1
g4232.t1	5	1	1
g11427.t1	5	0	0
g10463.t2	5	-1	0
g8270.t1	4	0	1
g4807.t1	5	1	0
g8095.t1	4	-1	-1
g14228.t1	5	-1	0
g7148.t1	5	-1	0
g273.t1	5	-1	-1
g796.t1	5	-1	0
g14655.t1	5	0	-1
g10608.t3	5	-1	-1
g222.t1	4	-1	0
g13912.t1	3	-1	1
g2097.t1	4	-1	-1
g857.t2	5	1	0
g4467.t1	5	1	1
g6755.t2	5	1	1
g11346.t1	5	1	0
g9900.t1	5	1	1
g3830.t1	5	1	0
g11993.t1	5	1	-1
g10193.t1	5	0	0
g11578.t1	5	0	0
g5657.t2	5	1	1
g10566.t1	5	0	0
g638.t1	5	0	0
g14262.t1	4	-1	-1
g2356.t1	5	-1	1
g63.t1	5	1	0
g4543.t1	5	1	1
g4823.t2	3	-1	-1
g9147.t1	5	1	0
g4460.t2	5	1	-1
g10937.t1	5	0	0
g3261.t2	4	-1	-1
g7785.t1	4	1	0
g244.t1	5	-1	-1
g10638.t1	2	1	1
g4515.t1	5	-1	0
g7932.t1	5	-1	0
g3284.t1	4	1	1
g6787.t1	4	-1	0
g14648.t1	5	-1	0
g11407.t1	5	0	0
g13144.t1	5	-1	-1
g6724.t1	2	1	1
g9890.t3	5	1	-1
g7636.t1	4	-1	-1
g11764.t1	3	1	0
g13166.t1	5	-1	0
g4987.t1	5	-1	0
g8956.t1	3	-1	-1
g2684.t1	4	0	0
g9939.t1	5	1	0
g6845.t1	5	1	0
g13338.t1	4	1	0
g5676.t1	5	1	1
g292.t1	2	0	0
g9674.t1	5	-1	0
g11801.t1	5	1	0
g11949.t1	4	0	0
g3695.t1	5	0	0
g8560.t1	4	0	0
g3369.t1	5	-1	-1
g5148.t1	4	1	1
g3163.t1	3	-1	-1
g9596.t1	5	-1	-1
g4403.t1	5	0	0
g7583.t1	2	0	0
g127.t1	2	0	0
g5114.t1	3	0	0
g7155.t1	4	1	1
g13960.t1	5	1	0
g7996.t1	5	0	1
g4687.t1	5	1	1
g8254.t1	5	1	0
g2167.t2	5	-1	-1
g10704.t1	5	0	-1
g14017.t1	3	-1	0
g7096.t2	5	-1	0
g4561.t1	5	1	1
g8047.t1	4	-1	1
g3628.t1	3	-1	-1
g5638.t1	3	-1	0
g2751.t1	5	0	0
g10854.t1	5	0	0
g12691.t1	5	-1	-1
g13452.t1	5	1	0
g12371.t1	5	-1	-1
g14373.t1	5	-1	-1
g2562.t1	4	-1	0
g10774.t1	5	-1	-1
g7885.t1	4	-1	-1
g5926.t1	5	-1	0
g7319.t2	5	0	0
g8861.t1	5	1	0
g6289.t1	3	0	0
g3096.t1	4	-1	-1
g11221.t1	5	1	1
g4630.t1	5	-1	-1
g6353.t1	4	1	1
g8808.t1	5	-1	-1
g12098.t2	5	-1	-1
g7528.t1	5	-1	-1
g9441.t1	4	1	0
g8518.t1	5	1	-1
g4960.t1	5	1	0
g8378.t1	5	-1	0
g9951.t1	4	-1	-1
g3391.t1	5	0	0
g3034.t1	5	-1	-1
g11916.t1	5	1	0
g13606.t1	4	1	1
g4024.t1	4	-1	-1
g7754.t1	3	-1	0
g10315.t3	5	1	0
g11526.t1	5	0	0
g7678.t1	5	1	1
g10096.t1	5	0	0
g2451.t2	5	-1	-1
g4049.t1	4	1	1
g1369.t1	5	-1	-1
g3344.t1	4	1	-1
g995.t1	5	1	1
g14775.t2	5	0	0
g1328.t1	5	0	0
g4168.t1	5	-1	-1
g9224.t1	4	-1	-1
g10593.t2	4	-1	0
g14172.t1	5	-1	-1
g2392.t1	5	1	1
g9169.t1	4	-1	-1
g5362.t1	3	0	0
g10781.t2	4	-1	0
g4054.t1	5	-1	-1
g4603.t1	5	1	1
g7844.t1	4	-1	-1
g9764.t1	5	0	0
g4323.t1	2	0	0
g5702.t1	5	0	0
g185.t1	5	1	0
g12192.t1	5	0	-1
g10091.t1	4	0	0
g11452.t1	5	1	-1
g9830.t1	5	-1	-1
g8315.t2	5	0	0
g3149.t1	5	-1	0
g6097.t1	5	0	0
g10307.t3	5	1	0
g11067.t1	4	1	-1
g6897.t1	5	0	0
g5241.t1	5	-1	-1
g335.t1	5	1	0
g4622.t1	5	1	1
g9534.t1	5	0	0
g3449.t1	5	-1	0
g514.t1	5	1	0
g3403.t1	5	1	1
g2960.t1	2	0	0
g888.t1	4	-1	0
g4188.t1	3	-1	-1
g9663.t2	5	1	1
g13932.t1	3	-1	0
g6903.t1	5	-1	-1
g8024.t1	5	1	1
g4721.t1	5	0	1
g7109.t1	4	-1	-1
g13995.t1	5	1	1
g4579.t1	5	0	-1
g8066.t1	5	-1	0
g10960.t1	4	0	0
g13431.t1	5	-1	-1
g3591.t1	5	-1	0
g10721.t2	5	-1	0
g12726.t2	5	1	-1
g9754.t1	5	1	-1
g11605.t1	4	-1	0
g3608.t1	5	-1	0
g13539.t1	5	-1	-1
g12353.t1	5	1	0
g2579.t1	5	-1	-1
g10749.t1	5	1	1
g12167.t1	5	-1	-1
g11922.t1	5	-1	0
g162.t1	2	0	0
g6875.t1	3	-1	-1
g13071.t1	5	1	0
g766.t2	5	0	0
g14417.t1	3	1	1
g3384.t1	4	1	0
g9555.t1	3	1	1
g112.t1	5	1	0
g2127.t1	4	-1	-1
g8675.t1	5	1	1
g204.t1	5	0	0
g12570.t1	5	-1	-1
g1836.t1	4	-1	0
g164.t1	4	-1	0
g5170.t1	5	1	0
g10578.t1	4	0	0
g7758.t1	5	0	0
g4486.t1	5	1	0
g6119.t1	5	0	0
g14787.t1	4	1	0
g13913.t1	4	-1	-1
g4535.t1	5	-1	0
g2773.t1	4	1	1
g10611.t1	5	1	1
g6544.t1	5	1	0
g276.t1	5	-1	0
g11966.t1	5	1	0
g3829.t3	5	0	0
g9919.t1	4	0	0
g2707.t1	4	1	1
g6857.t1	5	0	0
g11340.t1	4	1	1
g13202.t1	4	1	0
g6751.t1	5	1	1
g12598.t1	5	0	0
g10340.t1	3	0	0
g13319.t1	3	-1	-1
g5612.t2	4	1	0
g9727.t1	5	-1	-1
g11817.t1	5	-1	0
g3197.t2	5	1	0
g14231.t3	5	1	1
g4808.t3	5	0	-1
g893.t1	4	0	0
g14295.t1	4	0	0
g481.t1	5	0	0
g2213.t1	5	1	1
g5852.t1	5	1	1
g10403.t3	2	-1	-1
g11227.t1	5	0	0
g14629.t1	3	1	1
g315.t1	5	1	0
g7224.t1	4	0	0
g14640.t1	5	0	-1
g403.t1	5	1	-1
g4109.t1	5	1	0
g4133.t1	5	-1	-1
g9206.t1	5	0	-1
g10805.t2	2	0	0
g6659.t1	4	-1	0
g5509.t1	4	0	0
g8217.t1	5	-1	-1
g2366.t1	3	1	1
g10885.t1	4	0	0
g14548.t1	5	0	0
g2327.t1	5	0	-1
g13421.t1	4	-1	0
g12766.t1	5	1	-1
g12252.t1	5	-1	-1
g8288.t1	5	-1	0
g9804.t1	4	1	1
g7001.t1	5	0	0
g13643.t2	5	1	0
g9847.t1	5	1	0
g8364.t1	4	0	0
g10956.t1	4	1	0
g500.t1	5	1	-1
g6090.t1	4	-1	1
g11716.t1	5	0	-1
g10023.t1	5	-1	0
g1352.t1	4	-1	-1
g3318.t1	4	-1	-1
g4776.t1	5	1	0
g1140.t1	4	0	0
g14754.t1	5	0	-1
g1299.t1	4	-1	-1
g9047.t1	5	-1	0
g6430.t1	5	-1	-1
g6323.t1	2	-1	0
g9196.t1	5	0	-1
g3506.t1	3	-1	0
g11393.t1	5	1	1
g10907.t1	4	-1	-1
g9569.t1	4	-1	0
g5275.t2	5	-1	0
g8827.t1	5	1	1
g5452.t1	3	1	0
g12133.t1	5	1	0
g3470.t1	2	-1	-1
g12818.t1	5	0	-1
g6157.t1	3	-1	0
g11884.t1	5	1	0
g8339.t1	4	1	0
g10373.t1	5	1	0
g4874.t1	2	0	0
g13230.t1	5	-1	-1
g11662.t1	5	-1	-1
g9461.t1	3	0	0
g3059.t1	5	-1	-1
g3915.t1	2	0	0
g7735.t1	5	1	0
g4404.t1	3	-1	0
g14713.t1	5	-1	-1
g10014.t1	5	1	0
g4921.t1	2	0	0
g11374.t2	5	0	0
g13366.t2	5	1	-1
g3765.t1	5	1	0
g11585.t1	3	0	0
g3090.t1	5	1	0
g12631.t1	4	0	-1
g10157.t1	5	0	-1
g4267.t2	5	1	1
g5058.t1	5	1	1
g11456.t1	4	-1	-1
g10662.t1	5	-1	0
g9129.t1	5	0	0
g8172.t1	5	1	0
g4788.t1	4	1	0
g14154.t1	4	-1	0
g6617.t1	4	-1	-1
g3325.t1	5	-1	-1
g4851.t1	5	0	-1
g8121.t1	5	1	1
g6464.t1	5	1	1
g14089.t1	5	-1	-1
g2450.t1	5	1	0
g8812.t1	4	0	0
g1242.t1	4	-1	0
g13836.t1	5	1	0
g9328.t1	5	1	0
g3548.t1	4	-1	0
g7318.t2	5	-1	-1
g12654.t1	5	1	0
g1859.t1	4	-1	-1
g14796.t2	4	-1	-1
g3045.t1	5	1	0
g3390.t1	5	1	0
g9954.t1	4	1	1
g11876.t1	4	-1	1
g7717.t2	4	-1	-1
g5951.t1	5	-1	-1
g11543.t1	3	-1	0
g13565.t1	4	-1	-1
g10220.t1	5	-1	-1
g12854.t1	4	-1	-1
g7050.t1	4	-1	-1
g13006.t1	5	1	0
g13260.t2	4	-1	-1
g11070.t1	5	-1	0
g14670.t1	3	-1	-1
g6014.t1	5	-1	-1
g12906.t1	5	0	0
g10327.t1	5	1	1
g6384.t8	5	1	0
g10106.t2	3	1	1
g7193.t1	5	-1	0
g4114.t2	3	-1	-1
g467.t1	4	0	0
g11267.t1	5	-1	0
g6368.t1	2	0	0
g9537.t1	5	1	0
g6233.t1	5	0	0
g4309.t1	5	0	0
g9110.t1	5	-1	0
g10249.t1	5	1	0
g14634.t1	5	-1	-1
g8781.t1	5	1	0
g2427.t1	5	1	1
g709.t1	3	0	0
g1182.t2	4	1	1
g1013.t1	5	-1	-1
g2388.t1	5	0	-1
g4167.t1	5	1	1
g1091.t1	5	1	0
g5087.t1	5	0	0
g9765.t1	5	-1	0
g311.t1	4	1	0
g879.t1	2	0	0
g2038.t1	5	-1	0
g457.t1	3	-1	-1
g4488.t1	5	1	1
g3424.t1	5	-1	0
g14382.t1	3	-1	-1
g2070.t1	5	-1	0
g7790.t1	5	1	0
g749.t2	5	-1	-1
g2481.t1	4	-1	-1
g10631.t1	5	1	0
g5677.t1	4	1	0
g12917.t1	5	1	1
g6725.t1	3	0	0
g13137.t1	5	-1	-1
g10532.t1	3	-1	-1
g5660.t1	4	1	0
g5787.t2	5	-1	-1
g11813.t1	5	0	0
g9261.t1	4	1	1
g9016.t1	3	0	0
g10200.t1	5	1	1
g3736.t1	5	1	0
g11851.t1	5	-1	0
g5894.t1	4	-1	-1
g10262.t2	5	1	0
g9057.t1	5	-1	0
g13754.t1	5	-1	-1
g10496.t1	4	0	-1
g4828.t1	5	1	1
g12312.t1	4	-1	-1
g4670.t1	5	-1	-1
g2357.t1	5	0	0
g10864.t2	5	0	0
g12542.t1	3	0	0
g4432.t2	5	1	1
g14046.t1	5	1	0
g4723.t1	4	-1	0
g661.t2	5	-1	-1
g2143.t1	5	-1	-1
g955.t2	5	-1	1
g14308.t1	5	1	0
g1163.t1	5	-1	-1
g10993.t1	5	1	0
g10723.t1	5	0	0
g12367.t1	3	-1	0
g8910.t2	4	1	0
g3696.t1	5	-1	0
g13120.t1	3	-1	-1
g13481.t1	4	1	1
g11924.t1	5	1	-1
g11804.t1	4	1	1
g10396.t2	4	1	0
g3990.t1	5	0	0
g9023.t2	5	1	1
g11635.t1	5	1	1
g5021.t1	5	1	-1
g13049.t2	5	1	-1
g10293.t1	5	1	1
g4386.t1	3	-1	0
g9595.t2	5	1	1
g9279.t1	5	1	1
g6963.t1	4	1	0
g8620.t1	3	0	0
g5585.t1	5	1	1
g7383.t1	5	1	0
g8562.t1	5	1	1
g6815.t1	4	0	-1
g2430.t1	5	-1	0
g707.t1	4	-1	-1
g10810.t1	4	0	0
g1062.t1	5	-1	-1
g9163.t1	5	1	0
g1016.t1	5	-1	-1
g2386.t1	5	1	0
g2295.t1	5	0	-1
g1230.t1	5	0	0
g6997.t1	5	0	-1
g8323.t1	5	-1	-1
g11165.t1	5	1	0
g4582.t1	4	-1	-1
g7719.t1	5	-1	0
g5953.t1	5	1	1
g13567.t1	5	0	0
g11513.t1	3	-1	-1
g12856.t1	4	1	0
g10218.t1	5	-1	-1
g7048.t1	4	-1	0
g13009.t1	5	1	-1
g2930.t1	4	0	0
g13262.t1	5	1	0
g5838.t1	5	-1	-1
g10287.t1	4	-1	-1
g12909.t1	2	-1	-1
g6382.t1	5	-1	-1
g166.t1	4	0	0
g10109.t2	4	-1	0
g4118.t1	5	1	1
g7191.t1	4	0	0
g11264.t2	4	-1	-1
g6580.t1	4	-1	1
g6231.t1	4	-1	-1
g9113.t1	5	-1	-1
g4300.t1	5	0	0
g10251.t1	5	0	0
g8510.t2	5	1	1
g12102.t1	5	1	0
g6330.t1	5	1	1
g1245.t1	4	-1	-1
g9522.t1	5	0	0
g9324.t1	5	0	0
g13678.t1	5	-1	-1
g14571.t1	3	-1	0
g3444.t1	3	1	1
g14798.t2	5	1	-1
g7751.t1	5	1	0
g6152.t1	4	1	1
g3387.t1	5	-1	0
g4923.t1	5	-1	1
g10012.t1	5	1	1
g13364.t1	4	0	0
g11375.t1	5	1	0
g3767.t1	4	-1	-1
g7604.t1	5	1	0
g12934.t1	5	-1	-1
g10155.t1	5	-1	0
g12633.t1	5	1	1
g4278.t1	5	-1	0
g11449.t1	5	0	1
g5060.t1	3	1	0
g1333.t1	3	-1	-1
g10655.t1	5	0	0
g9240.t1	3	-1	-1
g4790.t2	2	-1	1
g8170.t1	5	-1	-1
g6113.t1	5	1	1
g14151.t1	4	-1	-1
g6510.t1	4	0	0
g8119.t1	5	1	0
g4850.t1	4	-1	0
g6462.t1	5	-1	0
g14087.t3	5	1	0
g3838.t1	5	0	0
g8912.t1	5	1	0
g13122.t1	5	1	0
g11926.t4	5	0	-1
g13482.t1	5	1	0
g11809.t1	5	1	0
g10394.t1	5	1	0
g9026.t1	5	1	0
g3988.t1	4	1	1
g5023.t1	4	-1	-1
g11637.t1	5	-1	-1
g13052.t2	5	-1	0
g7579.t2	5	1	0
g4388.t2	5	1	-1
g12394.t1	5	1	1
g9592.t2	4	1	1
g6959.t1	5	1	1
g7809.t1	3	0	0
g14396.t1	3	0	0
g7500.t1	5	-1	0
g5564.t1	5	1	0
g2978.t1	2	0	0
g6813.t1	5	-1	-1
g14036.t1	5	-1	0
g659.t1	5	1	0
g2145.t1	5	-1	0
g952.t3	5	0	0
g8016.t1	5	1	0
g13725.t1	4	1	1
g7149.t1	5	-1	-1
g1159.t1	5	-1	-1
g10995.t1	5	-1	0
g3726.t2	4	1	-1
g12710.t1	4	-1	-1
g13353.t1	5	1	1
g10534.t1	3	-1	-1
g7675.t1	5	1	0
g11563.t1	5	1	0
g5789.t1	4	-1	-1
g9263.t1	4	1	1
g10197.t1	5	1	0
g9013.t1	5	0	0
g3734.t1	5	1	1
g5892.t1	5	1	0
g11854.t1	5	1	-1
g9059.t1	4	0	0
g10264.t1	2	-1	0
g13752.t1	5	0	0
g10494.t1	4	1	1
g12314.t1	3	-1	-1
g4830.t1	5	-1	-1
g4667.t1	5	1	-1
g10863.t1	5	0	0
g4434.t1	5	-1	0
g8266.t1	4	0	0
g14044.t1	3	-1	-1
g720.t1	4	-1	-1
g313.t1	5	0	-1
g849.t1	5	1	1
g2040.t1	5	1	0
g456.t1	5	1	1
g3432.t1	5	1	0
g14385.t1	2	1	1
g2072.t1	5	-1	-1
g747.t1	5	-1	0
g3267.t1	5	1	0
g2479.t1	4	0	0
g7768.t1	4	1	0
g13161.t1	5	-1	0
g2717.t1	3	-1	-1
g12177.t2	4	-1	-1
g8975.t1	3	-1	-1
g5797.t1	2	-1	0
g452.t1	4	1	0
g14233.t1	5	0	-1
g895.t1	4	-1	0
g14321.t2	2	0	0
g478.t1	4	0	0
g11423.t1	2	1	0
g2210.t1	5	1	0
g10526.t1	4	-1	0
g10576.t1	4	-1	-1
g4484.t1	5	0	0
g7760.t1	5	0	-1
g9433.t1	5	1	1
g13915.t1	4	-1	-1
g12467.t1	2	0	-1
g4532.t1	5	-1	-1
g10613.t1	5	1	1
g5741.t1	5	0	-1
g860.t1	4	0	0
g11974.t3	5	0	0
g3827.t2	5	1	1
g2709.t1	5	1	-1
g9914.t1	5	-1	0
g6859.t2	4	1	1
g13200.t1	5	1	0
g11338.t1	4	1	0
g6749.t1	5	1	0
g12196.t1	5	1	-1
g12594.t1	2	-1	-1
g5615.t1	5	-1	-1
g13321.t1	5	0	-1
g13487.t1	5	-1	-1
g8943.t1	4	-1	-1
g770.t1	5	1	1
g14480.t1	4	1	0
g9560.t1	3	-1	0
g107.t1	3	-1	0
g6951.t1	5	1	0
g2129.t1	2	0	0
g11290.t1	5	1	1
g201.t1	4	1	0
g5086.t1	5	0	0
g387.t1	2	0	0
g5145.t2	5	-1	-1
g4185.t1	5	-1	-1
g13929.t1	2	-1	0
g6905.t1	5	-1	-1
g4718.t1	4	0	-1
g8022.t1	3	-1	-1
g601.t1	5	-1	1
g7111.t1	5	0	0
g13993.t1	5	0	0
g8064.t1	5	0	-1
g4577.t1	5	-1	1
g13429.t1	5	0	1
g12492.t1	5	0	0
g4970.t1	5	-1	0
g12721.t1	5	-1	0
g10719.t1	5	-1	0
g9757.t1	4	-1	-1
g11607.t1	4	0	0
g3610.t1	5	1	1
g12355.t1	5	0	0
g13541.t1	4	1	0
g10752.t2	4	-1	-1
g2575.t1	4	1	0
g12170.t1	5	-1	0
g9044.t1	4	0	0
g562.t1	5	1	1
g6428.t1	5	-1	-1
g6326.t1	5	-1	-1
g8591.t1	3	-1	0
g11395.t1	5	0	-1
g3503.t1	3	-1	0
g14532.t1	5	0	0
g10909.t1	5	0	0
g8825.t1	5	-1	-1
g6767.t1	5	1	0
g3466.t1	3	0	0
g12134.t1	4	1	1
g12821.t1	5	0	0
g11886.t2	5	1	-1
g6155.t2	5	-1	0
g12145.t1	3	0	0
g8342.t1	5	1	0
g4876.t1	4	-1	-1
g13228.t1	4	-1	-1
g9470.t1	5	0	-1
g11664.t1	5	1	1
g3056.t1	4	-1	0
g7733.t1	5	-1	0
g3918.t1	4	-1	-1
g5968.t1	4	1	0
g5074.t1	4	-1	-1
g4925.t1	3	-1	-1
g7699.t2	5	1	1
g3773.t2	5	-1	0
g6480.t1	4	1	0
g8168.t1	5	1	0
g1354.t1	4	-1	-1
g3316.t2	5	1	0
g14146.t1	5	-1	0
g1136.t2	5	-1	-1
g14725.t2	5	-1	0
g1301.t1	5	0	0
g9208.t1	5	1	0
g4347.t1	4	0	0
g10807.t1	4	-1	-1
g1286.t1	4	0	0
g6661.t1	3	-1	-1
g1022.t1	5	0	-1
g2440.t2	5	-1	-1
g5505.t1	3	0	0
g8219.t1	5	-1	0
g1203.t1	5	-1	1
g10887.t1	5	-1	0
g13411.t2	5	1	1
g12764.t1	5	1	0
g11158.t1	5	1	0
g9807.t1	5	1	0
g8290.t1	4	-1	-1
g13649.t1	5	0	-1
g6999.t1	5	1	1
g8367.t2	4	1	0
g9851.t1	4	-1	0
g8435.t1	2	0	0
g6092.t1	5	-1	-1
g497.t2	5	1	1
g12885.t1	5	1	-1
g13595.t1	4	-1	-1
g1764.t1	4	0	0
g12551.t1	4	-1	-1
g7188.t1	2	-1	-1
g6251.t1	2	-1	-1
g14658.t1	5	1	0
g395.t1	5	1	0
g1158.t1	4	-1	-1
g12258.t1	4	0	0
g13958.t2	5	1	0
g4685.t1	5	1	1
g7994.t1	4	-1	-1
g8252.t4	5	-1	-1
g8585.t1	4	0	0
g14014.t1	5	1	0
g7094.t1	5	1	0
g8045.t1	5	1	0
g4738.t1	5	1	0
g3632.t1	4	-1	-1
g13352.t1	5	1	0
g5642.t1	5	-1	-1
g12689.t1	5	1	0
g10515.t1	5	-1	0
g12372.t1	5	-1	-1
g13450.t1	5	1	1
g14375.t1	5	1	0
g10768.t1	5	1	0
g2626.t1	5	0	0
g7883.t1	5	-1	0
g5924.t1	5	1	0
g4998.t1	5	1	0
g9029.t1	5	-1	-1
g6797.t1	5	1	0
g5569.t1	4	-1	0
g3370.t2	5	-1	-1
g5150.t1	5	0	0
g3707.t1	3	1	0
g7585.t1	5	0	0
g132.t1	5	1	0
g4989.t1	3	-1	-1
g4458.t2	5	1	0
g9144.t1	5	0	0
g10939.t1	4	0	0
g3263.t1	4	0	-1
g743.t1	5	1	-1
g7783.t1	4	1	0
g10640.t1	4	1	0
g3419.t2	5	1	1
g7935.t1	2	-1	-1
g4513.t1	5	1	-1
g7592.t1	5	1	1
g6789.t1	5	1	1
g12027.t2	3	1	1
g13146.t1	4	1	1
g6719.t1	3	-1	0
g7645.t1	5	0	0
g9888.t1	4	-1	0
g13164.t1	5	1	0
g11778.t1	4	1	1
g4991.t1	5	-1	-1
g8954.t2	2	-1	1
g9937.t2	5	-1	0
g2687.t1	5	-1	-1
g6847.t1	5	-1	-1
g5674.t1	5	0	-1
g13340.t1	3	-1	-1
g8851.t1	4	0	-1
g5919.t1	5	1	1
g7701.t1	5	0	0
g643.t2	5	-1	-1
g14264.t1	5	0	0
g12511.t1	3	1	0
g4429.t1	3	0	0
