g6.t1_1	g532.t1_1
g6406.t1_1	g13142.t1_1
g6408.t1_1	g12533.t2_1
g6409.t2_1	g12891.t1_1
g6410.t1_1	g12887.t1_1
g6413.t1_1	g12890.t1_1
g6414.t2_1	g12235.t1_1
g6416.t1_1	g12232.t1_1
g6420.t1_1	g12231.t1_1
g6421.t1_1	g12226.t1_1
g6423.t1_1	g16327.t1_1
g6424.t1_1	g9107.t1_1
g6425.t1_1	g9116.t2_1
g6426.t1_1	g8889.t1_1
g6427.t1_1	g9474.t1_1
g6428.t1_1	g16221.t1_1
g6429.t1_1	g13490.t1_1
g6430.t1_1	g7132.t1_1
g6436.t1_1	g13493.t1_1
g6440.t1_1	g6569.t1_1
g6441.t1_1	g13495.t1_1
g6442.t1_1	g12968.t1_1
g6444.t1_1	g12974.t1_1
g6446.t1_1	g104.t1_1
g6449.t1_1	g5189.t1_1
g6450.t1_1	g5248.t1_1
g6451.t1_1	g5247.t1_1
g6452.t1_1	g5246.t1_1
g6453.t3_1	g5245.t2_1
g6454.t1_1	g5244.t1_1
g6455.t1_1	g5243.t1_1
g6457.t1_1	g5234.t1_1
g6458.t1_1	g5233.t1_1
g6460.t1_1	g5232.t1_1
g6461.t1_1	g5231.t1_1
g6462.t1_1	g5229.t1_1
g6463.t1_1	g5228.t1_1
g6464.t1_1	g5226.t1_1
g6465.t2_1	g5225.t1_1
g6467.t1_1	g4670.t1_1
g6470.t1_1	g4671.t1_1
g6472.t1_1	g5184.t1_1
g6474.t1_1	g5188.t1_1
g6475.t1_1	g4931.t1_1
g6476.t1_1	g4678.t1_1
g6480.t1_1	g4675.t1_1
g6481.t1_1	g4673.t1_1
g6482.t1_1	g5487.t2_1
g6484.t1_1	g5495.t1_1
g6486.t2_1	g5380.t1_1
g6487.t1_1	g5464.t1_1
g6488.t1_1	g6023.t1_1
g6489.t1_1	g7160.t1_1
g6490.t1_1	g7161.t1_1
g6491.t2_1	g7162.t1_1
g6494.t1_1	g17768.t1_1
g6502.t1_1	g13453.t1_1
g6507.t2_1	g7646.t1_1
g6510.t1_1	g7643.t1_1
g6525.t1_1	g9480.t1_1
g6531.t1_1	g9075.t1_1
g6537.t1_1	g13318.t1_1
g6544.t1_1	g8863.t1_1
g6547.t1_1	g8881.t1_1
g6552.t1_1	g1388.t1_1
g6554.t2_1	g17302.t1_1
g6558.t1_1	g7625.t1_1
g6562.t5_1	g6291.t1_1
g6564.t1_1	g16817.t1_1
g6566.t1_1	g4425.t1_1
g6568.t1_1	g16062.t1_1
g6571.t1_1	g1047.t1_1
g6575.t1_1	g6542.t1_1
g6582.t1_1	g2655.t1_1
g6597.t3_1	g6413.t1_1
g6598.t1_1	g6411.t1_1
g6601.t1_1	g6591.t2_1
g6606.t1_1	g1366.t1_1
g6609.t2_1	g7186.t1_1
g6610.t1_1	g7184.t1_1
g6611.t1_1	g7183.t1_1
g6613.t1_1	g7645.t1_1
g6614.t1_1	g7644.t1_1
g6617.t1_1	g4854.t1_1
g6618.t1_1	g6323.t1_1
g6619.t1_1	g6322.t1_1
g6620.t1_1	g6320.t1_1
g6621.t1_1	g6319.t1_1
g6622.t1_1	g4921.t1_1
g6623.t1_1	g15893.t1_1
g6625.t1_1	g6378.t1_1
g6627.t1_1	g7474.t1_1
g6628.t1_1	g8838.t1_1
g6631.t1_1	g9022.t1_1
g6636.t1_1	g9130.t1_1
g6637.t4_1	g9128.t1_1
g6640.t1_1	g9126.t1_1
g6641.t1_1	g9127.t1_1
g6650.t1_1	g8882.t1_1
g6651.t1_1	g9536.t1_1
g6652.t2_1	g9537.t1_1
g6653.t1_1	g2793.t1_1
g6654.t1_1	g1389.t1_1
g6656.t1_1	g7923.t1_1
g6658.t1_1	g7412.t1_1
g6660.t1_1	g6554.t1_1
g6673.t1_1	g1397.t1_1
g6678.t1_1	g6305.t1_1
g6680.t1_1	g1402.t1_1
g6681.t1_1	g1401.t1_1
g6682.t2_1	g6295.t1_1
g6683.t1_1	g6008.t1_1
g6684.t1_1	g8790.t1_1
g6686.t1_1	g6061.t1_1
g6687.t1_1	g16188.t1_1
g6688.t1_1	g1403.t2_1
g6690.t1_1	g1412.t1_1
g6691.t1_1	g1404.t1_1
g6692.t2_1	g13480.t1_1
g6694.t1_1	g6179.t1_1
g6695.t1_1	g6193.t1_1
g6696.t1_1	g17897.t1_1
g6697.t1_1	g16036.t1_1
g6699.t1_1	g8375.t1_1
g6700.t1_1	g7585.t1_1
g6701.t1_1	g1679.t1_1
g6702.t1_1	g8648.t1_1
g6703.t1_1	g8654.t1_1
g6704.t1_1	g8426.t1_1
g6711.t2_1	g6853.t1_1
g6712.t1_1	g6852.t1_1
g6714.t1_1	g6589.t1_1
g6716.t1_1	g6886.t1_1
g6718.t1_1	g8430.t1_1
g6720.t1_1	g8431.t1_1
g6722.t1_1	g9490.t1_1
g6726.t1_1	g15739.t1_1
g6730.t1_1	g13471.t1_1
g6734.t1_1	g15737.t1_1
g6735.t2_1	g4535.t1_1
g6736.t1_1	g6410.t1_1
g6737.t2_1	g6857.t1_1
g6738.t1_1	g11820.t1_1
g6739.t1_1	g10277.t1_1
g6743.t1_1	g4920.t1_1
g6744.t1_1	g14419.t1_1
g6747.t2_1	g5383.t1_1
g6748.t1_1	g5382.t1_1
g6749.t1_1	g5183.t1_1
g6750.t1_1	g11568.t1_1
g6751.t1_1	g11536.t1_1
g6752.t1_1	g10272.t2_1
g6755.t2_1	g1725.t1_1
g6756.t1_1	g1726.t1_1
g6757.t1_1	g1728.t1_1
g6758.t1_1	g3032.t1_1
g6759.t1_1	g454.t1_1
g6760.t1_1	g455.t1_1
g6761.t1_1	g457.t1_1
g6762.t1_1	g456.t1_1
g6763.t1_1	g4596.t1_1
g6764.t1_1	g6532.t1_1
g6765.t1_1	g7149.t1_1
g6766.t1_1	g16708.t1_1
g6767.t1_1	g229.t1_1
g6769.t1_1	g7813.t1_1
g6770.t1_1	g16899.t1_1
g6771.t2_1	g16885.t1_1
g6772.t1_1	g16902.t1_1
g6773.t1_1	g16901.t1_1
g6774.t1_1	g145.t1_1
g6775.t1_1	g450.t1_1
g6778.t1_1	g3892.t1_1
g6779.t1_1	g4448.t1_1
g6780.t1_1	g6005.t1_1
g6781.t1_1	g1210.t1_1
g6782.t1_1	g16908.t1_1
g6783.t1_1	g12395.t1_1
g6784.t1_1	g8603.t1_1
g6785.t1_1	g8834.t1_1
g6786.t1_1	g8611.t1_1
g6787.t1_1	g8610.t2_1
g6788.t1_1	g8512.t1_1
g6789.t1_1	g14324.t1_1
g6790.t3_1	g9273.t1_1
g6791.t1_1	g91.t1_1
g6792.t1_1	g9376.t1_1
g6795.t2_1	g2373.t1_1
g6797.t1_1	g16447.t1_1
g6798.t1_1	g12495.t1_1
g6800.t1_1	g12497.t1_1
g6801.t1_1	g12493.t1_1
g6804.t1_1	g12486.t1_1
g6805.t2_1	g12491.t1_1
g6806.t1_1	g12484.t1_1
g6807.t1_1	g12482.t1_1
g6809.t1_1	g12479.t1_1
g6811.t1_1	g12478.t1_1
g6812.t1_1	g13541.t1_1
g6813.t1_1	g12384.t1_1
g6815.t1_1	g12380.t1_1
g6817.t1_1	g13542.t2_1
g6818.t1_1	g13543.t1_1
g6819.t2_1	g15981.t1_1
g6820.t1_1	g16312.t1_1
g6821.t2_1	g15982.t1_1
g6825.t1_1	g16507.t1_1
g6826.t2_1	g16505.t1_1
g6827.t2_1	g16026.t1_1
g6830.t1_1	g9482.t1_1
g6831.t1_1	g10305.t1_1
g6832.t1_1	g8612.t1_1
g6837.t1_1	g8758.t1_1
g6838.t1_1	g12714.t1_1
g6839.t1_1	g8833.t1_1
g6840.t1_1	g9563.t1_1
g6841.t1_1	g1043.t1_1
g6842.t1_1	g8602.t1_1
g6844.t1_1	g11747.t1_1
g6845.t1_1	g9466.t1_1
g6846.t1_1	g9283.t1_1
g6847.t1_1	g8594.t1_1
g6849.t1_1	g4086.t1_1
g6850.t1_1	g11773.t1_1
g6852.t1_1	g761.t1_1
g6853.t1_1	g759.t1_1
g6855.t1_1	g757.t1_1
g6856.t1_1	g16651.t1_1
g6857.t1_1	g6778.t1_1
g6858.t1_1	g4930.t1_1
g6859.t2_1	g5060.t1_1
g6861.t1_1	g4934.t1_1
g6862.t1_1	g4942.t1_1
g6864.t1_1	g4453.t1_1
g6866.t1_1	g4455.t1_1
g6867.t1_1	g4495.t1_1
g6868.t1_1	g10377.t1_1
g6869.t1_1	g10376.t1_1
g6870.t2_1	g10375.t1_1
g6873.t1_1	g4715.t1_1
g6874.t1_1	g4708.t1_1
g6876.t1_1	g4428.t1_1
g6877.t1_1	g4427.t1_1
g6878.t1_1	g4426.t1_1
g6879.t1_1	g4421.t1_1
g6880.t1_1	g4420.t1_1
g6881.t1_1	g5617.t1_1
g6882.t1_1	g12525.t1_1
g6883.t1_1	g12524.t1_1
g6884.t2_1	g7304.t1_1
g6887.t1_1	g5554.t1_1
g6888.t1_1	g4923.t1_1
g6889.t1_1	g5767.t1_1
g6893.t1_1	g5673.t1_1
g6896.t1_1	g13561.t1_1
g6897.t1_1	g1236.t1_1
g6898.t1_1	g16178.t1_1
g6900.t1_1	g15983.t2_1
g6903.t1_1	g12436.t1_1
g6904.t1_1	g9547.t1_1
g6905.t1_1	g9388.t1_1
g6906.t2_1	g8883.t1_1
g6907.t2_1	g9382.t1_1
g6908.t1_1	g8973.t1_1
g6909.t1_1	g8781.t1_1
g6910.t1_1	g9133.t1_1
g6913.t1_1	g9132.t1_1
g6916.t1_1	g9379.t1_1
g6917.t1_1	g9381.t1_1
g6918.t1_1	g4345.t1_1
g6919.t1_1	g8712.t1_1
g6920.t1_1	g8678.t1_1
g6921.t1_1	g8622.t1_1
g6923.t1_1	g11596.t1_1
g6924.t1_1	g8285.t1_1
g6925.t1_1	g8284.t1_1
g6926.t1_1	g8280.t1_1
g6927.t1_1	g8279.t1_1
g6928.t1_1	g7298.t1_1
g6933.t1_1	g6453.t1_1
g6934.t1_1	g6454.t3_1
g6935.t1_1	g6461.t1_1
g6936.t1_1	g6459.t1_1
g6938.t1_1	g8275.t1_1
g6939.t1_1	g15665.t1_1
g6940.t1_1	g8272.t1_1
g6942.t1_1	g8271.t1_1
g6944.t1_1	g8277.t1_1
g6949.t1_1	g8283.t1_1
g6950.t1_1	g8273.t1_1
g6951.t1_1	g8527.t1_1
g6956.t1_1	g9393.t1_1
g6957.t1_1	g8796.t1_1
g6958.t2_1	g8905.t1_1
g6959.t1_1	g8902.t1_1
g6962.t1_1	g8916.t1_1
g6963.t1_1	g9307.t1_1
g6964.t1_1	g9306.t1_1
g6965.t1_1	g9332.t1_1
g6966.t1_1	g9410.t1_1
g6967.t1_1	g14593.t1_1
g6968.t1_1	g9451.t1_1
g6969.t1_1	g8615.t1_1
g6971.t1_1	g17209.t1_1
g6973.t1_1	g17615.t2_1
g6974.t1_1	g8847.t1_1
g6975.t1_1	g6076.t1_1
g6976.t1_1	g10734.t1_1
g6977.t1_1	g9202.t1_1
g6978.t1_1	g8817.t2_1
g6980.t1_1	g8621.t1_1
g6982.t1_1	g765.t1_1
g6983.t1_1	g766.t1_1
g6984.t1_1	g9579.t1_1
g6986.t1_1	g9617.t1_1
g6987.t1_1	g9574.t1_1
g6989.t1_1	g9343.t1_1
g6990.t1_1	g9342.t1_1
g6991.t1_1	g9350.t1_1
g6992.t1_1	g9349.t1_1
g6993.t1_1	g9348.t1_1
g6994.t1_1	g12781.t1_1
g6995.t1_1	g13204.t1_1
g6996.t1_1	g7459.t1_1
g6997.t1_1	g6460.t1_1
g6999.t1_1	g12860.t1_1
g7000.t2_1	g12862.t1_1
g7001.t1_1	g9193.t1_1
g7003.t1_1	g13252.t1_1
g7004.t1_1	g13138.t1_1
g7005.t2_1	g13137.t1_1
g7006.t2_1	g12863.t1_1
g7008.t1_1	g9108.t1_1
g7009.t1_1	g9121.t1_1
g7010.t1_1	g8715.t1_1
g7011.t1_1	g8716.t1_1
g7012.t1_1	g17357.t1_1
g7027.t2_1	g8732.t2_1
g7028.t2_1	g8842.t3_1
g7031.t3_1	g8841.t1_1
g7032.t1_1	g7406.t1_1
g7033.t1_1	g7524.t1_1
g7039.t1_1	g7701.t1_1
g7041.t1_1	g7703.t1_1
g7045.t1_1	g1724.t1_1
g7049.t1_1	g7507.t1_1
g7050.t1_1	g7506.t1_1
g7051.t1_1	g13329.t1_1
g7052.t1_1	g13147.t1_1
g7054.t1_1	g13144.t2_1
g7057.t1_1	g12534.t1_1
g7058.t1_1	g12078.t1_1
g7059.t1_1	g195.t1_1
g7063.t2_1	g13559.t1_1
g7064.t1_1	g13558.t1_1
g7072.t1_1	g12184.t1_1
g7073.t1_1	g7706.t1_1
g7080.t1_1	g13145.t1_1
g7081.t1_1	g1390.t1_1
g7087.t1_1	g13557.t1_1
g7088.t1_1	g12790.t1_1
g7091.t1_1	g12788.t1_1
g7092.t1_1	g12183.t1_1
g7094.t1_1	g12809.t2_1
g7095.t1_1	g10313.t1_1
g7096.t2_1	g12164.t1_1
g7097.t1_1	g12808.t1_1
g7098.t1_1	g12792.t1_1
g7099.t1_1	g12163.t1_1
g7100.t1_1	g12161.t1_1
g7102.t1_1	g12160.t1_1
g7103.t1_1	g5469.t1_1
g7104.t1_1	g12475.t1_1
g7105.t1_1	g12476.t1_1
g7107.t2_1	g8700.t1_1
g7108.t2_1	g8614.t1_1
g7109.t1_1	g9280.t1_1
g7110.t1_1	g9545.t1_1
g7111.t1_1	g8613.t1_1
g7114.t2_1	g12079.t1_1
g7115.t1_1	g13567.t1_1
g7116.t1_1	g12625.t1_1
g7117.t1_1	g13169.t1_1
g7118.t1_1	g13300.t1_1
g7121.t1_1	g13203.t1_1
g7122.t1_1	g4699.t1_1
g7123.t2_1	g12077.t1_1
g7124.t1_1	g12076.t1_1
g7125.t1_1	g12075.t1_1
g7126.t1_1	g12074.t1_1
g7127.t1_1	g12073.t1_1
g7128.t1_1	g12072.t1_1
g7129.t1_1	g12071.t1_1
g7130.t1_1	g12069.t1_1
g7131.t1_1	g12070.t1_1
g7132.t1_1	g12068.t1_1
g7136.t1_1	g12780.t1_1
g7137.t1_1	g13719.t1_1
g7140.t1_1	g16754.t1_1
g7141.t1_1	g12159.t1_1
g7142.t1_1	g13718.t1_1
g7143.t1_1	g12474.t1_1
g7145.t1_1	g12473.t1_1
g7146.t1_1	g12477.t1_1
g7148.t1_1	g13544.t1_1
g7149.t1_1	g9514.t1_1
g7150.t1_1	g9010.t1_1
g7152.t1_1	g15977.t1_1
g7155.t1_1	g9007.t1_1
g7156.t1_1	g15980.t1_1
g7711.t1_1	g13059.t1_1
g7713.t1_1	g13058.t1_1
g7714.t1_1	g12241.t1_1
g7715.t1_1	g12948.t1_1
g7716.t1_1	g13627.t1_1
g7717.t2_1	g12141.t1_1
g7718.t1_1	g12140.t1_1
g7719.t1_1	g950.t1_1
g7720.t1_1	g951.t1_1
g7721.t2_1	g7869.t1_1
g7722.t1_1	g4236.t1_1
g7723.t2_1	g6630.t1_1
g7725.t5_1	g2541.t1_1
g7726.t2_1	g6372.t1_1
g7727.t1_1	g6374.t1_1
g7728.t1_1	g949.t1_1
g7729.t1_1	g6629.t1_1
g7730.t1_1	g2749.t2_1
g7732.t1_1	g10138.t1_1
g7733.t1_1	g13624.t1_1
g7734.t1_1	g9895.t1_1
g7735.t1_1	g10304.t1_1
g7736.t1_1	g13626.t1_1
g7737.t3_1	g12127.t2_1
g7738.t1_1	g7053.t1_1
g7739.t1_1	g7054.t1_1
g7740.t1_1	g4630.t1_1
g7741.t1_1	g5398.t1_1
g7742.t1_1	g5152.t1_1
g7744.t1_1	g2253.t1_1
g7745.t1_1	g2296.t1_1
g7746.t1_1	g3610.t1_1
g7748.t1_1	g2260.t1_1
g7750.t1_1	g2257.t1_1
g7751.t1_1	g2256.t1_1
g7752.t1_1	g2254.t1_1
g7753.t1_1	g2255.t1_1
g7755.t1_1	g5864.t1_1
g7756.t1_1	g138.t1_1
g7758.t1_1	g18019.t1_1
g7760.t1_1	g139.t1_1
g7761.t1_1	g13191.t1_1
g7762.t2_1	g13213.t1_1
g7764.t2_1	g13483.t1_1
g7765.t1_1	g13484.t1_1
g7766.t1_1	g14701.t1_1
g7767.t2_1	g12660.t1_1
g7768.t1_1	g12659.t1_1
g7769.t1_1	g5806.t2_1
g7770.t2_1	g12375.t1_1
g7771.t1_1	g12733.t1_1
g7772.t1_1	g13104.t1_1
g7773.t1_1	g13103.t1_1
g7774.t3_1	g12634.t1_1
g7775.t1_1	g12635.t2_1
g7781.t1_1	g8216.t1_1
g7782.t2_1	g3991.t1_1
g7783.t1_1	g7020.t1_1
g7784.t1_1	g7966.t1_1
g7785.t1_1	g8218.t1_1
g7787.t1_1	g8071.t1_1
g7788.t1_1	g7794.t1_1
g7790.t1_1	g13850.t1_1
g7792.t1_1	g14634.t1_1
g7793.t1_1	g15234.t1_1
g7794.t1_1	g14454.t1_1
g7795.t1_1	g14633.t1_1
g7796.t1_1	g2591.t1_1
g7797.t1_1	g15643.t1_1
g7798.t1_1	g6851.t1_1
g7799.t1_1	g14737.t1_1
g7806.t1_1	g13849.t1_1
g7807.t1_1	g7741.t1_1
g7812.t1_1	g14451.t1_1
g7813.t1_1	g14452.t1_1
g7815.t1_1	g14645.t1_1
g7816.t1_1	g13091.t1_1
g7817.t1_1	g13077.t1_1
g7818.t1_1	g13072.t1_1
g7819.t1_1	g13071.t1_1
g7820.t1_1	g13070.t1_1
g7821.t1_1	g13065.t1_1
g7822.t2_1	g4064.t1_1
g7823.t1_1	g4161.t1_1
g7829.t1_1	g2559.t1_1
g7830.t2_1	g2558.t1_1
g7831.t1_1	g3506.t1_1
g7832.t2_1	g7055.t1_1
g7833.t2_1	g7056.t1_1
g7836.t1_1	g6795.t1_1
g7837.t1_1	g12081.t1_1
g7844.t1_1	g1960.t1_1
g7846.t1_1	g13581.t1_1
g7847.t1_1	g13588.t1_1
g7848.t1_1	g2320.t1_1
g7849.t1_1	g12388.t1_1
g7850.t1_1	g12389.t1_1
g7851.t1_1	g12893.t1_1
g7853.t3_1	g12894.t1_1
g7854.t1_1	g12895.t1_1
g7856.t1_1	g13200.t1_1
g7857.t1_1	g12810.t1_1
g7859.t1_1	g12807.t1_1
g7860.t1_1	g12804.t1_1
g7861.t1_1	g12858.t2_1
g7877.t1_1	g2428.t1_1
g7878.t1_1	g2430.t1_1
g7879.t1_1	g2429.t1_1
g7881.t1_1	g2434.t1_1
g7883.t1_1	g2436.t1_1
g7884.t1_1	g2414.t1_1
g7885.t1_1	g4027.t1_1
g7886.t1_1	g4026.t1_1
g7888.t3_1	g13470.t1_1
g7889.t1_1	g13468.t1_1
g7890.t1_1	g13651.t1_1
g7891.t1_1	g12814.t2_1
g7892.t1_1	g12813.t1_1
g7893.t1_1	g12812.t1_1
g7896.t1_1	g13344.t1_1
g7897.t1_1	g16887.t1_1
g7898.t1_1	g16889.t1_1
g7901.t2_1	g13425.t2_1
g7902.t1_1	g13345.t1_1
g7903.t1_1	g9886.t1_1
g7905.t1_1	g11838.t1_1
g7914.t2_1	g114.t1_1
g7915.t1_1	g714.t1_1
g7916.t2_1	g712.t1_1
g7917.t1_1	g115.t1_1
g7920.t2_1	g15287.t1_1
g7921.t1_1	g12254.t1_1
g7922.t1_1	g3551.t1_1
g7923.t1_1	g3550.t1_1
g7924.t1_1	g2996.t2_1
g7925.t1_1	g5451.t1_1
g7931.t1_1	g5450.t1_1
g7932.t1_1	g5442.t1_1
g7933.t1_1	g150.t1_1
g7936.t1_1	g16155.t1_1
g7938.t1_1	g935.t1_1
g7939.t1_1	g16305.t1_1
g7940.t2_1	g170.t2_1
g7941.t1_1	g3378.t1_1
g7942.t1_1	g1571.t1_1
g7944.t2_1	g1569.t1_1
g7945.t1_1	g1566.t1_1
g7946.t2_1	g1567.t1_1
g7947.t1_1	g16491.t1_1
g7948.t1_1	g16058.t1_1
g7951.t1_1	g16737.t2_1
g7952.t1_1	g16060.t1_1
g7953.t1_1	g134.t1_1
g7954.t2_1	g2737.t1_1
g7955.t1_1	g2738.t1_1
g7958.t2_1	g2744.t1_1
g7959.t1_1	g2745.t1_1
g7960.t1_1	g131.t1_1
g7961.t1_1	g132.t3_1
g7965.t1_1	g133.t1_1
g7966.t1_1	g141.t1_1
g7967.t1_1	g168.t1_1
g7968.t1_1	g3417.t1_1
g7970.t1_1	g3764.t1_1
g7971.t1_1	g3422.t1_1
g7972.t1_1	g250.t1_1
g7973.t1_1	g3618.t1_1
g7974.t2_1	g3572.t1_1
g7976.t1_1	g1396.t1_1
g7977.t1_1	g3565.t1_1
g7978.t1_1	g3570.t1_1
g7979.t3_1	g1395.t1_1
g7980.t1_1	g14971.t1_1
g7981.t2_1	g13098.t1_1
g7982.t1_1	g13099.t1_1
g7983.t1_1	g16398.t1_1
g7985.t1_1	g3503.t1_1
g7988.t1_1	g710.t1_1
g7990.t1_1	g1722.t1_1
g7991.t1_1	g835.t1_1
g7993.t2_1	g1717.t1_1
g7994.t1_1	g1715.t1_1
g7995.t3_1	g1712.t1_1
g7996.t1_1	g711.t1_1
g7997.t2_1	g13343.t1_1
g7998.t1_1	g13342.t1_1
g7999.t1_1	g15432.t1_1
g8000.t1_1	g15430.t1_1
g8001.t1_1	g15429.t1_1
g8002.t1_1	g13873.t1_1
g8003.t2_1	g15422.t1_1
g8004.t1_1	g15425.t1_1
g8005.t1_1	g15427.t1_1
g8007.t1_1	g15428.t1_1
g8011.t1_1	g15040.t2_1
g8012.t1_1	g13269.t1_1
g8013.t1_1	g14298.t1_1
g8014.t1_1	g14008.t1_1
g8015.t2_1	g14602.t1_1
g8016.t1_1	g14174.t1_1
g8017.t1_1	g14175.t1_1
g8018.t1_1	g1744.t1_1
g8019.t1_1	g14176.t1_1
g8020.t1_1	g15438.t1_1
g8023.t1_1	g15445.t1_1
g8024.t1_1	g15447.t1_1
g8025.t1_1	g12271.t1_1
g8026.t1_1	g8579.t1_1
g8027.t1_1	g3210.t1_1
g8029.t1_1	g3216.t1_1
g8030.t1_1	g4397.t1_1
g8031.t1_1	g4061.t1_1
g8033.t1_1	g4399.t1_1
g8034.t1_1	g4401.t1_1
g8035.t2_1	g4400.t1_1
g8036.t1_1	g3217.t1_1
g8037.t1_1	g3218.t1_1
g8038.t1_1	g3220.t1_1
g8039.t2_1	g3221.t1_1
g8040.t1_1	g364.t1_1
g8042.t1_1	g1050.t1_1
g8043.t1_1	g3488.t1_1
g8044.t1_1	g1733.t1_1
g8045.t1_1	g6794.t1_1
g8046.t1_1	g6904.t2_1
g8047.t1_1	g6906.t1_1
g8048.t1_1	g6907.t1_1
g8049.t1_1	g6911.t1_1
g8050.t2_1	g6913.t1_1
g8052.t1_1	g7694.t1_1
g8053.t1_1	g7584.t1_1
g8054.t1_1	g8087.t1_1
g8055.t1_1	g10969.t1_1
g8056.t1_1	g7863.t2_1
g8057.t1_1	g7856.t1_1
g8058.t1_1	g5536.t1_1
g8060.t1_1	g5106.t2_1
g8061.t1_1	g5100.t1_1
g8062.t1_1	g5486.t1_1
g8063.t1_1	g4840.t1_1
g8064.t1_1	g5564.t1_1
g8065.t1_1	g4839.t1_1
g8066.t1_1	g4836.t1_1
g8067.t1_1	g4467.t1_1
g8068.t1_1	g4468.t1_1
g8069.t1_1	g6027.t1_1
g8070.t2_1	g4845.t1_1
g8072.t1_1	g4846.t1_1
g8073.t1_1	g4847.t1_1
g8075.t1_1	g5462.t1_1
g8076.t1_1	g12413.t1_1
g8079.t1_1	g12418.t1_1
g8080.t1_1	g3424.t1_1
g8081.t2_1	g3246.t1_1
g8082.t1_1	g3423.t1_1
g8085.t1_1	g17263.t1_1
g8086.t1_1	g12313.t1_1
g8088.t1_1	g12311.t1_1
g8089.t1_1	g12309.t1_1
g8090.t11_1	g13509.t4_1
g8092.t1_1	g4176.t1_1
g8093.t1_1	g1393.t1_1
g8094.t1_1	g2545.t1_1
g8096.t1_1	g17607.t1_1
g8097.t1_1	g3355.t1_1
g8098.t1_1	g2544.t1_1
g8099.t1_1	g7177.t1_1
g8101.t1_1	g4282.t1_1
g8104.t2_1	g4290.t1_1
g8106.t1_1	g4286.t1_1
g8107.t1_1	g4285.t1_1
g8108.t1_1	g4284.t2_1
g8109.t1_1	g5400.t1_1
g8110.t1_1	g5401.t1_1
g8113.t1_1	g5410.t1_1
g8114.t1_1	g5411.t1_1
g8117.t1_1	g5432.t1_1
g8118.t1_1	g5434.t1_1
g8119.t1_1	g11310.t1_1
g8120.t1_1	g5435.t1_1
g8121.t1_1	g5436.t1_1
g8122.t1_1	g12411.t1_1
g8123.t1_1	g12420.t1_1
g8124.t2_1	g12419.t1_1
g8125.t2_1	g12407.t2_1
g8126.t1_1	g12406.t1_1
g8127.t2_1	g3724.t1_1
g8128.t1_1	g11051.t1_1
g8129.t1_1	g2484.t1_1
g8130.t1_1	g5563.t1_1
g8131.t1_1	g3245.t1_1
g8132.t1_1	g13118.t1_1
g8133.t1_1	g4001.t2_1
g8135.t1_1	g4010.t1_1
g8136.t1_1	g4013.t1_1
g8146.t1_1	g4029.t1_1
g8147.t1_1	g4031.t1_1
g8148.t1_1	g4032.t1_1
g8149.t1_1	g4038.t1_1
g8150.t2_1	g4039.t1_1
g8151.t1_1	g4041.t1_1
g8152.t2_1	g4171.t1_1
g8155.t2_1	g4175.t1_1
g8156.t1_1	g10140.t1_1
g8157.t1_1	g3552.t1_1
g8158.t1_1	g4599.t1_1
g8159.t1_1	g3649.t1_1
g8160.t1_1	g3651.t1_1
g8163.t1_1	g1775.t1_1
g8165.t1_1	g9923.t1_1
g8167.t1_1	g2536.t1_1
g8168.t1_1	g11633.t1_1
g8169.t1_1	g9871.t1_1
g8170.t1_1	g11634.t1_1
g8171.t1_1	g1560.t1_1
g8172.t1_1	g1561.t1_1
g8173.t1_1	g1562.t1_1
g8174.t2_1	g1563.t1_1
g8175.t1_1	g1612.t1_1
g8176.t1_1	g502.t1_1
g8177.t1_1	g11431.t1_1
g8178.t1_1	g12727.t1_1
g8179.t1_1	g16259.t1_1
g8189.t3_1	g3592.t1_1
g8190.t1_1	g17684.t1_1
g8191.t1_1	g3590.t1_1
g8192.t1_1	g3384.t1_1
g8193.t1_1	g3385.t1_1
g8194.t1_1	g3958.t1_1
g8195.t1_1	g16434.t1_1
g8198.t1_1	g16580.t1_1
g8199.t1_1	g16581.t1_1
g8200.t1_1	g3593.t1_1
g8201.t1_1	g3598.t1_1
g8202.t1_1	g118.t1_1
g8203.t1_1	g3625.t1_1
g8204.t1_1	g17930.t1_1
g8205.t1_1	g13619.t1_1
g8206.t1_1	g13649.t1_1
g8207.t1_1	g13476.t1_1
g8208.t1_1	g13478.t2_1
g8210.t2_1	g12656.t1_1
g8211.t1_1	g13102.t1_1
g8212.t1_1	g13265.t1_1
g8213.t1_1	g13267.t1_1
g8214.t1_1	g16999.t1_1
g8215.t1_1	g13023.t1_1
g8216.t1_1	g13209.t1_1
g8217.t1_1	g13210.t1_1
g8218.t1_1	g13211.t1_1
g8219.t1_1	g13212.t1_1
g8220.t1_1	g3876.t1_1
g8221.t1_1	g13207.t1_1
g8222.t2_1	g17207.t1_1
g8223.t1_1	g15433.t1_1
g8224.t1_1	g13352.t1_1
g8227.t1_1	g13331.t1_1
g8229.t1_1	g2713.t1_1
g8230.t2_1	g2714.t1_1
g8231.t4_1	g3090.t1_1
g8232.t1_1	g12738.t1_1
g8233.t1_1	g3089.t1_1
g8236.t1_1	g1844.t1_1
g8237.t1_1	g16382.t1_1
g8238.t1_1	g16004.t2_1
g8239.t2_1	g17738.t1_1
g8240.t2_1	g13311.t1_1
g8242.t2_1	g12736.t1_1
g8243.t1_1	g12737.t1_1
g8244.t1_1	g2983.t1_1
