focal_species	other_species	ortholog_number	focal_transcript	other_transcript	dN	dS	dN/dS	focal_gene_ID	LFC_abdomen	FDR_pval_abdomen	LFC_head+thorax	FDR_pval_head+thorax	level_most_dist_ortholog	orthogroup_ID	positive_selection
C_maculatus	B_siliquastri	2127	g11312.t1	BRAKERILHT00000002527	0.078	0.9096	0.08575197889182058	g11312	-0.614202110712727	0.0007748346473554	0.939418673182322	8.3355814631435e-07	4	1780	True
C_maculatus	B_siliquastri	7741	g9607.t1	BRAKERILHT00000015529	0.0264	0.7182	0.03675856307435255	g9607	0.773476620607418	6.477177977423419e-11	0.174528178449432	0.275206205269796	5	6514	False
C_maculatus	B_siliquastri	3921	g13040.t1	BRAKERILHT00000007263	0.0741	0.9136	0.0811077057793345	g13040	-1.39290106467268	3.51491207618098e-17	-0.802249797893492	2.52197944835541e-06	5	7232	True
C_maculatus	B_siliquastri	4472	g5009.t1	BRAKERILHT00000008257	0.0882	0.7476	0.11797752808988764	g5009	-2.70712794607343	6.944535840052209e-26	-0.983861631092081	3.11684264020665e-05	3	2486	False
C_maculatus	B_siliquastri	1214	g3569.t1	BRAKERILHT00000004447	0.0914	0.7186	0.12719176175897579	g3569	-0.0957951441161999	0.53341066520597	0.28477337678612	0.21372916253687	5	1258	False
C_maculatus	B_siliquastri	3162	g8878.t2	BRAKERILHT00000006240	0.0201	0.4515	0.04451827242524917	g8878	-0.366499341052791	0.0052769268196702	-0.251743827293719	0.145672352048788	5	5226	False
C_maculatus	B_siliquastri	6704	g13719.t1	BRAKERILHT00000013144	0.0325	0.554	0.05866425992779783	g13719	1.00703075311213	0.003314911754544	0.163452067876701	0.711071732021733	5	3872	False
C_maculatus	B_siliquastri	1251	g11938.t1	BRAKERILHT00000002488	0.154	0.6957	0.22135978151502084	g11938	1.36502611493802	5.30647454681287e-26	0.876768837107204	3.8815782660851103e-10	5	1174	False
C_maculatus	B_siliquastri	3964	g11112.t1	BRAKERILHT00000006633	0.017	0.5808	0.029269972451790638	g11112	0.808158802776131	6.35942944308335e-05	0.796145823599347	9.6874272074039e-05	5	2195	True
C_maculatus	B_siliquastri	3127	g8921.t1	BRAKERILHT00000005541	0.0061	0.4369	0.013962005035477227	g8921	-1.60484851171006	3.13549225744873e-06	-0.672205932191407	0.0025589300920496	5	5153	False
C_maculatus	B_siliquastri	6390	g10387.t1	BRAKERILHT00000010810	0.0565	0.738	0.07655826558265583	g10387	0.675071810437939	1.3191186076872899e-18	0.217399689216098	0.0169451295287385	5	38	True
C_maculatus	B_siliquastri	1680	g11785.t1	BRAKERILHT00000004222	0.0113	0.5608	0.02014978601997147	g11785	0.536611993551041	0.0079335800257579	-0.239551874107118	0.343166161207546	5	1384	False
C_maculatus	B_siliquastri	3999	g13152.t1	BRAKERILHT00000006812	0.0624	0.6155	0.10138099106417546	g13152	0.893605115133759	4.14566330297074e-15	0.186514751926437	0.172550086630668	5	2284	True
C_maculatus	B_siliquastri	6328	g9931.t1	BRAKERILHT00000010773	0.0266	0.547	0.04862888482632541	g9931	0.390919877702827	0.015056035885721	-0.456684986607148	0.0096862792770479	4	497	False
C_maculatus	B_siliquastri	1638	g11358.t1	BRAKERILHT00000003906	0.0212	0.944	0.022457627118644068	g11358	-0.743763490264625	0.040019833884098	-0.641540662146246	0.0753876378730642	5	7175	False
C_maculatus	B_siliquastri	102	g1150.t1	BRAKERILHT00000001553	0.0909	1.0212	0.0890129259694477	g1150	4.649947319264	2.8624988164118797e-56	3.88270336932118	1.61160755809814e-29	5	3041	True
C_maculatus	B_siliquastri	2999	g8210.t2	BRAKERILHT00000005211	0.0226	0.6292	0.03591862682771774	g8210	-2.15060726627891	0.0015340802231299	-0.671683177618545	0.22747363970998	5	5560	False
C_maculatus	B_siliquastri	8555	g2090.t1	BRAKERILHT00000016787	0.0162	0.7764	0.02086553323029366	g2090	2.28878324496478	6.19564768847451e-27	-0.469821314904143	0.200047245699182	4	6950	False
C_maculatus	B_siliquastri	941	g255.t1	BRAKERILHT00000001402	0.0106	0.6803	0.015581361164192268	g255	1.93608412109927	3.61817568795741e-35	1.06160888365753	3.26370146753402e-10	5	3512	False
C_maculatus	B_siliquastri	8184	g5127.t1	BRAKERILHT00000015166	0.0633	1.0633	0.05953164676008652	g5127	-1.5932560613863	8.22801687016953e-16	-0.410289397002583	0.0393077979511694	4	6376	False
C_maculatus	B_siliquastri	147	g831.t2	BRAKERILHT00000000213	0.0385	0.722	0.053324099722991694	g831	1.02570387028182	3.539280337247e-09	-1.39316840062163	1.82212672031436e-16	5	2934	True
C_maculatus	B_siliquastri	904	g360.t2	BRAKERILHT00000000601	0.028	0.5282	0.05301022340022719	g360	0.243965217316852	0.011056924377569	-0.212867813646173	0.0482600108785673	5	3343	False
C_maculatus	B_siliquastri	8982	g3364.t1	BRAKERILHT00000015815	0.0367	0.7001	0.05242108270247108	g3364	1.78059271258348	5.17767780482392e-39	0.85524155738521	3.2875456538491602e-09	5	6746	False
C_maculatus	B_siliquastri	7328	g4504.t1	BRAKERILHT00000012460	0.0221	0.7458	0.02963260927862698	g4504	0.604292904239866	0.001226859060397	0.28333595823446	0.200540870879848	5	4207	False
C_maculatus	B_siliquastri	596	g519.t1	BRAKERILHT00000001954	0.0987	1.2546	0.07867049258727882	g519	1.30160185202114	2.31589481648094e-08	0.23193162808319	0.413634629972399	5	2832	True
C_maculatus	B_siliquastri	2263	g12533.t1	BRAKERILHT00000005479	0.0522	0.7996	0.06528264132066033	g12533	3.63900905239226	3.45921984104818e-08	0.119074838794415	0.903036318326312	4	5907	False
C_maculatus	B_siliquastri	5773	g10520.t1	BRAKERILHT00000012256	0.0296	0.6991	0.04234015162351595	g10520	4.34573994030616	8.03712655079254e-87	1.98784939141912	6.509272351881691e-17	5	354	False
C_maculatus	B_siliquastri	7897	g14060.t1	BRAKERILHT00000014499	0.0108	0.7921	0.01363464209064512	g14060	0.628851630145415	1.73388589470254e-06	-0.0989581393717467	0.555502159140754	5	6549	True
C_maculatus	B_siliquastri	2226	g12328.t1	BRAKERILHT00000004382	0.0079	0.4833	0.016345954893440928	g12328	1.9778298402516	3.40791920022163e-33	-0.0479977335579834	0.827419836024506	5	1860	False
C_maculatus	B_siliquastri	7091	g4657.t1	BRAKERILHT00000013890	0.1295	0.8667	0.14941733010268834	g4657	-0.022573015195745	0.891366150654744	-0.89323391882808	1.69528879236676e-08	5	4059	False
C_maculatus	B_siliquastri	6897	g3744.t1	BRAKERILHT00000013605	0.0759	0.7734	0.09813809154383242	g3744	2.05414195852647	8.71565012075198e-19	0.872340110731838	0.000476011777574	5	3934	False
C_maculatus	B_siliquastri	3263	g9067.t1	BRAKERILHT00000005032	0.0517	0.8785	0.05885031303357997	g9067	0.64487713931553	1.71151556873211e-08	-0.103713965139016	0.501510973694022	5	5334	True
C_maculatus	B_siliquastri	6405	g9687.t1	BRAKERILHT00000012341	0.0144	1.2738	0.011304757418747055	g9687	-1.00389484019381	1.32001826175047e-08	-0.364227503813213	0.0671555747814761	5	727	False
C_maculatus	B_siliquastri	4773	g5913.t1	BRAKERILHT00000009368	0.0848	0.782	0.10843989769820972	g5913	-0.523460226548265	0.0003568149561185	-0.289797195494392	0.071342716198031	4	4480	False
C_maculatus	B_siliquastri	1115	g11863.t1	BRAKERILHT00000003491	0.0103	0.4668	0.022065124250214226	g11863	1.4926209712916	2.1714228594760202e-35	0.0841158910667684	0.588140993788392	5	1532	False
C_maculatus	B_siliquastri	1581	g5648.t1	BRAKERILHT00000004044	0.1083	0.9055	0.11960242959690778	g5648	1.30372259001838	8.439981813287161e-17	-0.148500921449036	0.4374039064164	5	1230	False
C_maculatus	B_siliquastri	3226	g8993.t1	BRAKERILHT00000005975	0.0558	0.7445	0.07494963062458025	g8993	-1.70937666516847	2.78333148939873e-25	-0.0546977234814074	0.800613781744114	4	5289	False
C_maculatus	B_siliquastri	1913	g7707.t2	BRAKERILHT00000004370	0.025	0.68	0.03676470588235294	g7707	-1.39437810634297	7.39029178852252e-07	-1.57134594262057	0.0003040132388805	3	1567	False
C_maculatus	B_siliquastri	1150	g11570.t1	BRAKERILHT00000003256	0.0305	0.7256	0.04203417861080485	g11570	1.17878515342994	3.40667897659084e-11	0.382140866945415	0.096006727821228	5	1455	False
C_maculatus	B_siliquastri	4736	g5865.t1	BRAKERILHT00000009690	0.0027	0.7328	0.003684497816593887	g5865	1.09990984003365	2.15123917850385e-17	0.034821067246127	0.856063851028552	5	4550	False
C_maculatus	B_siliquastri	1605	g7660.t1	BRAKERILHT00000002218	0.0091	0.7372	0.01234400434074878	g7660	0.164874920141268	0.220882196467985	0.29831775383934	0.0464735650997595	5	1675	False
C_maculatus	B_siliquastri	4063	g13329.t1	BRAKERILHT00000008211	0.0225	0.614	0.03664495114006515	g13329	0.412794076755267	1.27417989175999e-08	0.388790724411283	5.46050036957854e-06	5	2373	False
C_maculatus	B_siliquastri	6315	g9944.t1	BRAKERILHT00000011045	0.0006	0.5913	0.0010147133434804665	g9944	-3.28323480541977	2.82028906970149e-05	-0.81466361363939	0.0003588839546344	5	487	True
C_maculatus	B_siliquastri	4820	g6764.t1	BRAKERILHT00000008874	0.0784	0.6396	0.12257661038148844	g6764	0.871572022952406	1.19480265133684e-16	-0.183604112711638	0.171267004151894	5	5033	False
C_maculatus	B_siliquastri	6781	g3700.t1	BRAKERILHT00000013487	0.0124	0.5047	0.024569050921339406	g3700	1.19411469622888	2.42635152316938e-25	0.293574675151182	0.0285201303353394	5	3650	False
C_maculatus	B_siliquastri	1291	g11989.t1	BRAKERILHT00000003079	0.0486	0.5193	0.09358752166377816	g11989	1.03205619315979	1.02015414085374e-10	0.324709440784473	0.0777425250599175	5	1237	False
C_maculatus	B_siliquastri	4026	g13185.t1	BRAKERILHT00000007854	0.1351	0.965	0.14	g13185	-0.819241560264706	1.73203416141068e-14	-0.440095579623041	0.0001187747677589	4	2405	False
C_maculatus	B_siliquastri	1640	g11355.t1	BRAKERILHT00000002740	0.1129	0.9384	0.12031116794543904	g11355	0.487687280817697	0.0283622324617286	0.199871966155997	0.477947872571032	5	1661	True
C_maculatus	B_siliquastri	4865	g6592.t1	BRAKERILHT00000010378	0.0372	0.7333	0.05072957861720987	g6592	0.704440228865923	0.0089119695807763	0.325259423993435	0.327886738399235	5	4914	True
C_maculatus	B_siliquastri	3536	g2697.t1	BRAKERILHT00000006650	0.0287	0.4878	0.05883558835588356	g2697	0.851507511065089	3.43959818322407e-20	0.0923278003673597	0.468721779550397	5	2712	False
C_maculatus	B_siliquastri	6350	g9907.t1	BRAKERILHT00000012161	0.047	0.6938	0.06774286537907179	g9907	-2.67050812390725	1.75980987804696e-22	-0.47554479798284	0.132489743715436	5	514	True
C_maculatus	B_siliquastri	5820	g10599.t2	BRAKERILHT00000012220	0.0799	0.6098	0.13102656608724172	g10599	1.96017437187884	4.98846210805846e-18	0.201741573366402	0.614011462625874	5	186	False
C_maculatus	B_siliquastri	2573	g12483.t1	BRAKERILHT00000004834	0.0962	1.3043	0.07375603772138312	g12483	-3.75001220379917	6.090790976274539e-11	0.0504750660350786	0.962025122620952	4	5798	False
C_maculatus	B_siliquastri	939	g258.t1	BRAKERILHT00000000648	0.0609	0.8008	0.07604895104895106	g258	0.216778783792777	0.0765207940574147	0.0552081028038442	0.741004539244323	5	3514	False
C_maculatus	B_siliquastri	7350	g4476.t1	BRAKERILHT00000012655	0.0233	0.7036	0.03311540648095509	g4476	-0.703167254740119	8.9665292096146e-05	-0.254099386098917	0.215370470364425	5	4227	False
C_maculatus	B_siliquastri	2536	g7945.t1	BRAKERILHT00000005856	0.0385	0.464	0.08297413793103448	g7945	-6.12324091402347	8.1845041155998205e-25	-0.231007843611095	0.772981135107989	5	5968	True
C_maculatus	B_siliquastri	5865	g10831.t1	BRAKERILHT00000011268	0.0642	0.8158	0.07869575876440303	g10831	2.66912633997325	2.40139223845109e-32	-0.138377197910629	0.620229858072845	5	573	False
C_maculatus	B_siliquastri	8200	g13729.t1	BRAKERILHT00000014956	0.0836	0.6763	0.12361378086647937	g13729	-1.76152865833816	5.96260363722248e-05	4.12899198255801	0.0210940051975284	4	7092	False
C_maculatus	B_siliquastri	7438	g4810.t1	BRAKERILHT00000013344	0.0394	0.855	0.04608187134502924	g4810	-7.23991035866614	1.09696447927234e-87	-1.04775684861084	0.0002070867206509	5	3999	False
C_maculatus	B_siliquastri	1128	g11836.t1	BRAKERILHT00000004138	0.0542	0.5418	0.10003691399040236	g11836	2.81270530952563	5.33455674212085e-22	-0.0371043355843193	0.924146834631863	5	1476	False
C_maculatus	B_siliquastri	6438	g9854.t1	BRAKERILHT00000011079	0.0226	1.2847	0.017591655639448898	g9854	-0.0870805377730512	0.298302046938129	-0.221937041556474	0.0203749763658657	5	752	True
C_maculatus	B_siliquastri	1504	g12338.t1	BRAKERILHT00000003097	0.0489	0.6486	0.0753931544865865	g12338	0.565915492513125	8.11516551153958e-06	0.232358823223812	0.150427726100957	5	1309	False
C_maculatus	B_siliquastri	4362	g13550.t2	BRAKERILHT00000006518	0.1786	0.864	0.206712962962963	g13550	-2.00910448375546	1.01661527832141e-48	-0.453985036913994	0.0015231631326315	5	2103	True
C_maculatus	B_siliquastri	1996	g12156.t1	BRAKERILHT00000002737	0.0659	0.7352	0.0896354733405876	g12156	3.1220813283393	1.02206668200575e-09	0.836889949322879	0.124830218270146	5	1915	False
C_maculatus	B_siliquastri	3637	g2552.t1	BRAKERILHT00000006641	0.0059	0.6618	0.008915080084617708	g2552	2.11658809638492	3.38028028766617e-51	0.527807424175975	0.0038153367725619	5	2662	False
C_maculatus	B_siliquastri	6812	g3653.t1	BRAKERILHT00000013563	0.0426	0.8539	0.04988874575477222	g3653	-0.748164125654207	4.2975407554611406e-09	-0.369279576685351	0.0124258154745331	5	3817	False
C_maculatus	B_siliquastri	1541	g12384.t1	BRAKERILHT00000002202	0.0037	0.5242	0.007058374666157955	g12384	1.37437412168662	3.80200454984697e-15	-0.047509057227072	0.852823231986165	5	1280	True
C_maculatus	B_siliquastri	1190	g11617.t1	BRAKERILHT00000002638	0.0247	0.6263	0.03943796902442919	g11617	-2.31322582740223	6.1849773293949e-25	-0.730923606295851	0.0001296406517988	5	1150	False
C_maculatus	B_siliquastri	6480	g9742.t2	BRAKERILHT00000010847	0.111	1.2135	0.09147095179233622	g9742	0.105145118616124	0.391891757180437	1.00693635360715	2.00344349649989e-18	3	634	False
C_maculatus	B_siliquastri	7857	g14010.t1	BRAKERILHT00000014528	0.045	0.9307	0.04835070377135489	g14010	0.228682357141622	0.0219201071160277	-0.428568377689468	5.22027647508845e-05	5	6207	False
C_maculatus	B_siliquastri	5362	g7118.t1	BRAKERILHT00000010366	0.0138	0.5877	0.02348136804492088	g7118	5.25098687690762	9.2540197267187e-51	1.05132733820109	0.0006112575900028	5	5070	False
C_maculatus	B_siliquastri	8669	g13789.t1	BRAKERILHT00000015764	0.1674	1.2813	0.1306485600561929	g13789	-2.60452843966693	0.000142702011694	-1.73678640012785	0.0434934406609591	3	4036	False
C_maculatus	B_siliquastri	7051	g4706.t1	BRAKERILHT00000013380	0.0223	0.7597	0.02935369224693958	g4706	2.33192327580469	8.82602335557295e-49	1.15320885726398	3.02527119637663e-11	5	4095	False
C_maculatus	B_siliquastri	2637	g8037.t1	BRAKERILHT00000004652	0.0268	0.643	0.0416796267496112	g8037	-1.76101906959502	2.2816957706913e-11	-1.30063211743922	2.31928008580087e-06	5	5731	True
C_maculatus	B_siliquastri	981	g214.t1	BRAKERILHT00000000422	0.1365	0.8403	0.16244198500535523	g214	0.592828456998483	3.44687649362461e-08	-0.068982563822288	0.633745112478627	4	3532	False
C_maculatus	B_siliquastri	8595	g2153.t2	BRAKERILHT00000016088	0.0703	0.8705	0.08075818495117748	g2153	0.83009738363211	8.472079322774409e-11	-0.0273739539207679	0.88763904049554	4	7004	False
C_maculatus	B_siliquastri	513	g525.t1	BRAKERILHT00000001340	0.1415	0.8167	0.17325823435778132	g525	1.03024036624164	1.1726579175635399e-12	0.685829954069606	9.38905739221762e-05	5	2871	False
C_maculatus	B_siliquastri	8907	g1848.t1	BRAKERILHT00000016649	0.0195	0.5661	0.03444621091679915	g1848	-8.79138336354605	2.4066808493963797e-22	-2.90938318506795	0.000155507560761	5	6607	False
C_maculatus	B_siliquastri	5898	g10045.t1	BRAKERILHT00000011006	0.0376	0.7397	0.050831418142490196	g10045	1.86055349261274	1.12225216525644e-38	0.760596135095359	5.32227827338365e-06	5	109	False
C_maculatus	B_siliquastri	7739	g9610.t1	BRAKERILHT00000014461	0.0788	0.92	0.08565217391304347	g9610	1.29981059038836	3.0097979344896704e-25	0.258873270969131	0.0731582432932197	5	6516	False
C_maculatus	B_siliquastri	187	g806.t1	BRAKERILHT00000000917	0.2506	1.0594	0.23654898999433643	g806	1.5716942650792	8.10566746953919e-38	0.65505761122399	2.02449657321234e-06	5	2979	True
C_maculatus	B_siliquastri	556	g74.t1	BRAKERILHT00000000657	0.0523	1.7676	0.02958814211360036	g74	0.678564415734021	7.36894886418693e-15	-0.202207454887253	0.0430731072723417	5	2883	False
C_maculatus	B_siliquastri	8101	g9547.t1	BRAKERILHT00000014060	0.006	0.7712	0.007780082987551867	g9547	1.5295189876435	1.18481933007103e-21	-0.113166610837501	0.588336310175749	5	6329	True
C_maculatus	B_siliquastri	8942	g2354.t1	BRAKERILHT00000015849	0.077	1.025	0.0751219512195122	g2354	1.08755524179885	2.77024953076598e-24	-0.426505984631421	0.0002409602538452	5	6273	False
C_maculatus	B_siliquastri	3959	g13085.t2	BRAKERILHT00000008440	0.0332	0.4781	0.06944153942689814	g13085	-0.936741403087846	1.12658750324511e-07	0.30784191185603	0.290889602316921	5	2190	False
C_maculatus	B_siliquastri	6739	g3678.t1	BRAKERILHT00000013429	0.0288	0.4969	0.057959347957335476	g3678	0.486721495970226	0.363647610288933	-0.622460977110128	0.249598704273071	5	3829	False
C_maculatus	B_siliquastri	1229	g11006.t2	BRAKERILHT00000002977	0.0181	0.5793	0.03124460555843259	g11006	-0.722563164536602	4.46571157966713e-09	-0.308816356666315	0.0267362377145551	5	1612	False
C_maculatus	B_siliquastri	7109	g4767.t1	BRAKERILHT00000013990	0.0752	0.6449	0.11660722592650023	g4767	0.70827133556204	1.1313383099421e-09	0.0474821197957534	0.780329256871873	5	4141	False
C_maculatus	B_siliquastri	8731	g3355.t1	BRAKERILHT00000015753	0.0129	0.6438	0.02003727865796831	g3355	1.34956205484375	5.8425061348375e-07	-0.152933597144252	0.660800355310473	5	6750	False
C_maculatus	B_siliquastri	83	g1126.t1	BRAKERILHT00000000834	0.0207	0.6596	0.0313826561552456	g1126	0.638020837227828	1.65153695913256e-05	0.437651854003837	0.0186308664867086	5	3159	True
C_maculatus	B_siliquastri	8774	g3307.t1	BRAKERILHT00000016277	0.1049	0.6164	0.1701817001946788	g3307	0.351148714775702	0.0679010423535622	0.310231231974941	0.203615904181548	4	6785	False
C_maculatus	B_siliquastri	323	g1362.t1	BRAKERILHT00000001729	0.0842	0.8651	0.09732978846376142	g1362	-10.1719108493297	9.94003730627206e-10	-4.90844095091807	0.0007746143281368	3	3295	False
C_maculatus	B_siliquastri	6109	g10036.t1	BRAKERILHT00000011120	0.0542	0.7272	0.07453245324532454	g10036	0.481992518866776	0.29475487571523	-0.377141745936652	0.537271846841183	5	115	False
C_maculatus	B_siliquastri	3007	g8200.t1	BRAKERILHT00000005666	0.0228	0.8578	0.02657962228957799	g8200	-1.13847723940304	3.4729890263411e-14	-0.412941785395358	0.0089884058598055	5	5568	False
C_maculatus	B_siliquastri	4517	g13611.t1	BRAKERILHT00000008475	0.0057	1.0181	0.005598664178371476	g13611		1.0		1.0	5	2515	True
C_maculatus	B_siliquastri	1371	g11673.t1	BRAKERILHT00000004360	0.0819	0.8962	0.09138585137246151	g11673	1.35361996681514	7.87886600576401e-18	0.259830146447722	0.14903951804275	5	1215	False
C_maculatus	B_siliquastri	9059	g14687.t1	BRAKERILHT00000016907	0.0089	0.6358	0.013998112614029569	g14687	-4.59110481233949	3.2721287364913197e-18	-0.867911454375787	0.119295581635384	4	6063	False
C_maculatus	B_siliquastri	4985	g5980.t3	BRAKERILHT00000009509	0.0174	0.7285	0.023884694577899792	g5980	1.45447888927682	1.06575912479401e-05	-0.463195204481769	0.275880564646334	5	5442	True
C_maculatus	B_siliquastri	3042	g8351.t2	BRAKERILHT00000004917	0.0304	0.8538	0.035605528226751	g8351	0.677701927965158	2.90170650120739e-08	0.277740027885381	0.0532976958573102	5	5585	False
C_maculatus	B_siliquastri	4552	g6167.t1	BRAKERILHT00000009982	0.0759	0.6575	0.11543726235741444	g6167	0.692797129624616	4.10847375430643e-06	0.209722858698662	0.260381786122365	5	4344	False
C_maculatus	B_siliquastri	3493	g7653.t1	BRAKERILHT00000007178	0.026	0.6701	0.03880017907774959	g7653	1.14916016791493	1.9316541568886402e-19	-0.234974971295701	0.121520069400849	5	2766	False
C_maculatus	B_siliquastri	7661	g7518.t1	BRAKERILHT00000014782	0.0405	0.7257	0.055808185200496074	g7518	0.39217684549079	0.0155414336623163	-0.157644634415141	0.4374039064164	5	6544	True
C_maculatus	B_siliquastri	2007	g12143.t2	BRAKERILHT00000003439	0.0716	0.607	0.11795716639209225	g12143	0.79658660810293	0.0024454844375998	-0.0486656101414569	0.892070656611147	5	1897	False
C_maculatus	B_siliquastri	2844	g8845.t1	BRAKERILHT00000006073	0.0405	0.6946	0.05830693924560899	g8845	1.79749784928392	8.26010431247773e-41	0.954136865188667	6.06822265254899e-11	5	5433	False
C_maculatus	B_siliquastri	8488	g14573.t1	BRAKERILHT00000016174	0.0325	0.8077	0.04023771202179027	g14573	-0.0447754402315517	0.677507310189994	-0.002953463383633	0.987921253613083	5	7043	False
C_maculatus	B_siliquastri	5183	g6421.t1	BRAKERILHT00000009622	0.009	0.5762	0.015619576535925024	g6421	-0.479851464073321	0.0001537157163922	-0.204085055929804	0.176044460705332	5	4697	False
C_maculatus	B_siliquastri	2493	g9136.t2	BRAKERILHT00000004864	0.0118	0.7049	0.01673996311533551	g9136	0.0576373495656788	0.521046979870736	-0.0081230731458389	0.949617300458359	5	5196	True
C_maculatus	B_siliquastri	2042	g2510.t2	BRAKERILHT00000003616	0.0438	0.7537	0.05811330768210163	g2510	-1.60719753177439	1.02088982403375e-27	-0.844578335484808	2.6356361105765e-08	5	1493	False
C_maculatus	B_siliquastri	2801	g8479.t1	BRAKERILHT00000005117	0.0347	0.6788	0.05111962286387744	g8479	0.12264832088728	0.202902815286601	-0.442105032472852	7.09256056384521e-06	5	5618	True
C_maculatus	B_siliquastri	5552	g6312.t1	BRAKERILHT00000009824	0.0002	0.1738	0.0011507479861910242	g6312	-0.229083585304964	0.0171772396666032	-0.38204721073428	0.0002046512356485	5	4846	False
C_maculatus	B_siliquastri	8430	g5225.t1	BRAKERILHT00000016699	0.0932	0.8452	0.11026975863700901	g5225	2.01284787265693	5.635066965814709e-26	1.59439763623863	5.821579852003499e-12	5	6909	True
C_maculatus	B_siliquastri	7208	g4089.t1	BRAKERILHT00000012650	0.0205	0.4447	0.04609849336631437	g4089	-1.73116051840781	1.10114076421502e-13	-0.282029304424481	0.346093084877016	5	3725	False
C_maculatus	B_siliquastri	861	g325.t1	BRAKERILHT00000001190	0.0275	0.8929	0.030798521670959794	g325	-0.377486720279208	0.271308697835181	0.0268036898921871	0.956329166435682	5	3378	False
C_maculatus	B_siliquastri	1718	g11237.t1	BRAKERILHT00000002492	0.04	1.0082	0.03967466772465781	g11237	-1.00019052499128	0.0188513200201128	-0.534996053162897	0.0963741439502193	5	1411	True
C_maculatus	B_siliquastri	6208	g9707.t1	BRAKERILHT00000011057	0.1582	1.3768	0.11490412550842534	g9707	1.15225047382147	1.82457111558758e-20	0.599161886576379	3.65251537772546e-05	5	655	True
C_maculatus	B_siliquastri	4978	g5863.t1	BRAKERILHT00000008691	0.0215	0.6442	0.033374728345234396	g5863	-1.41386534218527	2.40125785671569e-32	-0.576247199135782	2.95783028254039e-06	5	4421	False
C_maculatus	B_siliquastri	4616	g5989.t2	BRAKERILHT00000009978	0.0423	0.7558	0.055967187086530826	g5989	-1.2995504660227	1.2855583737823598e-30	-0.656801085290403	4.414555400453531e-09	4	4449	True
C_maculatus	B_siliquastri	1070	g2944.t1	BRAKERILHT00000001267	0.0191	0.5786	0.03301071552022122	g2944		1.0		1.0	5	3554	False
C_maculatus	B_siliquastri	1833	g12071.t1	BRAKERILHT00000002928	0.0534	0.7398	0.07218167072181671	g12071	-2.68160629496547	0.022795944407714	-0.887445306297023	0.380511306036649	5	1167	True
C_maculatus	B_siliquastri	4282	g13402.t1	BRAKERILHT00000007999	0.1007	0.8617	0.11686201694325171	g13402	0.749369063823305	0.0032002204986931	0.576128581031822	0.0512612235305479	4	2141	False
C_maculatus	B_siliquastri	1035	g143.t1	BRAKERILHT00000000646	0.0499	0.548	0.09105839416058394	g143	0.849977672013734	2.32363575649631e-17	-0.111638829331821	0.364368786736689	4	3615	False
C_maculatus	B_siliquastri	4653	g5813.t1	BRAKERILHT00000010316	0.0193	0.566	0.03409893992932863	g5813	1.20009359282172	1.0275193457939701e-25	0.281389205529868	0.0264404477921811	5	4507	False
C_maculatus	B_siliquastri	3343	g8297.t1	BRAKERILHT00000004465	0.0688	0.5777	0.11909295482084127	g8297	1.50648146033209	3.92616785437145e-12	-0.201068162197098	0.436596621848852	5	5532	False
C_maculatus	B_siliquastri	1876	g12268.t1	BRAKERILHT00000002187	0.1323	0.8592	0.1539804469273743	g12268	-8.88726316618369	3.37067234723174e-05	-6.45736136117268	0.0051840215776709	3	1773	False
C_maculatus	B_siliquastri	8789	g14557.t1	BRAKERILHT00000016864	0.1033	0.5739	0.17999651507231226	g14557	0.77741740150953	4.398630994879151e-09	0.212275837438135	0.23746828296259	3	6794	False
C_maculatus	B_siliquastri	5616	g10876.t1	BRAKERILHT00000010679	0.0976	1.2448	0.07840616966580978	g10876	-10.9823135044312	4.629042720959949e-11	-5.0977605157757	0.0004803392976524	5	258	False
C_maculatus	B_siliquastri	7560	g4207.t1	BRAKERILHT00000015062	0.0029	0.7459	0.003887920632792599	g4207	-0.0824708821900762	0.551085714446818	0.267055184735681	0.0714161852684636	5	6489	False
C_maculatus	B_siliquastri	8358	g2314.t1	BRAKERILHT00000014337	0.0562	0.7985	0.07038196618659988	g2314	1.18737892796192	6.4587518598888e-55	0.171785582797484	0.0662842473395817	5	7058	False
C_maculatus	B_siliquastri	5653	g10793.t1	BRAKERILHT00000010434	0.1447	1.1597	0.12477364835733379	g10793	-2.49873236419097	1.45151999157442e-06	-0.886035091550657	0.111793247648075	3	245	False
C_maculatus	B_siliquastri	2343	g9180.t1	BRAKERILHT00000004582	0.0398	0.7159	0.05559435675373656	g9180	-1.88475378583404	2.36059794309411e-46	-0.39228768455079	0.004913430527373	5	5163	False
C_maculatus	B_siliquastri	7525	g4144.t1	BRAKERILHT00000013366	0.0873	0.5284	0.16521574564723696	g4144	-11.6846946580928	1.59131020499978e-06	-6.52263446731502	0.0029227802481509	5	3698	False
C_maculatus	B_siliquastri	2792	g8456.t1	BRAKERILHT00000005249	0.0564	0.6637	0.08497815277987043	g8456	0.0089351109123169	0.970673958607577	-0.634091394398074	0.0052076557677411	5	5985	True
C_maculatus	B_siliquastri	7758	g9580.t1	BRAKERILHT00000014506	0.0636	1.1952	0.05321285140562249	g9580	-8.44288652955508	1.45132092232435e-07	-3.91891978181389	0.0074550548405126	4	6505	True
C_maculatus	B_siliquastri	8160	g5142.t1	BRAKERILHT00000014817	0.0438	0.6761	0.06478331607750332	g5142	0.985672898067643	2.06842497538544e-21	0.334049584515497	0.0049039644737486	5	6370	False
