g6.t1_1	g12309.t1_1
g6429.t1_1	g14608.t1_1
g6430.t1_1	g7760.t1_1
g6436.t1_1	g14603.t1_1
g6440.t1_1	g13966.t1_1
g6441.t1_1	g13965.t1_1
g6442.t1_1	g14551.t1_1
g6444.t1_1	g14553.t1_1
g6449.t1_1	g7059.t1_1
g6450.t1_1	g6435.t1_1
g6451.t1_1	g14128.t1_1
g6452.t1_1	g6658.t1_1
g6453.t3_1	g6433.t1_1
g6454.t1_1	g13760.t1_1
g6455.t1_1	g13761.t1_1
g6457.t1_1	g6431.t1_1
g6458.t1_1	g6430.t1_1
g6460.t1_1	g6830.t1_1
g6461.t1_1	g6793.t1_1
g6464.t1_1	g8566.t1_1
g6469.t1_1	g1931.t1_1
g6470.t1_1	g7089.t1_1
g6472.t1_1	g6357.t1_1
g6474.t1_1	g7051.t1_1
g6475.t1_1	g6880.t1_1
g6476.t1_1	g6362.t1_1
g6481.t1_1	g8429.t1_1
g6482.t1_1	g6061.t1_1
g6484.t1_1	g6049.t1_1
g6486.t2_1	g6032.t1_1
g6487.t1_1	g7039.t1_1
g6488.t1_1	g6010.t1_1
g6489.t1_1	g13919.t1_1
g6490.t1_1	g16439.t1_1
g6491.t2_1	g6517.t1_1
g6502.t1_1	g14895.t1_1
g6511.t1_1	g529.t2_1
g6515.t1_1	g8428.t1_1
g6516.t1_1	g8427.t1_1
g6522.t2_1	g9268.t1_1
g6525.t1_1	g17214.t1_1
g6527.t1_1	g16533.t1_1
g6531.t1_1	g16530.t1_1
g6534.t1_1	g17092.t1_1
g6537.t1_1	g14601.t1_1
g6543.t1_1	g16534.t1_1
g6544.t1_1	g17090.t1_1
g6548.t1_1	g16665.t1_1
g6549.t2_1	g17083.t2_1
g6556.t1_1	g7751.t1_1
g6557.t1_1	g7678.t1_1
g6558.t1_1	g7686.t1_1
g6566.t1_1	g14347.t1_1
g6570.t1_1	g9258.t1_1
g6571.t1_1	g10594.t1_1
g6572.t1_1	g12009.t1_1
g6575.t1_1	g8324.t1_1
g6585.t1_1	g18690.t1_1
g6590.t1_1	g8853.t1_1
g6593.t2_1	g16598.t1_1
g6597.t3_1	g8518.t2_1
g6609.t2_1	g8716.t1_1
g6610.t1_1	g8817.t1_1
g6611.t1_1	g8705.t1_1
g6612.t1_1	g8934.t1_1
g6613.t1_1	g8933.t1_1
g6614.t1_1	g9165.t1_1
g6615.t1_1	g8463.t1_1
g6617.t1_1	g6481.t1_1
g6620.t1_1	g8426.t1_1
g6621.t1_1	g8425.t1_1
g6622.t1_1	g6777.t1_1
g6623.t1_1	g6116.t1_1
g6625.t1_1	g4371.t1_1
g6627.t1_1	g8130.t1_1
g6628.t1_1	g16610.t1_1
g6637.t4_1	g17091.t1_1
g6641.t1_1	g17093.t2_1
g6649.t1_1	g16545.t1_1
g6651.t1_1	g17082.t1_1
g6653.t1_1	g2445.t1_1
g6654.t1_1	g6688.t1_1
g6655.t1_1	g12066.t1_1
g6656.t1_1	g8346.t1_1
g6664.t3_1	g8492.t1_1
g6666.t1_1	g12519.t1_1
g6672.t1_1	g10955.t1_1
g6673.t1_1	g12003.t1_1
g6680.t1_1	g12010.t1_1
g6682.t2_1	g8318.t1_1
g6684.t1_1	g16456.t1_1
g6686.t1_1	g6975.t1_1
g6687.t1_1	g1954.t1_1
g6688.t1_1	g12012.t1_1
g6689.t1_1	g12024.t1_1
g6691.t1_1	g12014.t1_1
g6692.t2_1	g6610.t1_1
g6694.t1_1	g7136.t1_1
g6695.t1_1	g7139.t1_1
g6697.t1_1	g12131.t2_1
g6701.t1_1	g16122.t1_1
g6702.t1_1	g16812.t1_1
g6704.t1_1	g16427.t1_1
g6710.t1_1	g8621.t1_1
g6711.t2_1	g7635.t1_1
g6713.t1_1	g7697.t1_1
g6716.t1_1	g9263.t1_1
g6718.t1_1	g17355.t1_1
g6720.t1_1	g16785.t1_1
g6721.t1_1	g6278.t1_1
g6722.t1_1	g16575.t1_1
g6723.t1_1	g16784.t1_1
g6726.t1_1	g9507.t1_1
g6732.t2_1	g6215.t1_1
g6734.t1_1	g9531.t1_1
g6735.t2_1	g13715.t1_1
g6736.t1_1	g8619.t1_1
g6737.t2_1	g8878.t1_1
g6738.t1_1	g4066.t1_1
g6739.t1_1	g4097.t1_1
g6740.t1_1	g8665.t1_1
g6741.t1_1	g8664.t1_1
g6743.t1_1	g6779.t1_1
g6744.t1_1	g10188.t1_1
g6747.t2_1	g5990.t1_1
g6748.t1_1	g3343.t1_1
g6749.t1_1	g6796.t1_1
g6750.t1_1	g3836.t1_1
g6751.t1_1	g3236.t1_1
g6752.t1_1	g4098.t1_1
g6755.t2_1	g12616.t2_1
g6756.t1_1	g12623.t1_1
g6757.t1_1	g12621.t1_1
g6758.t1_1	g14108.t2_1
g6759.t1_1	g16366.t1_1
g6760.t1_1	g8305.t1_1
g6761.t1_1	g11709.t1_1
g6762.t1_1	g11710.t1_1
g6763.t1_1	g6915.t1_1
g6764.t1_1	g8945.t1_1
g6765.t1_1	g9125.t1_1
g6767.t1_1	g12125.t1_1
g6768.t1_1	g15199.t1_1
g6769.t1_1	g16180.t2_1
g6770.t1_1	g15997.t1_1
g6771.t2_1	g15996.t1_1
g6772.t1_1	g15680.t3_1
g6773.t1_1	g13043.t1_1
g6774.t1_1	g16175.t1_1
g6775.t1_1	g8972.t1_1
g6778.t1_1	g2668.t1_1
g6779.t1_1	g6428.t1_1
g6780.t1_1	g6838.t1_1
g6781.t1_1	g12612.t1_1
g6782.t1_1	g12611.t1_1
g6783.t1_1	g14080.t1_1
g6784.t1_1	g17043.t1_1
g6786.t1_1	g17204.t1_1
g6787.t1_1	g17205.t1_1
g6788.t1_1	g16911.t1_1
g6789.t1_1	g10970.t1_1
g6790.t3_1	g16593.t2_1
g6791.t1_1	g16594.t1_1
g6792.t1_1	g17551.t1_1
g6795.t2_1	g11176.t1_1
g6796.t1_1	g4812.t1_1
g6797.t1_1	g12874.t1_1
g6798.t1_1	g13770.t2_1
g6800.t1_1	g13682.t1_1
g6801.t1_1	g14142.t1_1
g6804.t1_1	g14147.t1_1
g6805.t2_1	g1593.t1_1
g6806.t1_1	g13303.t1_1
g6807.t1_1	g14196.t1_1
g6809.t1_1	g14145.t1_1
g6811.t1_1	g14564.t1_1
g6813.t1_1	g14437.t3_1
g6815.t1_1	g14436.t1_1
g6817.t1_1	g14676.t3_1
g6818.t1_1	g14677.t1_1
g6819.t2_1	g16360.t1_1
g6820.t1_1	g16808.t1_1
g6821.t2_1	g15119.t1_1
g6825.t1_1	g15155.t1_1
g6826.t2_1	g15051.t1_1
g6827.t2_1	g15066.t1_1
g6830.t1_1	g17105.t1_1
g6831.t1_1	g4604.t1_1
g6832.t1_1	g17203.t1_1
g6836.t1_1	g16868.t1_1
g6837.t1_1	g17147.t1_1
g6839.t1_1	g17012.t1_1
g6840.t1_1	g16630.t1_1
g6842.t1_1	g17277.t1_1
g6844.t1_1	g2957.t1_1
g6845.t1_1	g16676.t1_1
g6846.t1_1	g16776.t1_1
g6847.t1_1	g17285.t1_1
g6849.t1_1	g12827.t1_1
g6850.t1_1	g2842.t1_1
g6852.t1_1	g12085.t1_1
g6853.t1_1	g12084.t1_1
g6855.t1_1	g12083.t1_1
g6856.t1_1	g15715.t1_1
g6857.t1_1	g8236.t1_1
g6858.t1_1	g6761.t1_1
g6861.t1_1	g6878.t1_1
g6865.t1_1	g6475.t1_1
g6866.t1_1	g6594.t1_1
g6868.t1_1	g4101.t1_1
g6869.t1_1	g3647.t1_1
g6870.t2_1	g3646.t1_1
g6873.t1_1	g5529.t1_1
g6874.t1_1	g5533.t1_1
g6876.t1_1	g12463.t1_1
g6877.t1_1	g8938.t1_1
g6878.t1_1	g8935.t1_1
g6880.t1_1	g6996.t1_1
g6881.t1_1	g6284.t1_1
g6882.t1_1	g14559.t1_1
g6883.t1_1	g14669.t1_1
g6884.t2_1	g8242.t1_1
g6885.t1_1	g8672.t1_1
g6887.t1_1	g16694.t1_1
g6888.t1_1	g6063.t1_1
g6889.t1_1	g6062.t1_1
g6893.t1_1	g6984.t1_1
g6897.t1_1	g16373.t1_1
g6898.t1_1	g4493.t1_1
g6900.t1_1	g139.t1_1
g6903.t1_1	g14351.t1_1
g6904.t1_1	g17143.t1_1
g6905.t1_1	g17374.t1_1
g6906.t2_1	g16796.t1_1
g6907.t2_1	g16740.t2_1
g6908.t1_1	g16955.t1_1
g6909.t1_1	g17432.t1_1
g6910.t1_1	g17275.t2_1
g6913.t1_1	g17235.t1_1
g6916.t1_1	g16902.t1_1
g6917.t1_1	g16852.t1_1
g6918.t1_1	g1499.t1_1
g6919.t1_1	g16673.t1_1
g6920.t1_1	g16700.t1_1
g6923.t1_1	g4771.t1_1
g6924.t1_1	g8067.t1_1
g6926.t1_1	g8065.t1_1
g6927.t1_1	g8066.t1_1
g6933.t1_1	g9101.t1_1
g6934.t1_1	g9100.t1_1
g6935.t1_1	g9117.t1_1
g6936.t1_1	g9099.t1_1
g6937.t1_1	g8068.t1_1
g6938.t1_1	g8072.t1_1
g6939.t1_1	g10207.t1_1
g6940.t1_1	g8117.t1_1
g6942.t1_1	g8118.t1_1
g6944.t1_1	g8075.t1_1
g6946.t1_1	g8377.t1_1
g6947.t1_1	g8376.t1_1
g6948.t2_1	g8071.t1_1
g6949.t1_1	g8069.t1_1
g6950.t1_1	g8116.t1_1
g6951.t1_1	g17211.t1_1
g6956.t1_1	g16637.t1_1
g6957.t1_1	g16640.t1_1
g6958.t2_1	g17333.t1_1
g6959.t1_1	g17340.t1_1
g6962.t1_1	g17322.t1_1
g6963.t1_1	g17161.t1_1
g6964.t1_1	g17162.t1_1
g6965.t1_1	g17164.t2_1
g6966.t1_1	g17466.t1_1
g6967.t1_1	g9459.t1_1
g6969.t1_1	g17350.t2_1
g6971.t1_1	g18574.t1_1
g6972.t1_1	g6368.t2_1
g6973.t1_1	g18588.t1_1
g6974.t1_1	g17174.t1_1
g6975.t1_1	g11068.t1_1
g6976.t1_1	g4353.t1_1
g6978.t1_1	g16817.t1_1
g6980.t1_1	g16702.t1_1
g6982.t1_1	g6231.t1_1
g6983.t1_1	g16365.t1_1
g6984.t1_1	g16470.t2_1
g6987.t1_1	g16524.t1_1
g6989.t1_1	g17102.t1_1
g6991.t1_1	g17097.t1_1
g6992.t1_1	g17095.t1_1
g6993.t1_1	g17096.t1_1
g6994.t1_1	g14284.t1_1
g6995.t1_1	g13697.t1_1
g6996.t1_1	g18924.t1_1
g6997.t1_1	g9098.t1_1
g6999.t1_1	g13841.t1_1
g7000.t2_1	g13842.t1_1
g7001.t1_1	g13955.t1_1
g7003.t1_1	g14084.t1_1
g7004.t1_1	g13839.t1_1
g7005.t2_1	g13840.t1_1
g7006.t2_1	g14045.t1_1
g7008.t1_1	g17239.t1_1
g7009.t1_1	g17728.t1_1
g7010.t1_1	g17229.t1_1
g7011.t1_1	g17228.t3_1
g7012.t1_1	g18557.t1_1
g7025.t1_1	g3733.t1_1
g7027.t2_1	g17217.t1_1
g7028.t2_1	g17216.t3_1
g7031.t3_1	g16609.t1_1
g7032.t1_1	g7284.t1_1
g7033.t1_1	g8466.t1_1
g7041.t1_1	g7779.t1_1
g7043.t1_1	g7783.t1_1
g7044.t1_1	g8663.t1_1
g7045.t1_1	g2693.t1_1
g7049.t1_1	g9091.t1_1
g7051.t1_1	g14890.t1_1
g7052.t1_1	g14739.t1_1
g7054.t1_1	g14744.t1_1
g7057.t1_1	g14665.t1_1
g7058.t1_1	g14482.t1_1
g7063.t2_1	g14721.t1_1
g7064.t1_1	g14720.t1_1
g7071.t1_1	g14728.t1_1
g7074.t1_1	g8662.t1_1
g7080.t1_1	g14743.t1_1
g7081.t1_1	g12064.t1_1
g7083.t1_1	g15656.t2_1
g7084.t1_1	g15655.t1_1
g7087.t1_1	g14719.t1_1
g7088.t1_1	g14730.t1_1
g7091.t1_1	g14729.t1_1
g7093.t1_1	g14727.t1_1
g7094.t1_1	g14671.t1_1
g7095.t1_1	g13323.t1_1
g7096.t2_1	g2320.t1_1
g7098.t1_1	g14127.t1_1
g7099.t1_1	g14438.t1_1
g7100.t1_1	g10615.t1_1
g7102.t1_1	g14675.t1_1
g7103.t1_1	g6378.t1_1
g7104.t1_1	g13754.t1_1
g7105.t1_1	g13705.t1_1
g7107.t2_1	g17393.t1_1
g7108.t2_1	g16770.t1_1
g7110.t1_1	g17142.t1_1
g7111.t1_1	g17271.t1_1
g7114.t2_1	g14723.t1_1
g7115.t1_1	g14722.t1_1
g7116.t1_1	g14871.t1_1
g7117.t1_1	g14868.t1_1
g7118.t1_1	g14869.t1_1
g7121.t1_1	g13696.t1_1
g7122.t1_1	g6916.t1_1
g7123.t2_1	g14483.t1_1
g7124.t1_1	g13713.t1_1
g7125.t1_1	g13714.t1_1
g7126.t1_1	g13744.t1_1
g7127.t1_1	g14484.t1_1
g7128.t1_1	g14117.t1_1
g7129.t1_1	g14718.t1_1
g7130.t1_1	g14717.t1_1
g7132.t1_1	g14716.t1_1
g7136.t1_1	g14283.t1_1
g7137.t1_1	g14406.t1_1
g7140.t1_1	g12129.t1_1
g7141.t1_1	g8013.t1_1
g7142.t1_1	g2482.t1_1
g7143.t1_1	g10882.t1_1
g7144.t1_1	g13703.t1_1
g7146.t1_1	g14592.t1_1
g7147.t1_1	g14152.t1_1
g7148.t1_1	g14678.t1_1
g7149.t1_1	g16992.t1_1
g7150.t1_1	g17408.t1_1
g7152.t1_1	g12793.t2_1
g7155.t1_1	g17411.t1_1
g7710.t1_1	g1019.t1_1
g7711.t1_1	g14714.t1_1
g7713.t1_1	g14715.t1_1
g7714.t1_1	g14260.t1_1
g7715.t1_1	g13850.t1_1
g7716.t1_1	g13564.t1_1
g7717.t2_1	g13948.t2_1
g7718.t1_1	g13933.t1_1
g7719.t1_1	g16391.t1_1
g7720.t1_1	g7032.t1_1
g7721.t2_1	g8828.t1_1
g7722.t1_1	g1087.t1_1
g7723.t2_1	g9303.t1_1
g7725.t5_1	g1808.t1_1
g7726.t2_1	g8023.t1_1
g7727.t1_1	g8017.t1_1
g7728.t1_1	g452.t1_1
g7729.t1_1	g8544.t1_1
g7730.t1_1	g1972.t3_1
g7731.t2_1	g1971.t1_1
g7732.t1_1	g2890.t1_1
g7733.t1_1	g14535.t1_1
g7734.t1_1	g4023.t1_1
g7735.t1_1	g4605.t1_1
g7737.t3_1	g14930.t2_1
g7738.t1_1	g8256.t1_1
g7739.t1_1	g15937.t1_1
g7740.t1_1	g13302.t1_1
g7741.t1_1	g6691.t1_1
g7742.t1_1	g6843.t1_1
g7744.t1_1	g1751.t1_1
g7745.t1_1	g3772.t1_1
g7746.t1_1	g2302.t1_1
g7747.t1_1	g2503.t1_1
g7748.t1_1	g16460.t1_1
g7750.t1_1	g1308.t1_1
g7751.t1_1	g1307.t1_1
g7752.t1_1	g1311.t1_1
g7753.t1_1	g1756.t1_1
g7755.t1_1	g7186.t1_1
g7758.t1_1	g18787.t1_1
g7760.t1_1	g12582.t1_1
g7762.t2_1	g13676.t1_1
g7765.t1_1	g13794.t1_1
g7766.t1_1	g10574.t1_1
g7767.t2_1	g13706.t1_1
g7768.t1_1	g14183.t1_1
g7769.t1_1	g14308.t1_1
g7770.t2_1	g14182.t1_1
g7771.t1_1	g14346.t1_1
g7772.t1_1	g14024.t1_1
g7773.t1_1	g14023.t1_1
g7774.t3_1	g14154.t1_1
g7775.t1_1	g14159.t1_1
g7781.t1_1	g7893.t1_1
g7782.t2_1	g5311.t1_1
g7783.t1_1	g9184.t1_1
g7785.t1_1	g8860.t1_1
g7786.t1_1	g9186.t1_1
g7787.t1_1	g8502.t1_1
g7788.t1_1	g7447.t1_1
g7790.t1_1	g11306.t1_1
g7792.t1_1	g10812.t1_1
g7793.t1_1	g11285.t1_1
g7794.t1_1	g10000.t1_1
g7796.t1_1	g2368.t1_1
g7797.t1_1	g10738.t1_1
g7798.t1_1	g9204.t1_1
g7799.t1_1	g10001.t1_1
g7806.t1_1	g11305.t1_1
g7812.t1_1	g9995.t1_1
g7813.t1_1	g9996.t1_1
g7816.t1_1	g14690.t1_1
g7817.t1_1	g14699.t1_1
g7818.t1_1	g14701.t1_1
g7819.t1_1	g14702.t1_1
g7820.t1_1	g14703.t1_1
g7821.t1_1	g14707.t1_1
g7822.t2_1	g1082.t1_1
g7823.t1_1	g1885.t1_1
g7829.t1_1	g2620.t1_1
g7830.t2_1	g2621.t1_1
g7831.t1_1	g2111.t1_1
g7832.t2_1	g8257.t1_1
g7833.t2_1	g8258.t1_1
g7836.t1_1	g8802.t1_1
g7837.t1_1	g14932.t1_1
g7844.t1_1	g436.t1_1
g7846.t1_1	g14921.t1_1
g7847.t1_1	g14924.t1_1
g7849.t1_1	g14215.t1_1
g7850.t1_1	g14216.t1_1
g7851.t1_1	g14684.t1_1
g7853.t3_1	g14679.t1_1
g7854.t1_1	g14680.t1_1
g7856.t1_1	g14052.t1_1
g7857.t1_1	g13834.t1_1
g7859.t1_1	g14060.t1_1
g7860.t1_1	g14050.t1_1
g7861.t1_1	g14245.t1_1
g7877.t1_1	g219.t1_1
g7878.t1_1	g2193.t1_1
g7879.t1_1	g2192.t1_1
g7881.t1_1	g2291.t1_1
g7883.t1_1	g2290.t1_1
g7884.t1_1	g2289.t1_1
g7885.t1_1	g1298.t1_1
g7886.t1_1	g1295.t1_1
g7888.t3_1	g14120.t1_1
g7889.t1_1	g14121.t1_1
g7890.t1_1	g14197.t2_1
g7891.t1_1	g14306.t1_1
g7892.t1_1	g13832.t1_1
g7896.t1_1	g13335.t1_1
g7898.t1_1	g13034.t1_1
g7900.t1_1	g13805.t1_1
g7901.t2_1	g13804.t1_1
g7902.t1_1	g13439.t1_1
g7903.t1_1	g4193.t1_1
g7905.t1_1	g4489.t1_1
g7914.t2_1	g12584.t1_1
g7915.t1_1	g14672.t1_1
g7917.t1_1	g16153.t1_1
g7920.t2_1	g8254.t1_1
g7921.t1_1	g14576.t1_1
g7922.t1_1	g1224.t1_1
g7923.t1_1	g1257.t1_1
g7924.t1_1	g1225.t1_1
g7925.t1_1	g6550.t1_1
g7931.t1_1	g6549.t1_1
g7932.t1_1	g6547.t1_1
g7933.t1_1	g15694.t1_1
g7936.t1_1	g16517.t1_1
g7938.t1_1	g12201.t1_1
g7939.t1_1	g4335.t1_1
g7940.t2_1	g16336.t2_1
g7941.t1_1	g15725.t1_1
g7942.t1_1	g11107.t1_1
g7944.t2_1	g15866.t1_1
g7945.t1_1	g10442.t1_1
g7947.t1_1	g15702.t1_1
g7952.t1_1	g15691.t1_1
g7953.t1_1	g15731.t1_1
g7954.t2_1	g1979.t1_1
g7955.t1_1	g1969.t1_1
g7958.t2_1	g1970.t1_1
g7960.t1_1	g4638.t1_1
g7961.t1_1	g14555.t1_1
g7966.t1_1	g15698.t1_1
g7967.t1_1	g15493.t1_1
g7968.t1_1	g2710.t1_1
g7970.t1_1	g1905.t1_1
g7971.t1_1	g2706.t1_1
g7972.t1_1	g5573.t1_1
g7973.t1_1	g487.t1_1
g7974.t2_1	g2637.t1_1
g7976.t1_1	g11992.t1_1
g7977.t1_1	g383.t1_1
g7979.t3_1	g11993.t1_1
g7980.t1_1	g11155.t1_1
g7981.t2_1	g14059.t1_1
g7982.t1_1	g14058.t1_1
g7983.t1_1	g11837.t1_1
g7985.t1_1	g10603.t1_1
g7988.t1_1	g16150.t1_1
g7990.t1_1	g15669.t1_1
g7991.t1_1	g15981.t1_1
g7993.t2_1	g15672.t1_1
g7994.t1_1	g15671.t1_1
g7995.t3_1	g16149.t1_1
g7996.t1_1	g16154.t1_1
g7997.t2_1	g13334.t1_1
g7998.t1_1	g1360.t1_1
g7999.t1_1	g10773.t1_1
g8000.t1_1	g10805.t1_1
g8001.t1_1	g10804.t2_1
g8002.t1_1	g9976.t1_1
g8003.t2_1	g11265.t1_1
g8004.t1_1	g10115.t1_1
g8005.t1_1	g10869.t1_1
g8007.t1_1	g10803.t1_1
g8008.t1_1	g10802.t1_1
g8011.t1_1	g10341.t1_1
g8012.t1_1	g13803.t1_1
g8013.t1_1	g9923.t1_1
g8014.t1_1	g8953.t1_1
g8015.t2_1	g10769.t1_1
g8016.t1_1	g10752.t1_1
g8017.t1_1	g10753.t1_1
g8018.t1_1	g13053.t1_1
g8019.t1_1	g10755.t1_1
g8020.t1_1	g10779.t1_1
g8023.t1_1	g10757.t1_1
g8024.t1_1	g10758.t1_1
g8025.t1_1	g14304.t1_1
g8026.t1_1	g16964.t1_1
g8027.t1_1	g1966.t1_1
g8029.t1_1	g9276.t1_1
g8030.t1_1	g625.t1_1
g8031.t1_1	g610.t1_1
g8033.t1_1	g609.t1_1
g8034.t1_1	g757.t1_1
g8035.t2_1	g626.t1_1
g8037.t1_1	g2187.t1_1
g8038.t1_1	g1718.t1_1
g8040.t1_1	g12675.t1_1
g8042.t1_1	g15543.t1_1
g8043.t1_1	g5434.t1_1
g8044.t1_1	g12540.t1_1
g8045.t1_1	g8803.t1_1
g8046.t1_1	g8804.t1_1
g8047.t1_1	g8805.t1_1
g8048.t1_1	g8806.t1_1
g8049.t1_1	g10203.t1_1
g8050.t2_1	g8808.t1_1
g8052.t1_1	g7856.t1_1
g8053.t1_1	g8854.t2_1
g8054.t1_1	g8937.t1_1
g8055.t1_1	g15116.t1_1
g8056.t1_1	g15117.t1_1
g8058.t1_1	g6637.t1_1
g8060.t1_1	g5479.t1_1
g8061.t1_1	g6787.t1_1
g8062.t1_1	g7002.t1_1
g8064.t1_1	g7219.t1_1
g8065.t1_1	g6189.t1_1
g8066.t1_1	g6071.t1_1
g8067.t1_1	g6409.t1_1
g8069.t1_1	g6020.t1_1
g8070.t2_1	g5602.t1_1
g8072.t1_1	g5601.t1_1
g8073.t1_1	g5607.t1_1
g8075.t1_1	g6425.t1_1
g8076.t1_1	g13968.t1_1
g8079.t1_1	g14832.t1_1
g8080.t1_1	g437.t1_1
g8081.t2_1	g2119.t1_1
g8084.t1_1	g9118.t1_1
g8085.t1_1	g18928.t1_1
g8086.t1_1	g14360.t1_1
g8088.t1_1	g14358.t1_1
g8089.t1_1	g14357.t1_1
g8090.t11_1	g14356.t2_1
g8092.t1_1	g2633.t1_1
g8093.t1_1	g11997.t1_1
g8094.t1_1	g1812.t1_1
g8095.t1_1	g582.t1_1
g8096.t1_1	g15544.t1_1
g8097.t1_1	g1847.t1_1
g8098.t1_1	g8997.t1_1
g8099.t1_1	g8830.t1_1
g8100.t1_1	g8223.t1_1
g8101.t1_1	g13722.t1_1
g8104.t2_1	g577.t1_1
g8106.t1_1	g601.t1_1
g8107.t1_1	g1594.t1_1
g8108.t1_1	g16335.t1_1
g8109.t1_1	g6692.t1_1
g8110.t1_1	g6693.t2_1
g8113.t1_1	g6698.t1_1
g8114.t1_1	g6699.t1_1
g8117.t1_1	g6706.t1_1
g8118.t1_1	g6708.t1_1
g8119.t1_1	g5414.t1_1
g8120.t1_1	g6709.t1_1
g8121.t1_1	g6710.t1_1
g8122.t1_1	g13881.t1_1
g8123.t1_1	g14834.t1_1
g8124.t2_1	g14835.t1_1
g8125.t2_1	g14507.t1_1
g8126.t1_1	g14508.t1_1
g8127.t2_1	g1953.t1_1
g8128.t1_1	g18963.t1_1
g8129.t1_1	g2110.t1_1
g8130.t1_1	g7220.t1_1
g8131.t1_1	g1714.t1_1
g8132.t1_1	g14910.t1_1
g8133.t1_1	g1341.t2_1
g8135.t1_1	g1338.t1_1
g8136.t1_1	g1337.t1_1
g8138.t1_1	g3583.t1_1
g8146.t1_1	g1343.t1_1
g8147.t1_1	g1344.t1_1
g8149.t1_1	g1720.t1_1
g8150.t2_1	g1722.t1_1
g8151.t1_1	g2109.t1_1
g8152.t2_1	g2381.t1_1
g8154.t1_1	g17085.t1_1
g8155.t2_1	g2061.t1_1
g8156.t1_1	g2868.t1_1
g8157.t1_1	g1385.t1_1
g8159.t1_1	g2351.t1_1
g8160.t1_1	g2355.t1_1
g8163.t1_1	g16319.t1_1
g8165.t1_1	g340.t1_1
g8167.t1_1	g1805.t1_1
g8168.t1_1	g5035.t1_1
g8169.t1_1	g4441.t1_1
g8170.t1_1	g5272.t1_1
g8171.t1_1	g16415.t1_1
g8172.t1_1	g15991.t1_1
g8173.t1_1	g15976.t2_1
g8174.t2_1	g15990.t1_1
g8175.t1_1	g15933.t1_1
g8176.t1_1	g2278.t1_1
g8177.t1_1	g4086.t1_1
g8179.t1_1	g18417.t1_1
g8189.t3_1	g2328.t1_1
g8190.t1_1	g6685.t1_1
g8191.t1_1	g8056.t1_1
g8192.t1_1	g2226.t1_1
g8193.t1_1	g5908.t1_1
g8194.t1_1	g10361.t1_1
g8195.t1_1	g16174.t1_1
g8199.t1_1	g16529.t1_1
g8200.t1_1	g2311.t1_1
g8202.t1_1	g14343.t1_1
g8203.t1_1	g2359.t1_1
g8204.t1_1	g18612.t1_1
g8205.t1_1	g14348.t1_1
g8206.t1_1	g14199.t1_1
g8207.t1_1	g13930.t1_1
g8208.t1_1	g13931.t1_1
g8210.t2_1	g14636.t1_1
g8211.t1_1	g14022.t2_1
g8212.t1_1	g13827.t1_1
g8213.t1_1	g13830.t1_1
g8214.t1_1	g18346.t1_1
g8216.t1_1	g14649.t1_1
g8217.t1_1	g14203.t1_1
g8218.t1_1	g14202.t1_1
g8219.t1_1	g14200.t1_1
g8221.t1_1	g14382.t1_1
g8222.t2_1	g16655.t1_1
g8223.t1_1	g10774.t1_1
g8224.t1_1	g14893.t1_1
g8227.t1_1	g14892.t1_1
g8229.t1_1	g382.t1_1
g8230.t2_1	g381.t1_1
g8231.t4_1	g2639.t1_1
g8232.t1_1	g13341.t1_1
g8233.t1_1	g2283.t1_1
g8236.t1_1	g126.t1_1
g8237.t1_1	g16073.t1_1
g8238.t1_1	g16074.t1_1
g8239.t2_1	g18724.t1_1
g8240.t2_1	g13740.t1_1
g8243.t1_1	g16936.t1_1
g8244.t1_1	g2641.t1_1
g8245.t1_1	g14122.t1_1
g8246.t1_1	g2044.t1_1
g8248.t1_1	g2020.t1_1
g8249.t1_1	g2535.t1_1
g8250.t1_1	g1089.t1_1
g8251.t1_1	g1119.t1_1
g8252.t4_1	g2494.t1_1
g8254.t1_1	g8590.t1_1
g8255.t1_1	g2060.t1_1
g8256.t2_1	g2591.t1_1
g8257.t2_1	g2590.t1_1
g8258.t1_1	g1248.t1_1
g8259.t1_1	g14129.t1_1
g8260.t2_1	g14627.t1_1
g8262.t2_1	g14622.t2_1
g8264.t1_1	g13843.t1_1
g8266.t1_1	g2267.t1_1
g8269.t1_1	g16289.t1_1
g8271.t2_1	g1386.t1_1
g8272.t1_1	g1387.t1_1
g8273.t1_1	g10255.t1_1
g8275.t2_1	g14026.t1_1
g8276.t1_1	g1342.t1_1
g8277.t1_1	g1406.t1_1
g8279.t1_1	g1661.t1_1
g8280.t2_1	g13980.t1_1
g8281.t1_1	g14805.t1_1
g8282.t1_1	g14806.t1_1
g8283.t1_1	g5410.t1_1
g8284.t1_1	g14807.t2_1
g8285.t1_1	g2255.t1_1
g8286.t2_1	g2101.t1_1
g8287.t1_1	g2169.t1_1
g8288.t1_1	g15848.t1_1
g8291.t1_1	g16983.t1_1
g8292.t2_1	g4625.t1_1
g8293.t1_1	g7754.t1_1
g8294.t1_1	g7687.t1_1
g8295.t1_1	g1322.t1_1
g8296.t1_1	g9197.t1_1
g8297.t1_1	g9105.t1_1
g8300.t1_1	g6592.t1_1
g8301.t1_1	g6845.t1_1
g8302.t3_1	g6844.t1_1
g8303.t1_1	g1875.t1_1
g8304.t1_1	g1301.t1_1
g8306.t1_1	g15645.t1_1
g8308.t1_1	g14415.t1_1
g8315.t2_1	g13723.t1_1
g8318.t1_1	g13716.t1_1
